#category	term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0051726	Regulation of cell cycle	17	1108	1.08	1.74	5.00e-13	9606.ENSP00000240423,9606.ENSP00000247191,9606.ENSP00000260363,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000312995,9606.ENSP00000353770,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000356379,9606.ENSP00000357643,9606.ENSP00000358813,9606.ENSP00000363055,9606.ENSP00000479266	NCAPH,DLGAP5,KIF23,SPC25,BIRC5,BUB1,CLSPN,RRM2,CENPF,DTL,NEK2,KIF14,ASPM,MKI67,TTK,ZWINT,BORA
GO Process	GO:0051983	Regulation of chromosome segregation	10	128	1.79	3.77	6.31e-13	9606.ENSP00000240423,9606.ENSP00000247191,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000355922,9606.ENSP00000357643,9606.ENSP00000358813,9606.ENSP00000361298,9606.ENSP00000363055	NCAPH,DLGAP5,SPC25,BIRC5,BUB1,CENPF,MKI67,TTK,KIF2C,ZWINT
GO Process	GO:0000070	Mitotic sister chromatid segregation	9	122	1.76	3.33	3.28e-11	9606.ENSP00000240423,9606.ENSP00000247191,9606.ENSP00000260363,9606.ENSP00000301633,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000361298,9606.ENSP00000363055,9606.ENSP00000465992	NCAPH,DLGAP5,KIF23,BIRC5,NEK2,KIF14,KIF2C,ZWINT,KIF18B
GO Process	GO:1901990	Regulation of mitotic cell cycle phase transition	11	332	1.42	2.43	1.17e-10	9606.ENSP00000247191,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000312995,9606.ENSP00000353770,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000356319,9606.ENSP00000358813,9606.ENSP00000363055	DLGAP5,SPC25,BIRC5,BUB1,CLSPN,RRM2,CENPF,DTL,KIF14,TTK,ZWINT
GO Process	GO:0033044	Regulation of chromosome organization	10	253	1.49	2.54	3.39e-10	9606.ENSP00000240423,9606.ENSP00000247191,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000355922,9606.ENSP00000355966,9606.ENSP00000358813,9606.ENSP00000363055,9606.ENSP00000411532	NCAPH,DLGAP5,SPC25,BIRC5,BUB1,CENPF,NEK2,TTK,ZWINT,TOP2A
GO Process	GO:1905818	Regulation of chromosome separation	8	109	1.76	2.98	8.93e-10	9606.ENSP00000240423,9606.ENSP00000247191,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000355922,9606.ENSP00000358813,9606.ENSP00000363055	NCAPH,DLGAP5,SPC25,BIRC5,BUB1,CENPF,TTK,ZWINT
GO Process	GO:0007093	Mitotic cell cycle checkpoint signaling	8	127	1.7	2.75	2.61e-09	9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000312995,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000358813,9606.ENSP00000363055	SPC25,BIRC5,BUB1,CLSPN,CENPF,DTL,TTK,ZWINT
GO Process	GO:0007094	Mitotic spindle assembly checkpoint signaling	6	31	2.18	3.31	3.21e-09	9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000355922,9606.ENSP00000358813,9606.ENSP00000363055	SPC25,BIRC5,BUB1,CENPF,TTK,ZWINT
GO Process	GO:2001251	Negative regulation of chromosome organization	7	84	1.82	2.82	7.08e-09	9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000355922,9606.ENSP00000358813,9606.ENSP00000363055,9606.ENSP00000411532	SPC25,BIRC5,BUB1,CENPF,TTK,ZWINT,TOP2A
GO Process	GO:0030071	Regulation of mitotic metaphase/anaphase transition	7	91	1.78	2.72	1.11e-08	9606.ENSP00000247191,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000355922,9606.ENSP00000358813,9606.ENSP00000363055	DLGAP5,SPC25,BIRC5,BUB1,CENPF,TTK,ZWINT
GO Process	GO:0051276	Chromosome organization	13	968	1.02	1.36	1.25e-08	9606.ENSP00000240423,9606.ENSP00000247191,9606.ENSP00000260363,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000336868,9606.ENSP00000355922,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000361298,9606.ENSP00000363055,9606.ENSP00000411532,9606.ENSP00000465992	NCAPH,DLGAP5,KIF23,BIRC5,BUB1,CENPA,CENPF,NEK2,KIF14,KIF2C,ZWINT,TOP2A,KIF18B
GO Process	GO:1901991	Negative regulation of mitotic cell cycle phase transition	8	167	1.58	2.4	1.25e-08	9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000312995,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000358813,9606.ENSP00000363055	SPC25,BIRC5,BUB1,CLSPN,CENPF,DTL,TTK,ZWINT
GO Process	GO:0010948	Negative regulation of cell cycle process	9	272	1.42	2.12	1.33e-08	9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000312995,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000355966,9606.ENSP00000358813,9606.ENSP00000363055	SPC25,BIRC5,BUB1,CLSPN,CENPF,DTL,NEK2,TTK,ZWINT
GO Process	GO:1902850	Microtubule cytoskeleton organization involved in mitosis	7	129	1.63	2.29	8.98e-08	9606.ENSP00000247191,9606.ENSP00000260363,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000336868,9606.ENSP00000355966,9606.ENSP00000358813	DLGAP5,KIF23,SPC25,BIRC5,CENPA,NEK2,TTK
GO Process	GO:0033043	Regulation of organelle organization	13	1190	0.93	1.14	1.22e-07	9606.ENSP00000240423,9606.ENSP00000247191,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000355922,9606.ENSP00000355966,9606.ENSP00000357643,9606.ENSP00000358813,9606.ENSP00000363055,9606.ENSP00000367276,9606.ENSP00000411532,9606.ENSP00000479266	NCAPH,DLGAP5,SPC25,BIRC5,BUB1,CENPF,NEK2,MKI67,TTK,ZWINT,CKAP2,TOP2A,BORA
GO Process	GO:0000226	Microtubule cytoskeleton organization	10	542	1.16	1.5	1.84e-07	9606.ENSP00000247191,9606.ENSP00000260363,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000336868,9606.ENSP00000355966,9606.ENSP00000356379,9606.ENSP00000358813,9606.ENSP00000361298,9606.ENSP00000465992	DLGAP5,KIF23,SPC25,BIRC5,CENPA,NEK2,ASPM,TTK,KIF2C,KIF18B
GO Process	GO:0007051	Spindle organization	7	160	1.54	2.03	3.44e-07	9606.ENSP00000247191,9606.ENSP00000260363,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000355966,9606.ENSP00000356379,9606.ENSP00000358813	DLGAP5,KIF23,SPC25,BIRC5,NEK2,ASPM,TTK
GO Process	GO:0007017	Microtubule-based process	11	803	1.03	1.26	4.21e-07	9606.ENSP00000247191,9606.ENSP00000260363,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000336868,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000356379,9606.ENSP00000358813,9606.ENSP00000361298,9606.ENSP00000465992	DLGAP5,KIF23,SPC25,BIRC5,CENPA,NEK2,KIF14,ASPM,TTK,KIF2C,KIF18B
GO Process	GO:0007052	Mitotic spindle organization	6	97	1.69	2.11	8.15e-07	9606.ENSP00000247191,9606.ENSP00000260363,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000355966,9606.ENSP00000358813	DLGAP5,KIF23,SPC25,BIRC5,NEK2,TTK
GO Process	GO:0010639	Negative regulation of organelle organization	8	351	1.25	1.48	2.58e-06	9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000355922,9606.ENSP00000358813,9606.ENSP00000363055,9606.ENSP00000367276,9606.ENSP00000411532	SPC25,BIRC5,BUB1,CENPF,TTK,ZWINT,CKAP2,TOP2A
GO Process	GO:0051321	Meiotic cell cycle	7	250	1.34	1.52	6.36e-06	9606.ENSP00000240423,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000355966,9606.ENSP00000356379,9606.ENSP00000358813,9606.ENSP00000411532	NCAPH,BIRC5,BUB1,NEK2,ASPM,TTK,TOP2A
GO Process	GO:0090068	Positive regulation of cell cycle process	7	251	1.34	1.52	6.42e-06	9606.ENSP00000240423,9606.ENSP00000247191,9606.ENSP00000260363,9606.ENSP00000301633,9606.ENSP00000353770,9606.ENSP00000355958,9606.ENSP00000356319	NCAPH,DLGAP5,KIF23,BIRC5,RRM2,DTL,KIF14
GO Process	GO:0140013	Meiotic nuclear division	6	171	1.44	1.52	1.96e-05	9606.ENSP00000240423,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000356379,9606.ENSP00000358813,9606.ENSP00000411532	NCAPH,BIRC5,BUB1,ASPM,TTK,TOP2A
GO Process	GO:0050000	Chromosome localization	5	84	1.67	1.68	2.16e-05	9606.ENSP00000247191,9606.ENSP00000301633,9606.ENSP00000355922,9606.ENSP00000356319,9606.ENSP00000361298	DLGAP5,BIRC5,CENPF,KIF14,KIF2C
GO Process	GO:0051129	Negative regulation of cellular component organization	9	691	1.01	1.04	2.68e-05	9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000355922,9606.ENSP00000356319,9606.ENSP00000358813,9606.ENSP00000363055,9606.ENSP00000367276,9606.ENSP00000411532	SPC25,BIRC5,BUB1,CENPF,KIF14,TTK,ZWINT,CKAP2,TOP2A
GO Process	GO:0140694	Non-membrane-bounded organelle assembly	7	314	1.24	1.3	2.68e-05	9606.ENSP00000247191,9606.ENSP00000260363,9606.ENSP00000301633,9606.ENSP00000336868,9606.ENSP00000355922,9606.ENSP00000355966,9606.ENSP00000356379	DLGAP5,KIF23,BIRC5,CENPA,CENPF,NEK2,ASPM
GO Process	GO:0051128	Regulation of cellular component organization	14	2365	0.67	0.65	3.96e-05	9606.ENSP00000240423,9606.ENSP00000247191,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000355922,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000357643,9606.ENSP00000358813,9606.ENSP00000363055,9606.ENSP00000367276,9606.ENSP00000411532,9606.ENSP00000479266	NCAPH,DLGAP5,SPC25,BIRC5,BUB1,CENPF,NEK2,KIF14,MKI67,TTK,ZWINT,CKAP2,TOP2A,BORA
GO Process	GO:0006996	Organelle organization	16	3470	0.56	0.54	8.42e-05	9606.ENSP00000240423,9606.ENSP00000247191,9606.ENSP00000260363,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000336868,9606.ENSP00000355922,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000356379,9606.ENSP00000358813,9606.ENSP00000361298,9606.ENSP00000363055,9606.ENSP00000411532,9606.ENSP00000465992	NCAPH,DLGAP5,KIF23,SPC25,BIRC5,BUB1,CENPA,CENPF,NEK2,KIF14,ASPM,TTK,KIF2C,ZWINT,TOP2A,KIF18B
GO Process	GO:0051382	Kinetochore assembly	3	16	2.17	1.41	0.00040	9606.ENSP00000247191,9606.ENSP00000336868,9606.ENSP00000355922	DLGAP5,CENPA,CENPF
GO Process	GO:0051640	Organelle localization	7	514	1.03	0.87	0.00062	9606.ENSP00000247191,9606.ENSP00000301633,9606.ENSP00000336868,9606.ENSP00000355922,9606.ENSP00000356319,9606.ENSP00000356379,9606.ENSP00000361298	DLGAP5,BIRC5,CENPA,CENPF,KIF14,ASPM,KIF2C
GO Process	GO:0051303	Establishment of chromosome localization	4	77	1.61	1.18	0.00070	9606.ENSP00000301633,9606.ENSP00000355922,9606.ENSP00000356319,9606.ENSP00000361298	BIRC5,CENPF,KIF14,KIF2C
GO Process	GO:0051302	Regulation of cell division	5	188	1.32	1.03	0.00084	9606.ENSP00000260363,9606.ENSP00000301633,9606.ENSP00000356319,9606.ENSP00000356379,9606.ENSP00000465992	KIF23,BIRC5,KIF14,ASPM,KIF18B
GO Process	GO:0000281	Mitotic cytokinesis	4	84	1.57	1.13	0.00094	9606.ENSP00000260363,9606.ENSP00000301633,9606.ENSP00000336868,9606.ENSP00000367276	KIF23,BIRC5,CENPA,CKAP2
GO Process	GO:1901992	Positive regulation of mitotic cell cycle phase transition	4	92	1.53	1.07	0.0013	9606.ENSP00000247191,9606.ENSP00000301633,9606.ENSP00000353770,9606.ENSP00000355958	DLGAP5,BIRC5,RRM2,DTL
GO Process	GO:0051225	Spindle assembly	4	96	1.52	1.04	0.0015	9606.ENSP00000260363,9606.ENSP00000301633,9606.ENSP00000355966,9606.ENSP00000356379	KIF23,BIRC5,NEK2,ASPM
GO Process	GO:0010389	Regulation of G2/M transition of mitotic cell cycle	4	99	1.5	1.03	0.0016	9606.ENSP00000312995,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000356319	CLSPN,CENPF,DTL,KIF14
GO Process	GO:0045132	Meiotic chromosome segregation	4	98	1.51	1.03	0.0016	9606.ENSP00000240423,9606.ENSP00000302530,9606.ENSP00000358813,9606.ENSP00000411532	NCAPH,BUB1,TTK,TOP2A
GO Process	GO:1905820	Positive regulation of chromosome separation	3	28	1.93	1.14	0.0016	9606.ENSP00000240423,9606.ENSP00000247191,9606.ENSP00000301633	NCAPH,DLGAP5,BIRC5
GO Process	GO:0051304	Chromosome separation	3	29	1.91	1.12	0.0017	9606.ENSP00000240423,9606.ENSP00000358813,9606.ENSP00000411532	NCAPH,TTK,TOP2A
GO Process	GO:0007143	Female meiotic nuclear division	3	34	1.84	1.04	0.0026	9606.ENSP00000240423,9606.ENSP00000358813,9606.ENSP00000411532	NCAPH,TTK,TOP2A
GO Process	GO:0032467	Positive regulation of cytokinesis	3	45	1.72	0.9	0.0054	9606.ENSP00000260363,9606.ENSP00000301633,9606.ENSP00000356319	KIF23,BIRC5,KIF14
GO Process	GO:0016043	Cellular component organization	17	5436	0.39	0.34	0.0055	9606.ENSP00000240423,9606.ENSP00000247191,9606.ENSP00000260363,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000336868,9606.ENSP00000353770,9606.ENSP00000355922,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000356379,9606.ENSP00000358813,9606.ENSP00000361298,9606.ENSP00000363055,9606.ENSP00000411532,9606.ENSP00000465992	NCAPH,DLGAP5,KIF23,SPC25,BIRC5,BUB1,CENPA,RRM2,CENPF,NEK2,KIF14,ASPM,TTK,KIF2C,ZWINT,TOP2A,KIF18B
GO Process	GO:0016321	Female meiosis chromosome segregation	2	6	2.42	0.91	0.0075	9606.ENSP00000240423,9606.ENSP00000358813	NCAPH,TTK
GO Process	GO:0090307	Mitotic spindle assembly	3	51	1.67	0.84	0.0075	9606.ENSP00000260363,9606.ENSP00000301633,9606.ENSP00000355966	KIF23,BIRC5,NEK2
GO Process	GO:0007292	Female gamete generation	4	154	1.31	0.76	0.0076	9606.ENSP00000240423,9606.ENSP00000356379,9606.ENSP00000358813,9606.ENSP00000411532	NCAPH,ASPM,TTK,TOP2A
GO Process	GO:0035556	Intracellular signal transduction	9	1518	0.67	0.46	0.0106	9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000312995,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000358813,9606.ENSP00000363055,9606.ENSP00000412292	SPC25,BIRC5,BUB1,CLSPN,CENPF,DTL,TTK,ZWINT,DEPDC1
GO Process	GO:0051310	Metaphase plate congression	3	65	1.56	0.73	0.0141	9606.ENSP00000355922,9606.ENSP00000356319,9606.ENSP00000361298	CENPF,KIF14,KIF2C
GO Process	GO:0051656	Establishment of organelle localization	5	380	1.02	0.57	0.0174	9606.ENSP00000301633,9606.ENSP00000336868,9606.ENSP00000355922,9606.ENSP00000356319,9606.ENSP00000361298	BIRC5,CENPA,CENPF,KIF14,KIF2C
GO Process	GO:0007018	Microtubule-based movement	5	384	1.01	0.56	0.0180	9606.ENSP00000247191,9606.ENSP00000260363,9606.ENSP00000356319,9606.ENSP00000361298,9606.ENSP00000465992	DLGAP5,KIF23,KIF14,KIF2C,KIF18B
GO Process	GO:0051256	Mitotic spindle midzone assembly	2	11	2.16	0.73	0.0191	9606.ENSP00000260363,9606.ENSP00000301633	KIF23,BIRC5
GO Process	GO:0007019	Microtubule depolymerization	2	18	1.94	0.57	0.0436	9606.ENSP00000361298,9606.ENSP00000465992	KIF2C,KIF18B
GO Process	GO:0051988	Regulation of attachment of spindle microtubules to kinetochore	2	19	1.92	0.56	0.0477	9606.ENSP00000301633,9606.ENSP00000355966	BIRC5,NEK2
GO Process	GO:1901970	Positive regulation of mitotic sister chromatid separation	2	19	1.92	0.56	0.0477	9606.ENSP00000247191,9606.ENSP00000301633	DLGAP5,BIRC5
GO Function	GO:0008017	Microtubule binding	7	269	1.31	1.18	0.00019	9606.ENSP00000247191,9606.ENSP00000260363,9606.ENSP00000301633,9606.ENSP00000355922,9606.ENSP00000356319,9606.ENSP00000361298,9606.ENSP00000465992	DLGAP5,KIF23,BIRC5,CENPF,KIF14,KIF2C,KIF18B
GO Function	GO:0003777	Microtubule motor activity	4	68	1.67	0.98	0.0032	9606.ENSP00000260363,9606.ENSP00000356319,9606.ENSP00000361298,9606.ENSP00000465992	KIF23,KIF14,KIF2C,KIF18B
GO Component	GO:0005819	Spindle	13	425	1.38	2.55	2.24e-12	9606.ENSP00000247191,9606.ENSP00000260363,9606.ENSP00000301633,9606.ENSP00000305204,9606.ENSP00000355922,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000356379,9606.ENSP00000358813,9606.ENSP00000361298,9606.ENSP00000367276,9606.ENSP00000465992,9606.ENSP00000479266	DLGAP5,KIF23,BIRC5,CKAP2L,CENPF,NEK2,KIF14,ASPM,TTK,KIF2C,CKAP2,KIF18B,BORA
GO Component	GO:0000793	Condensed chromosome	11	275	1.5	2.75	1.87e-11	9606.ENSP00000240423,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000336868,9606.ENSP00000355922,9606.ENSP00000355966,9606.ENSP00000358813,9606.ENSP00000361298,9606.ENSP00000363055,9606.ENSP00000411532	NCAPH,SPC25,BIRC5,BUB1,CENPA,CENPF,NEK2,TTK,KIF2C,ZWINT,TOP2A
GO Component	GO:0000775	Chromosome, centromeric region	10	252	1.5	2.56	2.70e-10	9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000336868,9606.ENSP00000355922,9606.ENSP00000355966,9606.ENSP00000358813,9606.ENSP00000361298,9606.ENSP00000363055,9606.ENSP00000411532	SPC25,BIRC5,BUB1,CENPA,CENPF,NEK2,TTK,KIF2C,ZWINT,TOP2A
GO Component	GO:0000776	Kinetochore	9	165	1.63	2.86	2.70e-10	9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000336868,9606.ENSP00000355922,9606.ENSP00000355966,9606.ENSP00000358813,9606.ENSP00000361298,9606.ENSP00000363055	SPC25,BIRC5,BUB1,CENPA,CENPF,NEK2,TTK,KIF2C,ZWINT
GO Component	GO:0015630	Microtubule cytoskeleton	14	1355	0.91	1.13	3.56e-08	9606.ENSP00000247191,9606.ENSP00000260363,9606.ENSP00000301633,9606.ENSP00000305204,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000356379,9606.ENSP00000358813,9606.ENSP00000361298,9606.ENSP00000367276,9606.ENSP00000465992,9606.ENSP00000479266	DLGAP5,KIF23,BIRC5,CKAP2L,CENPF,DTL,NEK2,KIF14,ASPM,TTK,KIF2C,CKAP2,KIF18B,BORA
GO Component	GO:0099080	Supramolecular complex	14	1366	0.91	1.12	3.56e-08	9606.ENSP00000260363,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000336868,9606.ENSP00000355922,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000356379,9606.ENSP00000358813,9606.ENSP00000361298,9606.ENSP00000363055,9606.ENSP00000367276,9606.ENSP00000465992	KIF23,SPC25,BIRC5,BUB1,CENPA,CENPF,NEK2,KIF14,ASPM,TTK,KIF2C,ZWINT,CKAP2,KIF18B
GO Component	GO:0043232	Intracellular non-membrane-bounded organelle	21	5191	0.5	0.54	6.39e-07	9606.ENSP00000240423,9606.ENSP00000247191,9606.ENSP00000260363,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000305204,9606.ENSP00000336868,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000356379,9606.ENSP00000357643,9606.ENSP00000358813,9606.ENSP00000361298,9606.ENSP00000363055,9606.ENSP00000367276,9606.ENSP00000411532,9606.ENSP00000465992,9606.ENSP00000479266	NCAPH,DLGAP5,KIF23,SPC25,BIRC5,BUB1,CKAP2L,CENPA,CENPF,DTL,NEK2,KIF14,ASPM,MKI67,TTK,KIF2C,ZWINT,CKAP2,TOP2A,KIF18B,BORA
