gene	Chen28689251	Nichols_24571919	x_hurskainen_33692365_endothelial	x_hurskainen_33692365_epithelial	x_hurskainen_33692365_stroma	x_lingappan_25003466_both_ranked	x_scaffa_34417156_ranked	Al_mudares_37368978_female	Al_mudares_37368978_male	Bao_27137150	Bhaskaran_22911455	Bhattacharya_25150062	Chao27770432	Cheng_31961470	Coarfa_28818871	Denervaud_26353077	Dong_36157523	Natarajan_28851267_down	Natarajan_28851267_up	x_dravet_gounot_29287116_p10	x_dravet_gounot_29287116_p10_ranked	x_lingappan_25003466_female	x_lingappan_25003466_male	x_nitkin_32753701_24hr_unranked	x_nitkin_32753701_6hr_unranked	x_rao_37310763_ranked	x_revhaug_31454811_down_ranked	x_revhaug_31454811_up_ranked	x_shrestha_33446917_down_	x_shrestha_33446917_up	x_xing_26398774_down	x_xing_26398774_up	maic_score	contributors
TFCP2L1	1.4070591668826065	0.0	1.2248989337048901	1.2253769350834802	1.221290333040716	0.0	0.0	0.0	1.334626554861306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.967062656827393	SCRNASEQ: x_hurskainen_33692365_epithelial, GENOMICS: Chen28689251, TRANSCRIPTOMICS: Al_mudares_37368978_male
ABCD2	1.4070591668826065	0.0	0.0	0.0	0.0	0.0	1.3060860509391992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448886054347017	0.0	0.0	0.0	0.0	0.0	0.0	3.9580338232565078	SCRNASEQ: x_scaffa_34417156_ranked, GENOMICS: Chen28689251, TRANSCRIPTOMICS: x_rao_37310763_ranked
BACH2	1.4070591668826065	0.0	0.0	0.0	0.0	0.0	1.3058839390711459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448892754347018	0.0	0.0	0.0	0.0	0.0	0.0	3.9578323813884544	SCRNASEQ: x_scaffa_34417156_ranked, GENOMICS: Chen28689251, TRANSCRIPTOMICS: x_rao_37310763_ranked
ENC1	1.4070591668826065	0.0	0.0	0.0	0.0	0.0	1.3011399243904485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448896354347017	0.0	0.0	0.0	0.0	0.0	0.0	3.9530887267077564	SCRNASEQ: x_scaffa_34417156_ranked, GENOMICS: Chen28689251, TRANSCRIPTOMICS: x_rao_37310763_ranked
FOXJ2	1.4070591668826065	0.0	0.0	0.0	0.0	0.0	1.300645873157429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448813554347018	0.0	0.0	0.0	0.0	0.0	0.0	3.9525863954747376	SCRNASEQ: x_scaffa_34417156_ranked, GENOMICS: Chen28689251, TRANSCRIPTOMICS: x_rao_37310763_ranked
RNF152	1.4070591668826065	0.0	1.224908472363459	1.225423577647465	1.221314865371173	0.0	1.3001574361429666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448868554347017	0.0	0.0	0.0	0.0	0.0	0.0	3.952103458460275	SCRNASEQ: x_scaffa_34417156_ranked, GENOMICS: Chen28689251, TRANSCRIPTOMICS: x_rao_37310763_ranked
LYAR	1.4070591668826065	0.0	0.0	0.0	0.0	0.0	1.2984001857346137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448795854347017	0.0	0.0	0.0	0.0	0.0	0.0	3.950338938051922	SCRNASEQ: x_scaffa_34417156_ranked, GENOMICS: Chen28689251, TRANSCRIPTOMICS: x_rao_37310763_ranked
IL1R2	1.4070591668826065	0.0	1.2250769886648405	1.2263907971321995	1.221772058802414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448970954347018	0.0	0.0	0.0	0.0	0.0	0.0	3.8783470594495077	SCRNASEQ: x_hurskainen_33692365_epithelial, GENOMICS: Chen28689251, TRANSCRIPTOMICS: x_rao_37310763_ranked
MFSD6	1.4070591668826065	0.0	1.2250524606856636	1.2262533243120342	1.2217040373406927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448862954347018	0.0	0.0	0.0	0.0	0.0	0.0	3.8781987866293424	SCRNASEQ: x_hurskainen_33692365_epithelial, GENOMICS: Chen28689251, TRANSCRIPTOMICS: x_rao_37310763_ranked
ICOS	1.4070591668826065	0.0	1.225020665157101	1.2260790284150387	1.2216204043959535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448801154347018	0.0	0.0	0.0	0.0	0.0	0.0	3.8780183107323474	SCRNASEQ: x_hurskainen_33692365_epithelial, GENOMICS: Chen28689251, TRANSCRIPTOMICS: x_rao_37310763_ranked
HDAC4	1.4070591668826065	0.0	1.2249293665679428	1.2255365017497435	1.221367275349876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448866054347019	0.0	0.0	0.0	0.0	0.0	0.0	3.8774822740670514	SCRNASEQ: x_hurskainen_33692365_epithelial, GENOMICS: Chen28689251, TRANSCRIPTOMICS: x_rao_37310763_ranked
TAF1A	1.4070591668826065	0.0	1.224689083216377	1.2242206904710184	1.220722744122419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448884854347018	0.0	0.0	0.0	0.0	0.0	0.0	3.876636735533685	SCRNASEQ: x_hurskainen_33692365_endothelial, GENOMICS: Chen28689251, TRANSCRIPTOMICS: x_rao_37310763_ranked
ARL5A	1.4070591668826065	0.0	1.2244765073968444	1.2230570812431907	1.2201696515812106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448801954347017	0.0	0.0	0.0	0.0	0.0	0.0	3.876415869714153	SCRNASEQ: x_hurskainen_33692365_endothelial, GENOMICS: Chen28689251, TRANSCRIPTOMICS: x_rao_37310763_ranked
DUSP19	1.4070591668826065	0.0	1.2244097367868632	1.2227084894492	1.2200001554798723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448982254347019	0.0	0.0	0.0	0.0	0.0	0.0	3.876367129104172	SCRNASEQ: x_hurskainen_33692365_endothelial, GENOMICS: Chen28689251, TRANSCRIPTOMICS: x_rao_37310763_ranked
HSPA12B	1.4070591668826065	0.0	1.2242366782671155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448874854347018	0.0	0.0	0.0	0.0	0.0	0.0	3.876183330584424	GENOMICS: Chen28689251, SCRNASEQ: x_hurskainen_33692365_endothelial, TRANSCRIPTOMICS: x_rao_37310763_ranked
CH25H	0.0	0.0	0.0	0.0	0.0	1.5735195060918115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8230479166701388	0.0	0.0	0.0	0.0	0.0	0.0	1.2448900854347018	0.0	0.0	0.0	0.0	0.0	0.0	3.39656742276195	SCRNASEQ: x_lingappan_25003466_both_ranked, TRANSCRIPTOMICS: Natarajan_28851267_up
PTGS2	0.0	0.0	1.224824895545523	1.2249497873922524	1.2210873837614822	1.5735204843400896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7947300315487635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.368250515888853	SCRNASEQ: x_lingappan_25003466_both_ranked, TRANSCRIPTOMICS: Natarajan_28851267_up
ANKRD1	0.0	0.0	0.0	0.0	0.0	1.5802490683146593	0.0	1.3354786447154188	1.3268494819346386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7664121464273883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3466612147420474	SCRNASEQ: x_lingappan_25003466_both_ranked, TRANSCRIPTOMICS: Natarajan_28851267_up
GDF15	0.0	0.0	0.0	0.0	0.0	1.7886935651161238	0.0	0.0	0.0	1.240416856826269	0.0	1.3695356366022828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.158229201718407	TRANSCRIPTOMICS: Bhattacharya_25150062, SCRNASEQ: x_lingappan_25003466_both_ranked
FMO3	0.0	0.0	0.0	0.0	1.2209669523210578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.851365801791514	0.0	0.0	0.0	0.0	0.0	0.0	1.2448876654347019	0.0	0.0	0.0	0.0	0.0	0.0	3.072332754112572	TRANSCRIPTOMICS: Natarajan_28851267_up, SCRNASEQ: x_hurskainen_33692365_stroma
BAX	0.0	0.0	0.0	0.0	0.0	0.0	1.3028634894874591	0.0	0.0	0.0	0.0	1.7399853606943307	1.1767517762361603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.04284885018179	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: Bhattacharya_25150062
COL3A1	0.0	0.0	1.2250638162315788	1.2263171509785393	1.2217363754126584	0.0	1.306192721091783	0.0	0.0	0.0	0.0	0.0	0.0	1.7297464262564088	0.0	0.0	1.3886196245783244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.035939147348192	TRANSCRIPTOMICS: Cheng_31961470, SCRNASEQ: x_scaffa_34417156_ranked
EGFEM1P	0.0	0.0	0.0	0.0	0.0	0.0	1.3014823917224279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7340368630701728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0355192547926007	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: Denervaud_26353077
TIMP1	0.0	0.0	0.0	0.0	0.0	1.5740198787353228	0.0	0.0	0.0	0.0	1.3892989538686575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448979454347018	0.0	0.0	0.0	1.3979797564398904	0.0	0.0	2.971999635175213	TRANSCRIPTOMICS: x_shrestha_33446917_up, SCRNASEQ: x_lingappan_25003466_both_ranked
Ifi205	0.0	0.0	1.2247208787449397	0.0	1.220808607279018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.738094261306013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.962815140050953	TRANSCRIPTOMICS: Natarajan_28851267_up, SCRNASEQ: x_hurskainen_33692365_endothelial
CCDC85B	0.0	0.0	0.0	0.0	0.0	0.0	1.3068832699742987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6531406059418874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9600238759161863	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: Natarajan_28851267_up
ATF3	0.0	0.0	1.2246700058992395	1.2241175858558944	1.2206714492496458	1.576349452619453	0.0	0.0	0.0	0.0	0.0	1.3695357566022828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9458852092217356	SCRNASEQ: x_lingappan_25003466_both_ranked, TRANSCRIPTOMICS: Bhattacharya_25150062
ASNS	0.0	0.0	0.0	0.0	0.0	1.5735565818909647	0.0	0.0	0.0	0.0	0.0	1.3695373566039306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9430939384948953	SCRNASEQ: x_lingappan_25003466_both_ranked, TRANSCRIPTOMICS: Bhattacharya_25150062
TNC	0.0	0.0	0.0	0.0	0.0	1.5735220984199387	1.3057941115742333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3587659074127614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9322880058327003	SCRNASEQ: x_lingappan_25003466_both_ranked, TRANSCRIPTOMICS: x_nitkin_32753701_24hr_unranked
GADD45A	0.0	0.0	0.0	0.0	0.0	1.573519316627121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3587659074127614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9322852240398825	SCRNASEQ: x_lingappan_25003466_both_ranked, TRANSCRIPTOMICS: x_nitkin_32753701_24hr_unranked
ADM	0.0	0.0	0.0	0.0	0.0	1.573535003178505	0.0	0.0	1.3448595455542895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448941154347017	0.0	0.0	0.0	0.0	0.0	0.0	2.9183945487327945	SCRNASEQ: x_lingappan_25003466_both_ranked, TRANSCRIPTOMICS: Al_mudares_37368978_male
SLC7A11	0.0	0.0	0.0	0.0	0.0	1.6640073675225198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448968354347019	0.0	0.0	0.0	0.0	0.0	0.0	2.9089042029572214	SCRNASEQ: x_lingappan_25003466_both_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
STEAP4	1.4070591668826065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3695350866022828	0.0	0.0	0.0	0.0	1.3886196245783244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448988854347018	0.0	0.0	0.0	0.0	0.0	0.0	2.795678791460931	TRANSCRIPTOMICS: Dong_36157523, GENOMICS: Chen28689251
CHST4	1.4070591668826065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3886196245783244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448907054347018	0.0	0.0	0.0	0.0	0.0	0.0	2.795678791460931	TRANSCRIPTOMICS: Dong_36157523, GENOMICS: Chen28689251
PPFIBP1	1.4070591668826065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3886196245783244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.795678791460931	TRANSCRIPTOMICS: Dong_36157523, GENOMICS: Chen28689251
ADGRF5	1.4070591668826065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3886196245783244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.795678791460931	TRANSCRIPTOMICS: Dong_36157523, GENOMICS: Chen28689251
AKR1B10	0.0	0.0	0.0	0.0	0.0	1.5735259228125782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2213686175567486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.794894540369327	SCRNASEQ: x_lingappan_25003466_both_ranked, TRANSCRIPTOMICS: x_nitkin_32753701_6hr_unranked
FNDC3B	0.0	0.0	0.0	0.0	0.0	0.0	1.3006234162832009	0.0	0.0	0.0	0.0	0.0	0.0	1.4818037831670352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.782427199450236	TRANSCRIPTOMICS: Cheng_31961470, SCRNASEQ: x_scaffa_34417156_ranked
VTN	1.4070591668826065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3308062383359256	0.0	0.0	1.369537306602286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448944954347019	0.0	0.0	0.0	0.0	0.0	0.0	2.7765964734848927	TRANSCRIPTOMICS: Bhattacharya_25150062, GENOMICS: Chen28689251
