gene	Nichols_24571919	Bao_27137150_lncrna	Bao_27137150_mrna	Bhattacharya_25150061	Chao_27770432	Coarfa_28818871_female_down_d21	Coarfa_28818871_female_down_d7	Coarfa_28818871_female_up_d21	Coarfa_28818871_female_up_d7	Coarfa_28818871_male_down_d21	Coarfa_28818871_male_down_d7	Coarfa_28818871_male_up_d21	Coarfa_28818871_male_up_d7	Natarajan_28851267_down	Natarajan_28851267_up	Rao_37310763	Revhaug_31454811_down	Revhaug_31454811_up	maic_score	contributors
ENSG00000161381	0.0	0.0	0.0	1.0098880161701926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0098880161701926	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000130766	0.0	0.0	0.0	1.009871052221573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0002696751853852	0.0	0.0	1.009871052221573	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000080573	0.0	0.0	0.0	1.0098540882729534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000323272719646	0.0	0.0	1.0098540882729534	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000095383	0.0	0.0	0.0	1.0098371243243338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0098371243243338	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000134222	0.0	0.0	0.0	1.0098201603757142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0098201603757142	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000138735	0.0	0.0	0.0	1.0098031964270946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0098031964270946	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000136231	0.0	0.0	0.0	1.009786232478475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.009786232478475	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000172236	0.0	0.0	0.0	1.0097692685298554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0097692685298554	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000197253	0.0	0.0	0.0	1.0097523045812358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0097523045812358	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000189067	0.0	0.0	0.0	1.0097353406326162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0097353406326162	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000124019	0.0	0.0	0.0	1.0097183766839968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0097183766839968	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000275385	0.0	0.0	0.0	1.0097014127353772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003545913319631	0.0	0.0	1.0097014127353772	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000277632	0.0	0.0	0.0	1.0096844487867576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003545201532988	0.0	0.0	1.0096844487867576	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000276085	0.0	0.0	0.0	1.009667484838138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003544489746343	0.0	0.0	1.009667484838138	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000100626	0.0	0.0	0.0	1.0096505208895183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003377931671749	0.0	0.0	1.0096505208895183	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000124762	0.0	0.0	1.0002652012456388	1.0096335569408987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0096335569408987	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000168003	0.0	0.0	0.0	1.0096165929922791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0096165929922791	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000169744	0.0	0.0	0.0	1.0095996290436595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000351174756074	0.0	0.0	1.0095996290436595	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000109854	0.0	0.0	0.0	1.00958266509504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00958266509504	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000197594	0.0	0.0	0.0	1.0095657011464203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000345622820254	0.0	0.0	1.0095657011464203	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000143369	0.0	0.0	0.0	1.0095487371978007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0095487371978007	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000175899	0.0	0.0	0.0	1.009531773249181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.009531773249181	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000148541	0.0	0.0	0.0	1.0095148093005617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0095148093005617	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000137251	0.0	0.0	0.0	1.009497845351942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.009497845351942	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000137727	0.0	0.0	0.0	1.0094808814033225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0094808814033225	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000038945	0.0	0.0	0.0	1.0094639174547029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003210661810509	0.0	0.0	1.0094639174547029	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000157064	0.0	0.0	0.0	1.0094469535060833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000349181753472	0.0	0.0	1.0094469535060833	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000120075	0.0	0.0	0.0	1.0094299895574637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0094299895574637	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000113013	0.0	0.0	0.0	1.009413025608844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.009413025608844	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000138792	0.0	0.0	0.0	1.0093960616602244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0093960616602244	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000108679	0.0	0.0	0.0	1.0093790977116048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0093790977116048	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000146250	0.0	0.0	0.0	1.0093621337629852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0011549274046654	0.0	0.0	0.0	0.0	1.0093621337629852	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000148219	0.0	0.0	0.0	1.0093451698143656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0093451698143656	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000101109	0.0	0.0	0.0	1.0093282058657462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0093282058657462	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000203485	0.0	0.0	0.0	1.0093112419171266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0093112419171266	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000092421	0.0	0.0	0.0	1.009294277968507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.009294277968507	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000186868	0.0	0.0	0.0	1.0092773140198874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0092773140198874	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000168743	0.0	0.0	0.0	1.0092603500712678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0092603500712678	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000196352	0.0	0.0	0.0	1.0092433861226482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0092433861226482	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000163145	0.0	0.0	0.0	1.0092264221740286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0002994990457508	0.0	0.0	1.0092264221740286	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000144730	0.0	0.0	0.0	1.009209458225409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.009209458225409	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000182621	0.0	0.0	0.0	1.0091924942767894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0091924942767894	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000159733	0.0	0.0	0.0	1.0091755303281698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0091755303281698	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000120156	0.0	0.0	0.0	1.0091585663795501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003387184898116	0.0	0.0	1.0091585663795501	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000140538	0.0	0.0	0.0	1.0091416024309305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0002840532755854	0.0	0.0	1.0091416024309305	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000186818	0.0	0.0	0.0	1.0091246384823112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003582926225096	0.0	0.0	1.0091246384823112	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000204577	0.0	0.0	0.0	1.0091076745336915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003582214438453	0.0	0.0	1.0091076745336915	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000244482	0.0	0.0	0.0	1.009090710585072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000358150265181	0.0	0.0	1.009090710585072	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000187116	0.0	0.0	0.0	1.0090737466364523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003580790865165	0.0	0.0	1.0090737466364523	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000105609	0.0	0.0	0.0	1.0090567826878327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003580079078522	0.0	0.0	1.0090567826878327	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000239961	0.0	0.0	0.0	1.0090398187392131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000357936729188	0.0	0.0	1.0090398187392131	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000196411	0.0	0.0	0.0	1.0090228547905935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0090228547905935	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000160471	0.0	0.0	0.0	1.009005890841974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.009005890841974	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000062038	0.0	0.0	0.0	1.0089889268933543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0089889268933543	TRANSCRIPTOMICS: Bhattacharya_25150061
