gene,maic_score
TFAP2C,2.460433633
GDF10,2.45989378
RECK,2.458544881
FRRS1,2.458040438
HMOX1,2.457975961
PLXNC1,2.457697901
PRKRA,2.457178403
MYLIP,2.455257187
PRF1,2.454418535
CDC42BPB,2.452793583
PI16,2.451157377
P2RY6,2.450481059
YWHAE,2.445341635
MICA,2.442991356
RNF130,2.437359654
KAZN,2.424250046
ADPRS,2.424123776
MAEL,2.424085895
GPD2,2.424073268
GALNT14,2.423909117
GNAT2,2.423505052
ARHGAP25,2.42330302
ASPRV1,2.423138869
NCOA1,2.423126242
LRRC47,2.423063107
BTBD8,2.422898956
CD55,2.422835821
CEP85,2.422444384
PLEKHG5,2.422343368
TNFRSF18,2.422267606
DENND2C,2.422103455
TP73,2.421926676
FHAD1,2.42106804
MTF2,2.421042786
MAP3K2,2.420575587
SPDYA,2.41984322
NADK,2.419792712
RASAL2,2.419704323
NIBAN1,2.419578053
PRDM2,2.419401275
DNM3,2.419262378
SLC35F3,2.418782552
KIFAP3,2.418454249
ELAVL4,2.418353233
EDARADD,2.417848153
RABGAP1L,2.417797645
HSPG2,2.417658748
BAZ2B,2.417444089
TMEM185B,2.4173557
THEM5,2.417343073
PTPN7,2.417292565
GYPC,2.417090533
FER1L5,2.416875874
DCTN1,2.416724349
GUCA2B,2.416661214
EHD3,2.416623333
SFXN5,2.416560198
ACOXL,2.416244523
MOV10,2.415335379
ETV3L,2.415183855
CASQ2,2.415057584
SLC2A1,2.414943941
KISS1,2.414830298
CYB561D1,2.414716655
GALE,2.414236829
ATP6V1G3,2.413605479
PRXL2B,2.41330243
ADI1,2.412898366
TOR3A,2.41254481
QPCT,2.412330151
IWS1,2.412229135
OR10K2,2.412140746
PIFO,2.410789656
STK40,2.410739148
DARS1,2.410410846
RABIF,2.410385592
AHDC1,2.410335084
ZMPSTE24,2.410133052
CNTN2,2.410120425
NFASC,2.410082544
NLRC4,2.409994155
CIB4,2.40971636
DYSF,2.409148145
KCNAB2,2.409097637
ANXA4,2.408996621
TTC34,2.408933486
TRABD2B,2.408819843
LRIG2,2.408680946
SLC25A24,2.408302136
GLI2,2.408175865
MSH6,2.408011714
PGBD2,2.407847563
RRNAD1,2.407822309
DISP3,2.407809682
SYF2,2.40748138
NEB,2.407405618
IGSF21,2.407165705
SH3BGRL3,2.407052062
CTRC,2.4069763
PSD4,2.406882785
GPN1,2.40638283
RTN4,2.406054528
ZMYND12,2.405911636
SZT2,2.405890377
ASB17,2.405650464
ARHGEF4,2.405423178
CYP2J2,2.404967079
EDN2,2.404854963
LAMTOR5,2.404109969
DDR2,2.403693278
H6PD,2.403554381
TRIT1,2.403428111
MTF1,2.40339023
SLC2A5,2.403119023
RERE,2.402743869
CR1,2.402708371
PHLDA3,2.402518966
LRBA,2.401997645
LEPR,2.401874989
OR2L3,2.401837108
ZNF839,2.401776818
TIGAR,2.401776818
PIP5K1A,2.401567587
SMYD3,2.40153406
IGSF3,2.401445671
CAMTA1,2.401268892
ZBTB17,2.400667097
TERT,2.400621301
PLEKHA6,2.400486018
ZNF513,2.400422883
PPP1R12B,2.400069327
CLIP4,2.399943997
HTR1D,2.399872961
SNRNP200,2.399845902
CGREF1,2.399506385
SHC1,2.399374841
HP1BP3,2.39921069
SYPL2,2.399045318
SMG5,2.398907306
PLPPR4,2.39886222
PRDM16,2.398710811
HCN3,2.398662498
HECTD3,2.398637185
COQ8A,2.398599697
OLFML2B,2.398590404
BARHL2,2.398553501
ALK,2.398501834
CD1B,2.398462703
ZNF687,2.398459704
ACTRT2,2.39829058
CNGA3,2.398237651
CTTNBP2NL,2.398211237
EFHC1,2.398209542
ITGA10,2.398196575
CNKSR1,2.398178991
LRRC42,2.398021077
MYOG,2.397971447
TMEM240,2.397936429
EMX1,2.397854752
DRC1,2.397743952
LHX8,2.397697309
TRAPPC12,2.397682734
COLGALT2,2.39766233
NUAK2,2.397636097
MYBPHL,2.397612779
CD160,2.397539915
KIF1B,2.397534086
MAST2,2.397513685
PRKCZ,2.397496198
ZNF512,2.397493284
PRSS37,2.397480928
NBPF3,2.397382539
VPS54,2.397362139
PIGV,2.397330082
TTC7A,2.397309682
C1QTNF12,2.39728054
FAM228A,2.397265969
MAP1LC3C,2.397158144
SEPTIN10,2.397050319
RIIAD1,2.396942495
ZNF644,2.396881297
LONRF2,2.396823014
DNASE2B,2.3968201
ATP13A2,2.396744332
PTF1A,2.396719555
SLC66A1,2.396706448
CASZ1,2.396668564
GBA,2.396598624
ADGRB2,2.396586967
RNF103,2.39656074
DVL1,2.396537427
SLC45A1,2.396374234
L1TD1,2.396356749
KIDINS220,2.39633635
BCAN,2.396298466
CLEC4F,2.396286809
PAQR7,2.396138187
CACHD1,2.39604202
NPL,2.396030364
IL12RB2,2.395919626
SHISA4,2.3958526
PDIA6,2.395849686
CHST10,2.395835115
CFAP74,2.395797231
DOCK6,2.394888639
ARHGAP31,2.389399893
NDUFS7,2.379294285
DDHD1,2.378084442
FBXO15,2.377691246
MKKS,2.374995116
SPG7,2.374846492
LMF1,2.374671641
CFD,2.373765338
HPDL,2.37352542
TRPS1,2.372615089
ATF7IP,2.371094327
ATP10B,2.369567323
TMEM163,2.362474108
CHST3,2.359963558
RLF,2.355209237
FOXJ3,2.355209237
GORAB,2.355209237
RGS1,2.355209237
MAPK11,2.340922084
RNU11,2.160937998
LOC150568,1.805723542
CD3G,1.729921616
CD6,1.715221529
TRAV8-3,1.703016516
STK32C,1.687481072
CD3E,1.666640325
BTN3A3,1.660950756
MDGA2,1.657920455
TBC1D31,1.655743728
NOG,1.646370261
KDSR,1.644187882
TRAJ17,1.637915516
GIMAP7,1.633912273
SPON1,1.630014925
ABAT,1.628359837
SLAIN1,1.628098349
PCED1B,1.62619982
VSIG1,1.620592334
CD200R1,1.609643177
DSC1,1.607840759
NECAP2,1.606120307
ZNF569,1.606042835
HOXB2,1.604248872
SNORA8,1.602458399
ZNF658,1.600671002
KLHL3,1.597104019
GNPNAT1,1.589993528
CLUAP1,1.588219538
LZTFL1,1.586446666
SKAP1,1.584674781
TOMM70,1.582903765
KCNK5,1.582552816
TULP3,1.581530187
MLLT3,1.568756783
MORC4,1.56699015
DACT1,1.565223762
MCUB,1.562426486
CD40LG,1.561691611
PELO,1.559925799
TMEM263,1.558160135
LIN28B,1.556509607
TMEM50A,1.543991895
CHI3L1,1.543991895
ELANE,1.543991895
CTSG,1.543991895
MS4A3,1.543991895
DEFA4,1.543991895
MMP9,1.543991895
TCN1,1.543991895
CEACAM8,1.543991895
OLFM4,1.543991895
CLEC5,1.543991895
CNTNAP3B,1.543991895
OLAH,1.543991895
TAF15,1.543991895
CREB1,1.543991895
DDX42,1.543991895
CAVIN1,1.543991895
ZNF706,1.543991895
CASC15,1.543991895
CSPP1,1.543991895
STAT3,1.543991895
NETO2,1.543991895
SLC22A14,1.543331254
AFP,1.536073627
SLC28A3,1.533284666
FREM1,1.530705651
TMEM44,1.529859629
ANKRD18B,1.529825977
CABLES1,1.529794091
GRB10,1.529785341
GADD45A,1.529766901
ZNF30,1.529746258
PNPO,1.529736143
TMEM99,1.529731093
PPFIBP2,1.529700813
KCNMB1,1.529670537
DHRS4L2,1.529660446
CD4,1.529645308
MSANTD2,1.529615032
RWDD2A,1.52960494
GTPBP8,1.529599894
PID1,1.529544389
AKT3,1.529539343
PRKX,1.529534297
GSN,1.516483911
SLC30A4,1.514732217
GALNT6,1.507269125
HBB,1.506689053
RNF125,1.50473415
TLR10,1.504399995
APOA1,1.501791624
CCDC191,1.499576856
CD5,1.499122716
TCF7,1.497847974
TBC1D8B,1.497215883
MTERF4,1.496456494
PI4K2A,1.496333951
CFAP97,1.496238746
SYNJ2BP,1.496164782
ZNF91,1.496027985
BLNK,1.492592778
ITIH2,1.491996765
BANK1,1.490329724
LOC283710,1.488098398
APOA4,1.482201907
GGA2,1.479481577
LOC283663,1.477402345
CCDC180,1.473330926
CELSR1,1.471337927
SERPINF2,1.46750962
FCGR2B,1.467435365
RPS26,1.465525024
BLK,1.463641466
TTR,1.462612191
IGHG1,1.457714762
E2F5,1.456367636
NIBAN3,1.454612466
OSBPL10,1.452881905
SPP1,1.452817333
SWAP70,1.44949323
TCL6,1.444586307
SNX22,1.442996315
SNX29,1.441428614
TCL1A,1.439882893
MS4A1,1.438358843
CPN2,1.438125045
MIR600HG,1.435374546
DENND5B,1.433913704
VTN,1.433227616
PSAT1,1.432473344
KNG1,1.428330187
CD22,1.428272298
POU2AF1,1.426911031
C1R,1.423432758
CD19,1.422940675
HVCN1,1.420385679
MMP11,1.419134984
IGLC2,1.418535329
MORN4,1.417901824
ADAM28,1.416685953
SMIM14,1.414305113
SERPINA6,1.4136379
SLC9A7P1,1.413139668
ABCB4,1.41085757
GABRA3,1.409740461
FGG,1.408740471
PRKY,1.408639013
VPREB3,1.407553009
BORA,1.407194091
LOC100131820,1.405426464
TPK1,1.403563927
CD72,1.40335913
TDRD9,1.401349358
MMUT,1.400014632
LOC100130811,1.399395546
IGFBP2,1.398439137
RAD51,1.398269739
ZDHHC23,1.397496136
FST,1.396544383
SNX25,1.395649612
HS3ST1,1.394745721
CAPS2,1.3931514
MYO1B,1.392109375
UBE2R2,1.391483338
NXPH4,1.391255118
HPX,1.390768246
GLIDR,1.390412839
A2M,1.390302127
PCLO,1.389833943
HLA-DQB2,1.389582368
SERPINA3,1.389369888
P2RX5,1.38876354
KIF20A,1.388203003
SERPING1,1.38797153
FLJ45832,1.387956193
CPA3,1.387487017
CCL18,1.387487007
TPSB2,1.387486987
TPSAB1,1.387486977
ALDH1A3,1.387486967
IGHM,1.387486957
BPIFA1,1.387486947
FABP4,1.387486937
DNAJC5B,1.387486927
CXCL13,1.387486907
CEACAM5,1.387486887
COMP,1.387486877
JCHAIN,1.387486857
CH25H,1.387486847
LGALS3,1.387486837
SFN,1.387486827
IGL,1.387486817
COL8A1,1.387486807
RBP4,1.387486797
TDO2,1.387486787
HDC,1.387486777
MSMB,1.387486767
INHBA,1.387486757
STEAP1,1.387486737
PCOLCE2,1.387486717
PBK,1.387486697
PAPPA,1.387486687
NEIL3,1.387486657
APOBEC3B,1.387486617
ADTRP,1.387486607
PSCA,1.387486597
ADAMTS16,1.387486587
DOK5,1.387486557
CXCL5,1.387486547
DKK1,1.387486537
CDK1,1.387486527
CGA,1.387486517
HCAR3,1.387486487
P4HA3,1.387486467
DIO2,1.387486457
IGK,1.387486447
ACP5,1.387486427
BHLHE22,1.387486407
HILPDA,1.387486387
TMTC1,1.387486367
CA12,1.387486337
SFRP2,1.387486327
KRT17,1.387486317
TARP,1.387486297
SKA1,1.387486287
MXRA5,1.387486267
CDCP1,1.387486247
C1QB,1.387486217
PCLAF,1.387486207
LIPG,1.387486187
MS4A2,1.387486167
IL17RB,1.387486137
HS3ST2,1.387486077
MND1,1.387486067
DEPP1,1.387486057
POSTN,1.387486047
HLA‐DRB4,1.387486037
ADCYAP1,1.387486027
CCD102B,1.387486017
TPX2,1.387485967
IGF1,1.387485957
CDKN3,1.387485937
DHRS9,1.387485927
CYP24A1,1.387485917
LIF,1.387485897
SH3RF2,1.387485887
TMEM158,1.387485877
DIAPH3,1.387485867
ADCYAP1R1,1.387485827
CA4,1.387485817
LRRC15,1.387485807
COL4A6,1.387485777
UGT2B17,1.387485767
XIST,1.387485747
SOX11,1.387485737
KCNJ16,1.387485727
HHIP,1.387485717
ALPP,1.387485707
SLC27A6,1.387485677
PRND,1.387485667
TTLL6,1.387485647
CSMD1,1.387485627
CCL22,1.387485617
AADAC,1.387485607
APOH,1.387485587
GPIHBP1,1.387485577
LRRC2,1.387485567
GSTT1,1.387485557
PLPPR1,1.387485547
SOSTDC1,1.387485527
UPK3B,1.387485507
SLCO1A2,1.387485497
OLFM3,1.387485487
VGLL1,1.387485467
EDN3,1.387485457
PNOC,1.387160164
SCFD2,1.386590309
C1orf220,1.386375296
FLJ38379,1.385601432
ANP32E,1.384995655
CLECL1,1.384838418
SYNJ1,1.383418836
LDOC1,1.383344332
LUM,1.383310337
AHSG,1.382844218
SLC32A1,1.382612962
KLRG1,1.38185965
HBA1,1.380979741
LINC01980,1.380317898
ITIH4,1.380047502
LOC96610,1.379788595
F2RL1,1.379107077
CD163,1.378793381
LYVE1,1.378649144
AKT2,1.378435114
AFM,1.376784667
A1BG,1.376318548
ORM2,1.375852428
TUBB3,1.375840161
PKMYT1,1.375795278
LOC400958,1.374596619
FOSL1,1.374321307
AREG,1.373987893
LOC100133299,1.373387701
N6AMT1,1.372863804
BACE2,1.372795925
LOC100130458,1.372212445
TNFRSF13B,1.371637145
LOC284219,1.371069911
UBE2C,1.369997458
RPS27,1.36995919
EIF1AY,1.369415481
A2M-AS1,1.368588248
CCDC187,1.368350825
PCDH9,1.367829665
DLD,1.367194773
FAM177A1,1.365816855
BMERB1,1.36533144
NIPAL4,1.364852613
TAF4,1.364454316
BMP3,1.364380498
TXLNGY,1.363915003
MIR302E,1.363698304
PRICKLE1,1.363456033
AGAP1,1.363106983
PF4V1,1.363003499
TJP1,1.362117374
KRT17P8,1.361774683
WDFY4,1.361683608
GVINP1,1.360457247
MYBPC2,1.360418457
LOC105375613,1.359932356
ENAH,1.358812829
IKZF4,1.358425393
WDR86-AS1,1.357866293
ID4,1.356929207
ZNF438,1.356592444
WNT16,1.356568178
LOC112268210,1.35623207
HLA-DRB5,1.356212211
PPP1R3B,1.355861235
PMEPA1,1.355515179
SLC46A3,1.355332796
MOB3B,1.355173975
FA2H,1.354837554
CCDC50,1.35450585
ADAM19,1.354178797
CDCA8,1.354087188
CXXC5,1.353856329
PMAIP1,1.353538381
KCNJ2,1.353224892
BEND4,1.352915797
SCIRT,1.352855461
PARP15,1.352611036
DEFB108B,1.35172215
IGLL1,1.351434123
SLC15A2,1.351150135
KLK1,1.350870128
LOC646976,1.350321836
SLC36A1,1.349788811
KDM5D,1.349527889
TCF4,1.349270626
EHD2,1.349023922
LOC100653245,1.349016969
OPALIN,1.348766869
ESPNL,1.348520275
ENSG00000227218,1.348064248
LOC100653060,1.347801043
VNN1,1.347567989
ERV18-1,1.347338203
GPR84,1.346899604
CRIP3,1.34688825
GGACT,1.346450825
HLA-DMA,1.34602558
HRK,1.345817418
B3GALNT1,1.345747924
C12orf42,1.345612174
LOC101927881,1.345513828
COL18A1,1.345409808
DDX3Y,1.345210279
ANOS1,1.345013547
SENCR,1.344609061
HSPB3,1.344439746
COBLL1,1.344253816
FBXO10,1.344070494
TNFRSF13C,1.343889741
MGAT3,1.343711523
HLA-DOB,1.343535803
SUOX,1.34348287
Sec1,1.343362546
LOC100131138,1.343023286
KIT,1.342857215
CDK14,1.342693472
ZNF367,1.342532025
