gene	Nichols_24571919	Al_Mudares_37368978_Female	Al_Mudares_37368978_Male	Bao_27137150_lncrna	Bao_27137150_mrna	Bhattacharya_25150061	Chao_27770432	Coarfa_28818871_female_down_d21	Coarfa_28818871_female_down_d7	Coarfa_28818871_female_up_d21	Coarfa_28818871_female_up_d7	Coarfa_28818871_male_down_d21	Coarfa_28818871_male_down_d7	Coarfa_28818871_male_up_d21	Coarfa_28818871_male_up_d7	Natarajan_28851267_down	Natarajan_28851267_up	Rao_37310763	Revhaug_31454811_down	Revhaug_31454811_up	maic_score	contributors
ENSG00000113532	0.0	0.0	0.0	0.0	0.0	1.010566574114976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.010566574114976	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000250479	0.0	1.0002589505798616	1.0002694796690754	0.0	0.0	1.0105496101663565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0105496101663565	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000163297	0.0	0.0	0.0	0.0	0.0	1.0105326462177369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0105326462177369	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000139278	0.0	0.0	0.0	0.0	0.0	1.0105156822691175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0105156822691175	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000099260	0.0	0.0	0.0	0.0	0.0	1.0104987183204979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0002881206772003	0.0	0.0	1.0104987183204979	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000001036	0.0	0.0	0.0	0.0	0.0	1.0104817543718783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0104817543718783	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000163823	0.0	0.0	0.0	0.0	0.0	1.0104647904232587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003271309296693	0.0	0.0	1.0104647904232587	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000070669	0.0	0.0	0.0	0.0	0.0	1.010447826474639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.010447826474639	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000123080	0.0	0.0	0.0	0.0	0.0	1.0104308625260194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0104308625260194	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000163898	0.0	0.0	0.0	0.0	0.0	1.0104138985773998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0104138985773998	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000109072	0.0	0.0	1.0002691096690752	0.0	0.0	1.0103969346287802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003357131852124	0.0	0.0	1.0103969346287802	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000073792	0.0	0.0	0.0	0.0	0.0	1.0103799706801606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0002655656585	0.0	0.0	1.0103799706801606	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000198931	0.0	0.0	0.0	0.0	0.0	1.010363006731541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.010363006731541	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000121858	0.0	0.0	0.0	0.0	0.0	1.0103460427829214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003633750005994	0.0	0.0	1.0103460427829214	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000144959	0.0	0.0	0.0	0.0	0.0	1.0103290788343018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0103290788343018	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000131097	0.0	0.0	0.0	0.0	0.0	1.0103121148856824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0103121148856824	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000196878	0.0	0.0	0.0	0.0	0.0	1.0102951509370628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0102951509370628	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000117479	0.0	0.0	1.0002726396690769	0.0	0.0	1.0102781869884432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0102781869884432	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000064655	0.0	0.0	0.0	0.0	0.0	1.0102612230398236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0102612230398236	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000178726	0.0	0.0	0.0	0.0	0.0	1.010244259091204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003092571412653	0.0	0.0	1.010244259091204	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000134107	0.0	0.0	1.0002696896690755	0.0	0.0	1.0102272951425844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0102272951425844	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000158258	0.0	0.0	0.0	0.0	0.0	1.0102103311939648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0102103311939648	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000143162	0.0	0.0	1.0002701996690757	0.0	0.0	1.0101933672453451	1.0001343762463055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0101933672453451	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000113594	0.0	0.0	0.0	0.0	0.0	1.0101764032967255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0101764032967255	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000147655	0.0	0.0	0.0	0.0	0.0	1.010159439348106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000364651699771	0.0	0.0	1.010159439348106	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000163637	0.0	0.0	0.0	0.0	0.0	1.0101424753994863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0101424753994863	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000142627	0.0	0.0	0.0	0.0	0.0	1.0101085475022473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0101085475022473	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000106992	0.0	0.0	0.0	0.0	0.0	1.0100915835536277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0100915835536277	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000164120	0.0	0.0	0.0	0.0	0.0	1.010074619605008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.010074619605008	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000143819	0.0	0.0	0.0	0.0	0.0	1.0100576556563885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003100373463145	0.0	0.0	1.0100576556563885	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000185215	0.0	0.0	0.0	0.0	0.0	1.010040691707769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.010040691707769	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000185022	0.0	0.0	0.0	0.0	0.0	1.0100237277591493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0100237277591493	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000164733	0.0	0.0	0.0	0.0	0.0	1.0100067638105297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0100067638105297	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000108370	0.0	0.0	0.0	0.0	0.0	1.00998979986191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00998979986191	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000164116	0.0	1.0002650414472336	0.0	0.0	0.0	1.0099728359132905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0099728359132905	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000173369	0.0	0.0	0.0	0.0	0.0	1.0099558719646708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0099558719646708	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000112414	0.0	0.0	0.0	0.0	0.0	1.0099389080160512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0099389080160512	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000117122	0.0	0.0	0.0	0.0	0.0	1.0099219440674319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0099219440674319	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000142319	0.0	0.0	0.0	0.0	0.0	1.0099049801188122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0099049801188122	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000161381	0.0	0.0	0.0	0.0	0.0	1.0098880161701926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0098880161701926	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000130766	0.0	0.0	0.0	0.0	0.0	1.009871052221573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0002696794669421	0.0	0.0	1.009871052221573	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000080573	0.0	0.0	0.0	0.0	0.0	1.0098540882729534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003230880489589	0.0	0.0	1.0098540882729534	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000095383	0.0	0.0	0.0	0.0	0.0	1.0098371243243338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0098371243243338	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000134222	0.0	0.0	0.0	0.0	0.0	1.0098201603757142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0098201603757142	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000138735	0.0	0.0	0.0	0.0	0.0	1.0098031964270946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0098031964270946	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000136231	0.0	0.0	0.0	0.0	0.0	1.009786232478475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.009786232478475	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000172236	0.0	0.0	0.0	0.0	0.0	1.0097692685298554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0097692685298554	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000197253	0.0	0.0	0.0	0.0	0.0	1.0097523045812358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0097523045812358	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000189067	0.0	0.0	0.0	0.0	0.0	1.0097353406326162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0097353406326162	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000124019	0.0	0.0	0.0	0.0	0.0	1.0097183766839968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0097183766839968	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000275385	0.0	0.0	0.0	0.0	0.0	1.0097014127353772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000354296250934	0.0	0.0	1.0097014127353772	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000277632	0.0	0.0	0.0	0.0	0.0	1.0096844487867576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003542253232023	0.0	0.0	1.0096844487867576	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000276085	0.0	0.0	0.0	0.0	0.0	1.009667484838138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003541543954704	0.0	0.0	1.009667484838138	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000100626	0.0	0.0	0.0	0.0	0.0	1.0096505208895183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000337557306238	0.0	0.0	1.0096505208895183	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000124762	0.0	0.0	0.0	0.0	1.0002657273041973	1.0096335569408987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0096335569408987	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000168003	0.0	0.0	0.0	0.0	0.0	1.0096165929922791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0096165929922791	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000169744	0.0	0.0	0.0	0.0	0.0	1.0095996290436595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003508917198094	0.0	0.0	1.0095996290436595	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000109854	0.0	0.0	0.0	0.0	0.0	1.00958266509504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00958266509504	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000197594	0.0	0.0	0.0	0.0	0.0	1.0095657011464203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000345359356732	0.0	0.0	1.0095657011464203	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000143369	0.0	0.0	1.0002695296690753	0.0	0.0	1.0095487371978007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0095487371978007	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000175899	0.0	0.0	0.0	0.0	0.0	1.009531773249181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.009531773249181	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000148541	0.0	0.0	0.0	0.0	0.0	1.0095148093005617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0095148093005617	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000137251	0.0	0.0	0.0	0.0	0.0	1.009497845351942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.009497845351942	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000137727	0.0	0.0	0.0	0.0	0.0	1.0094808814033225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0094808814033225	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000038945	0.0	0.0	0.0	0.0	0.0	1.0094639174547029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000320889289274	0.0	0.0	1.0094639174547029	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000157064	0.0	0.0	0.0	0.0	0.0	1.0094469535060833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003489057433201	0.0	0.0	1.0094469535060833	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000120075	0.0	0.0	0.0	0.0	0.0	1.0094299895574637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0094299895574637	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000113013	0.0	0.0	0.0	0.0	0.0	1.009413025608844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.009413025608844	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000138792	0.0	0.0	0.0	0.0	0.0	1.0093960616602244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0093960616602244	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000108679	0.0	0.0	0.0	0.0	0.0	1.0093790977116048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0093790977116048	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000146250	0.0	0.0	0.0	0.0	0.0	1.0093621337629852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0011549274046654	0.0	0.0	0.0	0.0	1.0093621337629852	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000148219	0.0	0.0	0.0	0.0	0.0	1.0093451698143656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0093451698143656	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000101109	0.0	0.0	0.0	0.0	0.0	1.0093282058657462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0093282058657462	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000203485	0.0	0.0	0.0	0.0	0.0	1.0093112419171266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0093112419171266	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000092421	0.0	0.0	0.0	0.0	0.0	1.009294277968507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.009294277968507	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000186868	0.0	0.0	0.0	0.0	0.0	1.0092773140198874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0092773140198874	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000168743	0.0	0.0	0.0	0.0	0.0	1.0092603500712678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0092603500712678	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000196352	0.0	0.0	0.0	0.0	0.0	1.0092433861226482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0092433861226482	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000163145	0.0	0.0	0.0	0.0	0.0	1.0092264221740286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0002993981865504	0.0	0.0	1.0092264221740286	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000144730	0.0	0.0	0.0	0.0	0.0	1.009209458225409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.009209458225409	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000182621	0.0	0.0	0.0	0.0	0.0	1.0091924942767894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0091924942767894	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000159733	0.0	0.0	0.0	0.0	0.0	1.0091755303281698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0091755303281698	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000120156	0.0	0.0	0.0	0.0	0.0	1.0091585663795501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003384793667511	0.0	0.0	1.0091585663795501	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000140538	0.0	0.0	0.0	0.0	0.0	1.0091416024309305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000284006868758	0.0	0.0	1.0091416024309305	TRANSCRIPTOMICS: Bhattacharya_25150061
ENSG00000186818	0.0	0.0	1.0002683796690748	0.0	0.0	1.0091246384823112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003579844929855	0.0	0.0	1.0091246384823112	TRANSCRIPTOMICS: Bhattacharya_25150061
