#category	term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0044238	Primary metabolic process	21	7156	0.42	0.44	6.69e-06	9606.ENSP00000257829,9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000265753,9606.ENSP00000283148,9606.ENSP00000309334,9606.ENSP00000314193,9606.ENSP00000315569,9606.ENSP00000322396,9606.ENSP00000331019,9606.ENSP00000345917,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000398131,9606.ENSP00000413436,9606.ENSP00000418221,9606.ENSP00000449026,9606.ENSP00000495273	NAT10,WDR12,NOP58,EIF4H,UXS1,RPL15,WDR75,DIS3L2,RRS1,RPS27L,LYAR,RPS16,NOP56,RPL34,RPL31,RPSA,GSPT1,RPL10,RPL7L1,RPL41,RPS7
GO Process	GO:0044271	Cellular nitrogen compound biosynthetic process	12	1494	0.86	0.89	8.62e-06	9606.ENSP00000265753,9606.ENSP00000283148,9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000398131,9606.ENSP00000413436,9606.ENSP00000449026,9606.ENSP00000495273	EIF4H,UXS1,RPL15,RPS27L,RPS16,RPL34,RPL31,RPSA,GSPT1,RPL10,RPL41,RPS7
GO Process	GO:0016070	RNA metabolic process	12	1550	0.84	0.86	1.22e-05	9606.ENSP00000257829,9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000314193,9606.ENSP00000315569,9606.ENSP00000322396,9606.ENSP00000345917,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000398131,9606.ENSP00000418221,9606.ENSP00000495273	NAT10,WDR12,NOP58,WDR75,DIS3L2,RRS1,LYAR,RPS16,NOP56,GSPT1,RPL7L1,RPS7
GO Process	GO:0071704	Organic substance metabolic process	21	7522	0.4	0.41	1.54e-05	9606.ENSP00000257829,9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000265753,9606.ENSP00000283148,9606.ENSP00000309334,9606.ENSP00000314193,9606.ENSP00000315569,9606.ENSP00000322396,9606.ENSP00000331019,9606.ENSP00000345917,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000398131,9606.ENSP00000413436,9606.ENSP00000418221,9606.ENSP00000449026,9606.ENSP00000495273	NAT10,WDR12,NOP58,EIF4H,UXS1,RPL15,WDR75,DIS3L2,RRS1,RPS27L,LYAR,RPS16,NOP56,RPL34,RPL31,RPSA,GSPT1,RPL10,RPL7L1,RPL41,RPS7
GO Process	GO:0042255	Ribosome assembly	4	60	1.78	1.37	0.00038	9606.ENSP00000322396,9606.ENSP00000331019,9606.ENSP00000389351,9606.ENSP00000413436	RRS1,RPS27L,RPSA,RPL10
GO Process	GO:0006139	Nucleobase-containing compound metabolic process	13	2722	0.63	0.55	0.00050	9606.ENSP00000257829,9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000283148,9606.ENSP00000314193,9606.ENSP00000315569,9606.ENSP00000322396,9606.ENSP00000345917,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000398131,9606.ENSP00000418221,9606.ENSP00000495273	NAT10,WDR12,NOP58,UXS1,WDR75,DIS3L2,RRS1,LYAR,RPS16,NOP56,GSPT1,RPL7L1,RPS7
GO Process	GO:0042273	Ribosomal large subunit biogenesis	4	74	1.68	1.23	0.00077	9606.ENSP00000261015,9606.ENSP00000322396,9606.ENSP00000413436,9606.ENSP00000418221	WDR12,RRS1,RPL10,RPL7L1
GO Process	GO:1901576	Organic substance biosynthetic process	12	2438	0.64	0.54	0.0011	9606.ENSP00000265753,9606.ENSP00000283148,9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000398131,9606.ENSP00000413436,9606.ENSP00000449026,9606.ENSP00000495273	EIF4H,UXS1,RPL15,RPS27L,RPS16,RPL34,RPL31,RPSA,GSPT1,RPL10,RPL41,RPS7
GO Process	GO:0022618	Ribonucleoprotein complex assembly	5	203	1.34	1.02	0.0012	9606.ENSP00000265753,9606.ENSP00000322396,9606.ENSP00000331019,9606.ENSP00000389351,9606.ENSP00000413436	EIF4H,RRS1,RPS27L,RPSA,RPL10
GO Process	GO:0044260	Cellular macromolecule metabolic process	12	2512	0.63	0.52	0.0014	9606.ENSP00000265753,9606.ENSP00000309334,9606.ENSP00000315569,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000398131,9606.ENSP00000413436,9606.ENSP00000449026,9606.ENSP00000495273	EIF4H,RPL15,DIS3L2,RPS27L,RPS16,RPL34,RPL31,RPSA,GSPT1,RPL10,RPL41,RPS7
GO Process	GO:0006417	Regulation of translation	6	456	1.07	0.77	0.0032	9606.ENSP00000257829,9606.ENSP00000265753,9606.ENSP00000315569,9606.ENSP00000331019,9606.ENSP00000398131,9606.ENSP00000413436	NAT10,EIF4H,DIS3L2,RPS27L,GSPT1,RPL10
GO Process	GO:0071840	Cellular component organization or biogenesis	16	5639	0.4	0.33	0.0082	9606.ENSP00000257829,9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000265753,9606.ENSP00000314193,9606.ENSP00000315569,9606.ENSP00000322396,9606.ENSP00000331019,9606.ENSP00000345917,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000389351,9606.ENSP00000398131,9606.ENSP00000413436,9606.ENSP00000418221,9606.ENSP00000495273	NAT10,WDR12,NOP58,EIF4H,WDR75,DIS3L2,RRS1,RPS27L,LYAR,RPS16,NOP56,RPSA,GSPT1,RPL10,RPL7L1,RPS7
GO Process	GO:0030490	Maturation of SSU-rRNA	3	55	1.69	0.8	0.0119	9606.ENSP00000257829,9606.ENSP00000322396,9606.ENSP00000367806	NAT10,RRS1,RPS16
GO Function	GO:0003723	RNA binding	20	1672	1.03	1.66	4.06e-16	9606.ENSP00000257829,9606.ENSP00000264279,9606.ENSP00000265753,9606.ENSP00000309334,9606.ENSP00000314193,9606.ENSP00000315569,9606.ENSP00000322396,9606.ENSP00000331019,9606.ENSP00000345917,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000398131,9606.ENSP00000413436,9606.ENSP00000418221,9606.ENSP00000449026,9606.ENSP00000477781,9606.ENSP00000495273	NAT10,NOP58,EIF4H,RPL15,WDR75,DIS3L2,RRS1,RPS27L,LYAR,RPS16,NOP56,RPL34,RPL31,RPSA,GSPT1,RPL10,RPL7L1,RPL41,TPT1,RPS7
GO Function	GO:0003735	Structural constituent of ribosome	10	169	1.72	3.48	4.28e-12	9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000418221,9606.ENSP00000449026,9606.ENSP00000495273	RPL15,RPS27L,RPS16,RPL34,RPL31,RPSA,RPL10,RPL7L1,RPL41,RPS7
GO Function	GO:1901363	Heterocyclic compound binding	21	5977	0.5	0.53	2.62e-07	9606.ENSP00000257829,9606.ENSP00000264279,9606.ENSP00000265753,9606.ENSP00000283148,9606.ENSP00000309334,9606.ENSP00000314193,9606.ENSP00000315569,9606.ENSP00000322396,9606.ENSP00000331019,9606.ENSP00000345917,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000398131,9606.ENSP00000413436,9606.ENSP00000418221,9606.ENSP00000449026,9606.ENSP00000477781,9606.ENSP00000495273	NAT10,NOP58,EIF4H,UXS1,RPL15,WDR75,DIS3L2,RRS1,RPS27L,LYAR,RPS16,NOP56,RPL34,RPL31,RPSA,GSPT1,RPL10,RPL7L1,RPL41,TPT1,RPS7
GO Function	GO:0097159	Organic cyclic compound binding	21	6050	0.49	0.52	2.69e-07	9606.ENSP00000257829,9606.ENSP00000264279,9606.ENSP00000265753,9606.ENSP00000283148,9606.ENSP00000309334,9606.ENSP00000314193,9606.ENSP00000315569,9606.ENSP00000322396,9606.ENSP00000331019,9606.ENSP00000345917,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000398131,9606.ENSP00000413436,9606.ENSP00000418221,9606.ENSP00000449026,9606.ENSP00000477781,9606.ENSP00000495273	NAT10,NOP58,EIF4H,UXS1,RPL15,WDR75,DIS3L2,RRS1,RPS27L,LYAR,RPS16,NOP56,RPL34,RPL31,RPSA,GSPT1,RPL10,RPL7L1,RPL41,TPT1,RPS7
GO Function	GO:0045182	Translation regulator activity	4	152	1.37	0.68	0.0174	9606.ENSP00000265753,9606.ENSP00000331019,9606.ENSP00000398131,9606.ENSP00000413436	EIF4H,RPS27L,GSPT1,RPL10
GO Component	GO:1990904	Ribonucleoprotein complex	16	687	1.32	2.62	7.20e-16	9606.ENSP00000257829,9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000309334,9606.ENSP00000315569,9606.ENSP00000322396,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000418221,9606.ENSP00000449026,9606.ENSP00000495273	NAT10,WDR12,NOP58,RPL15,DIS3L2,RRS1,RPS27L,RPS16,NOP56,RPL34,RPL31,RPSA,RPL10,RPL7L1,RPL41,RPS7
GO Component	GO:0022626	Cytosolic ribosome	10	101	1.95	4.65	1.32e-14	9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000418221,9606.ENSP00000449026,9606.ENSP00000495273	RPL15,RPS27L,RPS16,RPL34,RPL31,RPSA,RPL10,RPL7L1,RPL41,RPS7
GO Component	GO:0044391	Ribosomal subunit	10	187	1.68	3.39	3.13e-12	9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000418221,9606.ENSP00000449026,9606.ENSP00000495273	RPL15,RPS27L,RPS16,RPL34,RPL31,RPSA,RPL10,RPL7L1,RPL41,RPS7
GO Component	GO:0022625	Cytosolic large ribosomal subunit	6	56	1.98	2.93	2.21e-08	9606.ENSP00000309334,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000413436,9606.ENSP00000418221,9606.ENSP00000449026	RPL15,RPL34,RPL31,RPL10,RPL7L1,RPL41
GO Component	GO:0043232	Intracellular non-membrane-bounded organelle	19	5191	0.52	0.53	1.92e-06	9606.ENSP00000257829,9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000309334,9606.ENSP00000314193,9606.ENSP00000315569,9606.ENSP00000322396,9606.ENSP00000331019,9606.ENSP00000345917,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000418221,9606.ENSP00000449026,9606.ENSP00000477781,9606.ENSP00000495273	NAT10,WDR12,NOP58,RPL15,WDR75,DIS3L2,RRS1,RPS27L,LYAR,RPS16,NOP56,RPL34,RPL31,RPSA,RPL10,RPL7L1,RPL41,TPT1,RPS7
GO Component	GO:0032991	Protein-containing complex	19	5506	0.49	0.5	4.30e-06	9606.ENSP00000257829,9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000265753,9606.ENSP00000283148,9606.ENSP00000309334,9606.ENSP00000315569,9606.ENSP00000322396,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000398131,9606.ENSP00000413436,9606.ENSP00000418221,9606.ENSP00000449026,9606.ENSP00000495273	NAT10,WDR12,NOP58,EIF4H,UXS1,RPL15,DIS3L2,RRS1,RPS27L,RPS16,NOP56,RPL34,RPL31,RPSA,GSPT1,RPL10,RPL7L1,RPL41,RPS7
GO Component	GO:0030684	Preribosome	5	76	1.77	1.99	5.26e-06	9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000322396,9606.ENSP00000370589,9606.ENSP00000495273	WDR12,NOP58,RRS1,NOP56,RPS7
GO Component	GO:0022627	Cytosolic small ribosomal subunit	4	44	1.91	1.77	4.07e-05	9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000389351,9606.ENSP00000495273	RPS27L,RPS16,RPSA,RPS7
GO Component	GO:0005730	Nucleolus	9	996	0.91	0.86	0.00010	9606.ENSP00000257829,9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000314193,9606.ENSP00000322396,9606.ENSP00000345917,9606.ENSP00000370589,9606.ENSP00000418221,9606.ENSP00000495273	NAT10,WDR12,NOP58,WDR75,RRS1,LYAR,NOP56,RPL7L1,RPS7
GO Component	GO:0032040	Small-subunit processome	3	39	1.84	1.12	0.0020	9606.ENSP00000264279,9606.ENSP00000370589,9606.ENSP00000495273	NOP58,NOP56,RPS7
GO Component	GO:0031428	Box C/D RNP complex	2	7	2.41	0.99	0.0058	9606.ENSP00000264279,9606.ENSP00000370589	NOP58,NOP56
GO Component	GO:0070761	pre-snoRNP complex	2	7	2.41	0.99	0.0058	9606.ENSP00000264279,9606.ENSP00000370589	NOP58,NOP56
GO Component	GO:0005844	Polysome	3	65	1.62	0.87	0.0069	9606.ENSP00000315569,9606.ENSP00000386717,9606.ENSP00000449026	DIS3L2,RPL31,RPL41
GO Component	GO:0030687	Preribosome, large subunit precursor	2	21	1.93	0.64	0.0337	9606.ENSP00000261015,9606.ENSP00000322396	WDR12,RRS1
GO Component	GO:0005829	Cytosol	14	5438	0.36	0.26	0.0462	9606.ENSP00000264279,9606.ENSP00000265753,9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000398131,9606.ENSP00000413436,9606.ENSP00000418221,9606.ENSP00000449026,9606.ENSP00000477781,9606.ENSP00000495273	NOP58,EIF4H,RPL15,RPS27L,RPS16,RPL34,RPL31,RPSA,GSPT1,RPL10,RPL7L1,RPL41,TPT1,RPS7
STRING clusters	CL:140	Eukaryotic Translation Elongation, and Sec61 translocon complex	10	116	1.89	4.19	2.18e-13	9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000418221,9606.ENSP00000477781,9606.ENSP00000495273	RPL15,RPS27L,RPS16,RPL34,RPL31,RPSA,RPL10,RPL7L1,TPT1,RPS7
STRING clusters	CL:148	Viral mRNA Translation	9	87	1.97	4.34	3.22e-13	9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000418221,9606.ENSP00000495273	RPL15,RPS27L,RPS16,RPL34,RPL31,RPSA,RPL10,RPL7L1,RPS7
STRING clusters	CL:152	Viral mRNA Translation	8	81	1.95	3.85	1.44e-11	9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000495273	RPL15,RPS27L,RPS16,RPL34,RPL31,RPSA,RPL10,RPS7
STRING clusters	CL:162	Cytoplasmic ribosomal proteins	7	66	1.98	3.47	4.07e-10	9606.ENSP00000309334,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000495273	RPL15,RPS16,RPL34,RPL31,RPSA,RPL10,RPS7
STRING clusters	CL:897	rRNA processing, and Ribosomal large subunit biogenesis	8	179	1.6	2.57	4.59e-09	9606.ENSP00000257829,9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000314193,9606.ENSP00000315569,9606.ENSP00000322396,9606.ENSP00000345917,9606.ENSP00000370589	NAT10,WDR12,NOP58,WDR75,DIS3L2,RRS1,LYAR,NOP56
STRING clusters	CL:166	Cytoplasmic ribosomal proteins	6	53	2.01	3.07	1.01e-08	9606.ENSP00000309334,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000495273	RPL15,RPS16,RPL34,RPSA,RPL10,RPS7
STRING clusters	CL:905	Preribosome, and Ribosome biogenesis	7	133	1.67	2.52	2.79e-08	9606.ENSP00000257829,9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000314193,9606.ENSP00000322396,9606.ENSP00000345917,9606.ENSP00000370589	NAT10,WDR12,NOP58,WDR75,RRS1,LYAR,NOP56
STRING clusters	CL:168	Cytoplasmic ribosomal proteins	5	40	2.05	2.63	2.50e-07	9606.ENSP00000309334,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000389351,9606.ENSP00000413436	RPL15,RPS16,RPL34,RPSA,RPL10
STRING clusters	CL:907	Preribosome, and Ribosome biogenesis	6	121	1.65	2.11	7.95e-07	9606.ENSP00000257829,9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000314193,9606.ENSP00000322396,9606.ENSP00000370589	NAT10,WDR12,NOP58,WDR75,RRS1,NOP56
STRING clusters	CL:170	Cytoplasmic ribosomal proteins	4	24	2.17	2.25	4.11e-06	9606.ENSP00000309334,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000389351	RPL15,RPS16,RPL34,RPSA
STRING clusters	CL:1040	Small-subunit processome, and Positive regulation of rRNA processing	4	39	1.96	1.88	2.28e-05	9606.ENSP00000257829,9606.ENSP00000264279,9606.ENSP00000314193,9606.ENSP00000370589	NAT10,NOP58,WDR75,NOP56
STRING clusters	CL:1045	Small-subunit processome, and Positive regulation of rRNA processing	3	19	2.15	1.53	0.00026	9606.ENSP00000264279,9606.ENSP00000314193,9606.ENSP00000370589	NOP58,WDR75,NOP56
STRING clusters	CL:920	Preribosome, large subunit precursor, and Maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	2	22	1.91	0.59	0.0435	9606.ENSP00000261015,9606.ENSP00000322396	WDR12,RRS1
KEGG	hsa03010	Ribosome	7	131	1.68	2.49	3.70e-08	9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000495273	RPL15,RPS27L,RPL34,RPL31,RPSA,RPL10,RPS7
KEGG	hsa03008	Ribosome biogenesis in eukaryotes	4	77	1.67	1.36	0.00031	9606.ENSP00000257829,9606.ENSP00000264279,9606.ENSP00000314193,9606.ENSP00000370589	NAT10,NOP58,WDR75,NOP56
Reactome	HSA-8868773	rRNA processing in the nucleus and cytosol	13	191	1.78	4.74	1.10e-17	9606.ENSP00000257829,9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000309334,9606.ENSP00000314193,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000495273	NAT10,WDR12,NOP58,RPL15,WDR75,RPS27L,RPS16,NOP56,RPL34,RPL31,RPSA,RPL10,RPS7
Reactome	HSA-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	12	181	1.77	4.45	2.47e-16	9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000309334,9606.ENSP00000314193,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000495273	WDR12,NOP58,RPL15,WDR75,RPS27L,RPS16,NOP56,RPL34,RPL31,RPSA,RPL10,RPS7
Reactome	HSA-72764	Eukaryotic Translation Termination	9	92	1.94	4.24	4.52e-13	9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000398131,9606.ENSP00000413436,9606.ENSP00000495273	RPL15,RPS27L,RPS16,RPL34,RPL31,RPSA,GSPT1,RPL10,RPS7
Reactome	HSA-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	9	94	1.93	4.22	4.52e-13	9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000398131,9606.ENSP00000413436,9606.ENSP00000495273	RPL15,RPS27L,RPS16,RPL34,RPL31,RPSA,GSPT1,RPL10,RPS7
Reactome	HSA-8953854	Metabolism of RNA	14	705	1.25	2.19	6.01e-13	9606.ENSP00000257829,9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000309334,9606.ENSP00000314193,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000398131,9606.ENSP00000413436,9606.ENSP00000495273	NAT10,WDR12,NOP58,RPL15,WDR75,RPS27L,RPS16,NOP56,RPL34,RPL31,RPSA,GSPT1,RPL10,RPS7
Reactome	HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	9	110	1.86	3.96	1.18e-12	9606.ENSP00000265753,9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000495273	EIF4H,RPL15,RPS27L,RPS16,RPL34,RPL31,RPSA,RPL10,RPS7
