#category	term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0009888	Tissue development	34	1723	0.68	1.19	1.76e-12	9606.ENSP00000020945,9606.ENSP00000218388,9606.ENSP00000219070,9606.ENSP00000225964,9606.ENSP00000226218,9606.ENSP00000231004,9606.ENSP00000239461,9606.ENSP00000261037,9606.ENSP00000264144,9606.ENSP00000265131,9606.ENSP00000274625,9606.ENSP00000283249,9606.ENSP00000297268,9606.ENSP00000304408,9606.ENSP00000305714,9606.ENSP00000308208,9606.ENSP00000309953,9606.ENSP00000327336,9606.ENSP00000346839,9606.ENSP00000348385,9606.ENSP00000351807,9606.ENSP00000352798,9606.ENSP00000353654,9606.ENSP00000355330,9606.ENSP00000356899,9606.ENSP00000356954,9606.ENSP00000361405,9606.ENSP00000362299,9606.ENSP00000364979,9606.ENSP00000369071,9606.ENSP00000373783,9606.ENSP00000375778,9606.ENSP00000376188,9606.ENSP00000458585	SNAI2,TIMP1,MMP2,COL1A1,VTN,LOX,PRRX1,COL8A1,LAMC2,TNC,FGF18,ITGB6,COL1A2,COL3A1,BMP1,MMP14,EFEMP2,BGN,FN1,COL27A1,ELN,COL18A1,COL4A2,TGM2,DDR2,CCN2,MMP9,ENG,COL4A1,POSTN,LOXL2,LAMB3,CRLF1,MMP12
GO Process	GO:0072359	Circulatory system development	26	901	0.85	1.52	1.98e-12	9606.ENSP00000020945,9606.ENSP00000219070,9606.ENSP00000223095,9606.ENSP00000225964,9606.ENSP00000231004,9606.ENSP00000239461,9606.ENSP00000260356,9606.ENSP00000261037,9606.ENSP00000261921,9606.ENSP00000274625,9606.ENSP00000284984,9606.ENSP00000297268,9606.ENSP00000304408,9606.ENSP00000308208,9606.ENSP00000309953,9606.ENSP00000312506,9606.ENSP00000317232,9606.ENSP00000346839,9606.ENSP00000351807,9606.ENSP00000352798,9606.ENSP00000353654,9606.ENSP00000356954,9606.ENSP00000362299,9606.ENSP00000364979,9606.ENSP00000369677,9606.ENSP00000373783	SNAI2,MMP2,SERPINE1,COL1A1,LOX,PRRX1,THBS1,COL8A1,LOXL1,FGF18,ADAMTS1,COL1A2,COL3A1,MMP14,EFEMP2,CSPG4,FKBP10,FN1,ELN,COL18A1,COL4A2,CCN2,ENG,COL4A1,EMILIN1,LOXL2
GO Process	GO:0001501	Skeletal system development	21	513	1.0	1.83	2.30e-12	9606.ENSP00000020945,9606.ENSP00000218388,9606.ENSP00000219070,9606.ENSP00000225964,9606.ENSP00000238682,9606.ENSP00000239461,9606.ENSP00000274341,9606.ENSP00000274625,9606.ENSP00000283249,9606.ENSP00000297268,9606.ENSP00000304408,9606.ENSP00000305714,9606.ENSP00000308208,9606.ENSP00000327336,9606.ENSP00000348385,9606.ENSP00000355330,9606.ENSP00000356899,9606.ENSP00000356954,9606.ENSP00000361405,9606.ENSP00000362299,9606.ENSP00000381949	SNAI2,TIMP1,MMP2,COL1A1,TGFB3,PRRX1,HAPLN1,FGF18,ITGB6,COL1A2,COL3A1,BMP1,MMP14,BGN,COL27A1,TGM2,DDR2,CCN2,MMP9,ENG,COL13A1
GO Process	GO:0048514	Blood vessel morphogenesis	19	419	1.04	1.87	9.75e-12	9606.ENSP00000219070,9606.ENSP00000223095,9606.ENSP00000231004,9606.ENSP00000239461,9606.ENSP00000260356,9606.ENSP00000261037,9606.ENSP00000274625,9606.ENSP00000304408,9606.ENSP00000308208,9606.ENSP00000309953,9606.ENSP00000312506,9606.ENSP00000317232,9606.ENSP00000346839,9606.ENSP00000352798,9606.ENSP00000353654,9606.ENSP00000356954,9606.ENSP00000362299,9606.ENSP00000364979,9606.ENSP00000373783	MMP2,SERPINE1,LOX,PRRX1,THBS1,COL8A1,FGF18,COL3A1,MMP14,EFEMP2,CSPG4,FKBP10,FN1,COL18A1,COL4A2,CCN2,ENG,COL4A1,LOXL2
GO Process	GO:0032502	Developmental process	57	5657	0.39	0.71	1.07e-11	9606.ENSP00000020945,9606.ENSP00000052754,9606.ENSP00000218388,9606.ENSP00000219070,9606.ENSP00000223095,9606.ENSP00000225964,9606.ENSP00000226218,9606.ENSP00000231004,9606.ENSP00000238682,9606.ENSP00000239461,9606.ENSP00000260356,9606.ENSP00000261037,9606.ENSP00000261921,9606.ENSP00000264144,9606.ENSP00000264828,9606.ENSP00000265131,9606.ENSP00000274341,9606.ENSP00000274625,9606.ENSP00000283249,9606.ENSP00000284984,9606.ENSP00000284987,9606.ENSP00000297268,9606.ENSP00000301178,9606.ENSP00000304408,9606.ENSP00000305714,9606.ENSP00000308208,9606.ENSP00000309953,9606.ENSP00000312506,9606.ENSP00000317232,9606.ENSP00000327336,9606.ENSP00000331544,9606.ENSP00000346839,9606.ENSP00000348385,9606.ENSP00000349790,9606.ENSP00000351807,9606.ENSP00000352798,9606.ENSP00000353654,9606.ENSP00000355330,9606.ENSP00000356899,9606.ENSP00000356954,9606.ENSP00000357980,9606.ENSP00000361405,9606.ENSP00000362299,9606.ENSP00000364685,9606.ENSP00000364979,9606.ENSP00000369071,9606.ENSP00000369677,9606.ENSP00000373783,9606.ENSP00000375682,9606.ENSP00000375778,9606.ENSP00000375914,9606.ENSP00000376188,9606.ENSP00000378058,9606.ENSP00000379866,9606.ENSP00000381949,9606.ENSP00000400010,9606.ENSP00000458585	SNAI2,DCN,TIMP1,MMP2,SERPINE1,COL1A1,VTN,LOX,TGFB3,PRRX1,THBS1,COL8A1,LOXL1,LAMC2,COL5A3,TNC,HAPLN1,FGF18,ITGB6,ADAMTS1,ADAMTS5,COL1A2,AXL,COL3A1,BMP1,MMP14,EFEMP2,CSPG4,FKBP10,BGN,FBLN1,FN1,COL27A1,COL9A1,ELN,COL18A1,COL4A2,TGM2,DDR2,CCN2,HTRA1,MMP9,ENG,MFAP2,COL4A1,POSTN,EMILIN1,LOXL2,KLK8,LAMB3,RHBDD1,CRLF1,EFEMP1,COL4A4,COL13A1,PTPRJ,MMP12
GO Process	GO:0048646	Anatomical structure formation involved in morphogenesis	25	938	0.81	1.38	3.60e-11	9606.ENSP00000020945,9606.ENSP00000219070,9606.ENSP00000223095,9606.ENSP00000225964,9606.ENSP00000226218,9606.ENSP00000260356,9606.ENSP00000261037,9606.ENSP00000274625,9606.ENSP00000283249,9606.ENSP00000284984,9606.ENSP00000284987,9606.ENSP00000304408,9606.ENSP00000308208,9606.ENSP00000312506,9606.ENSP00000346839,9606.ENSP00000352798,9606.ENSP00000353654,9606.ENSP00000355330,9606.ENSP00000356954,9606.ENSP00000357980,9606.ENSP00000361405,9606.ENSP00000362299,9606.ENSP00000364979,9606.ENSP00000373783,9606.ENSP00000375778	SNAI2,MMP2,SERPINE1,COL1A1,VTN,THBS1,COL8A1,FGF18,ITGB6,ADAMTS1,ADAMTS5,COL3A1,MMP14,CSPG4,FN1,COL18A1,COL4A2,TGM2,CCN2,HTRA1,MMP9,ENG,COL4A1,LOXL2,LAMB3
GO Process	GO:0032501	Multicellular organismal process	60	6490	0.35	0.66	3.87e-11	9606.ENSP00000020945,9606.ENSP00000218388,9606.ENSP00000219070,9606.ENSP00000220809,9606.ENSP00000223095,9606.ENSP00000225964,9606.ENSP00000226218,9606.ENSP00000231004,9606.ENSP00000238682,9606.ENSP00000239461,9606.ENSP00000260356,9606.ENSP00000261037,9606.ENSP00000261336,9606.ENSP00000261921,9606.ENSP00000264144,9606.ENSP00000265131,9606.ENSP00000266085,9606.ENSP00000274341,9606.ENSP00000274625,9606.ENSP00000283249,9606.ENSP00000284984,9606.ENSP00000297268,9606.ENSP00000301178,9606.ENSP00000304408,9606.ENSP00000305714,9606.ENSP00000308208,9606.ENSP00000309953,9606.ENSP00000312506,9606.ENSP00000317232,9606.ENSP00000327336,9606.ENSP00000331544,9606.ENSP00000339328,9606.ENSP00000346839,9606.ENSP00000348385,9606.ENSP00000351807,9606.ENSP00000352798,9606.ENSP00000353654,9606.ENSP00000355330,9606.ENSP00000356771,9606.ENSP00000356899,9606.ENSP00000356954,9606.ENSP00000357980,9606.ENSP00000360997,9606.ENSP00000361405,9606.ENSP00000361850,9606.ENSP00000362299,9606.ENSP00000364685,9606.ENSP00000364979,9606.ENSP00000369677,9606.ENSP00000373783,9606.ENSP00000375682,9606.ENSP00000375778,9606.ENSP00000375914,9606.ENSP00000376188,9606.ENSP00000378058,9606.ENSP00000379866,9606.ENSP00000381949,9606.ENSP00000400010,9606.ENSP00000458585,9606.ENSP00000484343	SNAI2,TIMP1,MMP2,PLAT,SERPINE1,COL1A1,VTN,LOX,TGFB3,PRRX1,THBS1,COL8A1,PZP,LOXL1,LAMC2,TNC,TIMP3,HAPLN1,FGF18,ITGB6,ADAMTS1,COL1A2,AXL,COL3A1,BMP1,MMP14,EFEMP2,CSPG4,FKBP10,BGN,FBLN1,PLAUR,FN1,COL27A1,ELN,COL18A1,COL4A2,TGM2,F5,DDR2,CCN2,HTRA1,ADAMTS13,MMP9,PLAU,ENG,MFAP2,COL4A1,EMILIN1,LOXL2,KLK8,LAMB3,RHBDD1,CRLF1,EFEMP1,COL4A4,COL13A1,PTPRJ,MMP12,SERPINB6
GO Process	GO:0042060	Wound healing	17	336	1.09	1.9	4.38e-11	9606.ENSP00000218388,9606.ENSP00000220809,9606.ENSP00000225964,9606.ENSP00000231004,9606.ENSP00000238682,9606.ENSP00000283249,9606.ENSP00000301178,9606.ENSP00000304408,9606.ENSP00000317232,9606.ENSP00000331544,9606.ENSP00000339328,9606.ENSP00000346839,9606.ENSP00000356771,9606.ENSP00000360997,9606.ENSP00000361850,9606.ENSP00000362299,9606.ENSP00000458585	TIMP1,PLAT,COL1A1,LOX,TGFB3,ITGB6,AXL,COL3A1,FKBP10,FBLN1,PLAUR,FN1,F5,ADAMTS13,PLAU,ENG,MMP12
GO Process	GO:0007155	Cell adhesion	25	965	0.8	1.35	5.80e-11	9606.ENSP00000226218,9606.ENSP00000249842,9606.ENSP00000260356,9606.ENSP00000261037,9606.ENSP00000264144,9606.ENSP00000264828,9606.ENSP00000265131,9606.ENSP00000274341,9606.ENSP00000283249,9606.ENSP00000301178,9606.ENSP00000304408,9606.ENSP00000345008,9606.ENSP00000346839,9606.ENSP00000352798,9606.ENSP00000356791,9606.ENSP00000356899,9606.ENSP00000356954,9606.ENSP00000360997,9606.ENSP00000362299,9606.ENSP00000369071,9606.ENSP00000369677,9606.ENSP00000373783,9606.ENSP00000375778,9606.ENSP00000378957,9606.ENSP00000381949	VTN,ISLR,THBS1,COL8A1,LAMC2,COL5A3,TNC,HAPLN1,ITGB6,AXL,COL3A1,FBLN5,FN1,COL18A1,DPT,DDR2,CCN2,ADAMTS13,ENG,POSTN,EMILIN1,LOXL2,LAMB3,MFAP4,COL13A1
GO Process	GO:0035295	Tube development	24	880	0.82	1.39	6.70e-11	9606.ENSP00000219070,9606.ENSP00000223095,9606.ENSP00000231004,9606.ENSP00000238682,9606.ENSP00000239461,9606.ENSP00000260356,9606.ENSP00000261037,9606.ENSP00000274625,9606.ENSP00000283249,9606.ENSP00000304408,9606.ENSP00000308208,9606.ENSP00000309953,9606.ENSP00000312506,9606.ENSP00000317232,9606.ENSP00000346839,9606.ENSP00000352798,9606.ENSP00000353654,9606.ENSP00000355330,9606.ENSP00000356954,9606.ENSP00000362299,9606.ENSP00000364979,9606.ENSP00000373783,9606.ENSP00000376188,9606.ENSP00000458585	MMP2,SERPINE1,LOX,TGFB3,PRRX1,THBS1,COL8A1,FGF18,ITGB6,COL3A1,MMP14,EFEMP2,CSPG4,FKBP10,FN1,COL18A1,COL4A2,TGM2,CCN2,ENG,COL4A1,LOXL2,CRLF1,MMP12
GO Process	GO:0085029	Extracellular matrix assembly	9	35	1.8	2.8	8.45e-11	9606.ENSP00000231004,9606.ENSP00000297268,9606.ENSP00000304408,9606.ENSP00000309953,9606.ENSP00000317232,9606.ENSP00000345008,9606.ENSP00000369677,9606.ENSP00000375778,9606.ENSP00000378957	LOX,COL1A2,COL3A1,EFEMP2,FKBP10,FBLN5,EMILIN1,LAMB3,MFAP4
GO Process	GO:0097435	Supramolecular fiber organization	20	570	0.93	1.57	1.22e-10	9606.ENSP00000225964,9606.ENSP00000231004,9606.ENSP00000252599,9606.ENSP00000260702,9606.ENSP00000261921,9606.ENSP00000263556,9606.ENSP00000264828,9606.ENSP00000297268,9606.ENSP00000304408,9606.ENSP00000305714,9606.ENSP00000309953,9606.ENSP00000317232,9606.ENSP00000345008,9606.ENSP00000351807,9606.ENSP00000356791,9606.ENSP00000356899,9606.ENSP00000369677,9606.ENSP00000373783,9606.ENSP00000378957,9606.ENSP00000381949	COL1A1,LOX,COLGALT1,LOXL4,LOXL1,P4HA1,COL5A3,COL1A2,COL3A1,BMP1,EFEMP2,FKBP10,FBLN5,ELN,DPT,DDR2,EMILIN1,LOXL2,MFAP4,COL13A1
GO Process	GO:0032963	Collagen metabolic process	10	61	1.6	2.55	1.70e-10	9606.ENSP00000219070,9606.ENSP00000223061,9606.ENSP00000225964,9606.ENSP00000279441,9606.ENSP00000297268,9606.ENSP00000299855,9606.ENSP00000308208,9606.ENSP00000361405,9606.ENSP00000458585,9606.ENSP00000478600	MMP2,PCOLCE,COL1A1,MMP10,COL1A2,MMP3,MMP14,MMP9,MMP12,P3H3
