gene	Bao_31411002	Deng_37674532	Hu_37081490	Lingappen_25003466	Feng_37553691	Gharib_16387799	Li_31106457	Lv_2621618	Wang_37149072	Yie_31373289ip	Yie_31373289it	Jia_34917127	Lee_15885264	Leikauf_21297076	Leikauf_22447970	Leikauf_23590305	Altemeir_16116230	maic_score	contributors
ENSG00000131979	0.0	0.0	1.9143948531816164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0684633781599917	3.9828582313416083	Ï»¿LPS: Altemeir_16116230, CLP: Hu_37081490
ENSG00000146648	0.0	0.0	1.9143948531816164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0684633781599917	3.9828582313416083	Ï»¿LPS: Altemeir_16116230, CLP: Hu_37081490
ENSG00000115107	0.0	0.0	1.9143948531816164	0.0	0.0	0.0	0.0	0.0	2.0625555648484877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9769504180301043	CLP: Hu_37081490, LPS: Wang_37149072
ENSG00000171051	0.0	0.0	0.0	0.0	2.259123805336508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6911065385016357	0.0	0.0	0.0	0.0	3.9502303438381436	LPS: Feng_37553691, TOXICINHALENT: Lee_15885264
ENSG00000081181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8736325539110952	0.0	0.0	0.0	2.0684633781599917	3.942095932071087	Ï»¿LPS: Altemeir_16116230, TOXICINHALENT: Lee_15885264
ENSG00000100644	0.0	0.0	1.9143948531816164	0.0	0.0	0.0	0.0	0.0	2.007462101147641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9218569543292574	CLP: Hu_37081490, LPS: Wang_37149072
ENSG00000004799	0.0	0.0	0.0	2.014295806402833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8990418900255692	0.0	0.0	0.0	0.0	3.9133376964284023	TOXICINHALENT: Lee_15885264, HYPEROXIA: Lingappen_25003466
ENSG00000163220	0.0	0.0	0.0	0.0	1.8429007001217967	0.0	0.0	0.0	0.0	0.0	1.5552020254433558	0.0	0.0	0.0	0.0	0.0	2.0684633781599917	3.9113640782817884	Ï»¿LPS: Altemeir_16116230, LPS: Feng_37553691
ENSG00000011422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8362712449074554	0.0	0.0	0.0	2.0684633781599917	3.904734623067447	Ï»¿LPS: Altemeir_16116230, TOXICINHALENT: Lee_15885264
ENSG00000227507	0.0	0.0	0.0	0.0	2.2406081081922444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6618477817811044	0.0	0.0	0.0	0.0	3.902455889973349	LPS: Feng_37553691, TOXICINHALENT: Lee_15885264
ENSG00000006652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8165206922462207	0.0	0.0	0.0	2.0684633781599917	3.8849840704062126	Ï»¿LPS: Altemeir_16116230, TOXICINHALENT: Lee_15885264
ENSG00000205362	0.0	0.0	1.9143948531816164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.957662876490939	0.0	0.0	0.0	0.0	3.872057729672555	CLP: Hu_37081490, TOXICINHALENT: Lee_15885264
ENSG00000169245	0.0	1.6827516043384627	0.0	0.0	2.171787506508187	0.0	0.0	1.4850753825854726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.85453911084665	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000100292	0.0	0.0	1.9143948531816164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9368797292283606	0.0	0.0	0.0	0.0	3.851274582409977	CLP: Hu_37081490, TOXICINHALENT: Lee_15885264
ENSG00000198431	0.0	0.0	1.9143948531816164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9269688466458912	0.0	0.0	0.0	0.0	3.8413636998275074	CLP: Hu_37081490, TOXICINHALENT: Lee_15885264
ENSG00000162654	0.0	1.6327807557601277	0.0	0.0	2.188236885073006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8210176408331336	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000118503	0.0	0.0	1.9143948531816164	0.0	0.0	0.0	0.0	0.0	1.8916878540838367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8060827072654533	CLP: Hu_37081490, LPS: Wang_37149072
ENSG00000117394	0.0	0.0	1.9143948531816164	0.0	0.0	0.0	0.0	0.0	1.871823656815819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7862185099974353	CLP: Hu_37081490, LPS: Wang_37149072
ENSG00000134321	0.0	1.6444852274248805	0.0	0.0	2.125260817730385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.769746045155266	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000133794	0.0	0.0	1.9143948531816164	0.0	0.0	0.0	0.0	0.0	1.852933041613967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7673278947955833	CLP: Hu_37081490, LPS: Wang_37149072
ENSG00000118526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6737463840875382	0.0	0.0	0.0	2.0684633781599917	3.74220976224753	Ï»¿LPS: Altemeir_16116230, TOXICINHALENT: Lee_15885264
ENSG00000168209	0.0	0.0	1.9143948531816164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8261627686139479	0.0	0.0	0.0	0.0	3.7405576217955643	CLP: Hu_37081490, TOXICINHALENT: Lee_15885264
ENSG00000171236	0.0	0.0	0.0	0.0	1.8365176964805832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8696261870247706	0.0	0.0	0.0	0.0	3.7061438835053537	LPS: Feng_37553691, TOXICINHALENT: Lee_15885264
ENSG00000237693	0.0	1.625088646463997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0684633781599917	3.6935520246239886	Ï»¿LPS: Altemeir_16116230, CLP: Deng_37674532
ENSG00000115415	0.0	1.6204222964907888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0684633781599917	3.6888856746507805	Ï»¿LPS: Altemeir_16116230, CLP: Deng_37674532
ENSG00000136167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9533273610118544	1.3116314515646583	1.7273587364289011	1.6746440334218324	0.0	0.0	0.0	0.0	3.6806860974407556	TOXICINHALENT: Jia_34917127, LPS: Yie_31373289ip
ENSG00000109971	0.0	1.612079799985576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0684633781599917	3.6805431781455678	Ï»¿LPS: Altemeir_16116230, CLP: Deng_37674532
ENSG00000173193	0.0	1.6140492394069346	0.0	0.0	2.056329966011508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6703792054184428	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000196136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4850753825854726	0.0	1.8259858604307182	1.3744774019961512	1.739598185645159	1.8432804367951447	0.0	0.0	0.0	0.0	3.669266297225863	TOXICINHALENT: Lee_15885264, LPS: Yie_31373289ip
ENSG00000204010	0.0	1.5910464886030318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0684633781599917	3.6595098667630235	Ï»¿LPS: Altemeir_16116230, CLP: Deng_37674532
ENSG00000086061	0.0	1.5637680613969054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0684633781599917	3.632231439556897	Ï»¿LPS: Altemeir_16116230, CLP: Deng_37674532
ENSG00000115590	0.0	1.561997868382336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0684633781599917	3.6304612465423274	Ï»¿LPS: Altemeir_16116230, CLP: Deng_37674532
ENSG00000165102	0.0	1.5669587808769936	0.0	0.0	2.019608415063673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.586567195940667	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000185201	0.0	1.6657007035972775	0.0	0.0	1.9013698300134694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.567070533610747	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000123104	0.0	1.5644007189238955	0.0	0.0	1.9968767376906027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5612774566144982	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000167996	0.0	0.0	1.9143948531816164	0.0	0.0	0.0	0.0	0.0	1.6423842323321245	1.32928025105776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5567790855137407	CLP: Hu_37081490, LPS: Wang_37149072
ENSG00000185885	0.0	1.6618240740596184	0.0	0.0	1.8932824815955565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5551065556551746	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000134184	0.0	1.5744778240528619	0.0	0.0	1.975450979183686	0.0	0.0	0.0	0.0	0.0	1.2792655783891071	0.0	0.0	0.0	0.0	0.0	0.0	3.549928803236548	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000142089	0.0	1.6580905861801538	0.0	0.0	1.8854308752157902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.543521461395944	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000135679	0.0	1.5618180841409512	0.0	0.0	1.909699998559877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.471518082700828	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000291309	0.0	1.6782453828440929	0.0	0.0	1.7644269450939707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4426723279380633	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000123689	0.0	1.5614158661007413	0.0	0.0	1.8704076018097961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4318234679105375	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000163515	0.0	1.5620984278266297	0.0	0.0	1.8632227863360284	0.0	0.0	0.0	0.0	1.369262433328801	1.560978504519316	0.0	0.0	0.0	0.0	0.0	0.0	3.425321214162658	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000211592	0.0	0.0	0.0	0.0	1.7451087976150488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6764822964451527	0.0	0.0	0.0	0.0	3.4215910940602017	LPS: Feng_37553691, TOXICINHALENT: Lee_15885264
ENSG00000105369	0.0	0.0	0.0	0.0	1.7487472797233088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6662730139730604	0.0	0.0	0.0	0.0	3.415020293696369	LPS: Feng_37553691, TOXICINHALENT: Lee_15885264
ENSG00000197958	0.0	1.567198300490657	0.0	0.0	1.8184635165017942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3856618169924513	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000108342	0.0	0.0	0.0	0.0	1.6930032701583664	0.0	0.0	1.4850753825854726	0.0	0.0	0.0	1.6918012052287226	0.0	0.0	0.0	0.0	0.0	3.3848044753870887	LPS: Feng_37553691, TOXICINHALENT: Jia_34917127
ENSG00000184557	0.0	1.5635464932957233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8014290120318954	0.0	0.0	0.0	0.0	3.3649755053276187	CLP: Deng_37674532, TOXICINHALENT: Lee_15885264
ENSG00000198074	0.0	0.0	0.0	2.0268153237747315	0.0	0.0	0.0	0.0	0.0	0.0	1.2765222516466055	0.0	0.0	0.0	0.0	0.0	0.0	3.303337575421337	HYPEROXIA: Lingappen_25003466, LPS: Yie_31373289it
ENSG00000128272	0.0	1.5648415415566337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7093375224498153	0.0	0.0	0.0	0.0	3.274179064006449	CLP: Deng_37674532, TOXICINHALENT: Lee_15885264
ENSG00000137801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.414734214273862	0.0	1.7929281382374618	0.0	0.0	0.0	0.0	3.2076623525113237	TOXICINHALENT: Lee_15885264, LPS: Yie_31373289it
ENSG00000106211	0.0	0.0	1.9143948531816164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2771780222236944	0.0	0.0	0.0	0.0	0.0	0.0	3.1915728754053108	CLP: Hu_37081490, LPS: Yie_31373289it
ENSG00000156273	0.0	0.0	1.9143948531816164	0.0	0.0	0.0	1.261025504352947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1754203575345636	CLP: Hu_37081490, LPS: Li_31106457
ENSG00000187837	0.0	1.5615943786051911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.549548949856852	0.0	0.0	0.0	0.0	0.0	0.0	3.111143328462043	CLP: Deng_37674532, LPS: Yie_31373289it
ENSG00000163563	0.0	1.608356395713869	0.0	0.0	0.0	0.0	0.0	1.4850753825854726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0934317782993412	CLP: Deng_37674532, LPS: Lv_2621618
ENSG00000172123	0.0	1.5878087854395604	0.0	0.0	0.0	0.0	0.0	1.4850753825854726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.072884168025033	CLP: Deng_37674532, LPS: Lv_2621618
ENSG00000109861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3924656313252586	1.2833755743895001	0.0	1.680337137337653	0.0	0.0	0.0	0.0	3.0728027686629114	TOXICINHALENT: Lee_15885264, LPS: Yie_31373289ip
ENSG00000205045	0.0	1.586808251088889	0.0	0.0	0.0	0.0	0.0	1.4850753825854726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0718836336743616	CLP: Deng_37674532, LPS: Lv_2621618
ENSG00000232810	0.0	1.5800254814835881	0.0	0.0	0.0	0.0	0.0	1.4850753825854726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.065100864069061	CLP: Deng_37674532, LPS: Lv_2621618
ENSG00000111331	0.0	1.5773270433984923	0.0	0.0	0.0	0.0	0.0	1.4850753825854726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.062402425983965	CLP: Deng_37674532, LPS: Lv_2621618
ENSG00000160255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3421536172113175	0.0	1.718468122330362	0.0	0.0	0.0	0.0	3.0606217395416797	TOXICINHALENT: Lee_15885264, LPS: Yie_31373289it
ENSG00000175130	0.0	1.5629735710830945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4947883473769925	0.0	0.0	0.0	0.0	0.0	0.0	3.057761918460087	CLP: Deng_37674532, LPS: Yie_31373289it
ENSG00000146070	0.0	1.598728692141372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4586940906609225	0.0	0.0	0.0	0.0	0.0	0.0	3.0574227828022944	CLP: Deng_37674532, LPS: Yie_31373289it
ENSG00000169397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2780099856365816	1.7745016514728926	1.6678434653064984	0.0	0.0	0.0	0.0	3.0525116371094745	TOXICINHALENT: Jia_34917127, LPS: Yie_31373289it
ENSG00000102794	0.0	1.5665059463111268	0.0	0.0	0.0	0.0	0.0	1.4850753825854726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0515813288965994	CLP: Deng_37674532, LPS: Lv_2621618
ENSG00000188820	0.0	1.5634418061671764	0.0	0.0	0.0	0.0	0.0	1.4850753825854726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.048517188752649	CLP: Deng_37674532, LPS: Lv_2621618
ENSG00000196549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2926838775734781	1.2839217624631487	0.0	1.7474867188586363	0.0	0.0	0.0	0.0	3.040170596432114	TOXICINHALENT: Lee_15885264, LPS: Yie_31373289ip
ENSG00000169385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.277954012218002	1.754777365047014	1.6670520577676817	0.0	0.0	0.0	0.0	3.0327313772650157	TOXICINHALENT: Jia_34917127, LPS: Yie_31373289it
ENSG00000120885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3609640955147635	0.0	1.6711367043171568	0.0	0.0	0.0	0.0	3.0321007998319205	TOXICINHALENT: Lee_15885264, LPS: Yie_31373289it
