gene	Chen28689251	Chen28689251	Nichols_24571919	Al_mudares_37368978	Al_mudares_37368978	Bao_27137150	Bao_27137150	Bhaskaran_22911455	Bhattacharya_25150062	Chao27770432	Cheng_31961470	Coarfa_28818871	Coarfa_28818871	Coarfa_28818871	Coarfa_28818871	Coarfa_28818871	Coarfa_28818871	Coarfa_28818871	Coarfa_28818871	Denervaud_26353077	Denervaud_26353077	Dong_36157523	Natarajan_28851267	Natarajan_28851267	Rao_37310763	Revhaug_3145811	Revhaug_3145811	Shrestha_33446917	Shrestha_33446917	maic_score	contributors
ENSG00000140835	1.188483783322551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0607924640267654	0.0	0.0	1.0398336042758882	0.0	0.0	0.0	0.0	2.249276247349316	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Dong_36157523
ENSG00000110841	1.188483783322551	1.1790963314603549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0607924640267654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.249276247349316	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Dong_36157523
ENSG00000144366	0.0	1.1790963314603549	0.0	0.0	1.070172979933443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.249269311393798	TRANSCRIPTOMIC: Al_mudares_37368978, GENOMIC: Chen28689251
ENSG00000163637	1.188483783322551	1.1790963314603549	0.0	0.0	0.0	0.0	0.0	0.0	1.0532636371048167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2417474204273677	TRANSCRIPTOMIC: Bhattacharya_25150062, GENOMIC: Chen28689251
ENSG00000164116	1.188483783322551	0.0	0.0	1.0336688082018368	0.0	0.0	0.0	0.0	1.0532635671048167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2417473504273677	TRANSCRIPTOMIC: Bhattacharya_25150062, GENOMIC: Chen28689251
ENSG00000159307	1.188483783322551	0.0	0.0	1.033668968201837	0.0	0.0	0.0	0.0	1.0532621571048169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.241745940427368	TRANSCRIPTOMIC: Bhattacharya_25150062, GENOMIC: Chen28689251
ENSG00000154556	1.188483783322551	1.1790963314603549	0.0	0.0	0.0	0.0	0.0	0.0	1.0532621471048167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.241745930427368	TRANSCRIPTOMIC: Bhattacharya_25150062, GENOMIC: Chen28689251
ENSG00000158169	1.188483783322551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0532620571048168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2417458404273676	TRANSCRIPTOMIC: Bhattacharya_25150062, GENOMIC: Chen28689251
ENSG00000173698	1.188483783322551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0532615871048168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2417453704273678	TRANSCRIPTOMIC: Bhattacharya_25150062, GENOMIC: Chen28689251
ENSG00000115266	1.188483783322551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0532615071048168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.241745290427368	TRANSCRIPTOMIC: Bhattacharya_25150062, GENOMIC: Chen28689251
ENSG00000127125	0.0	1.1790963314603549	0.0	0.0	1.0619983522567056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.24109468371706	TRANSCRIPTOMIC: Al_mudares_37368978, GENOMIC: Chen28689251
ENSG00000198121	0.0	1.1790963314603549	0.0	0.0	1.061072238331828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.240168569792183	TRANSCRIPTOMIC: Al_mudares_37368978, GENOMIC: Chen28689251
ENSG00000137573	0.0	1.1790963314603549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0607924640267654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2398887954871203	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Dong_36157523
ENSG00000135678	0.0	1.1790963314603549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0607924640267654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2398887954871203	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Dong_36157523
ENSG00000002726	1.188483783322551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0476928266550585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2361766099776093	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Denervaud_26353077
ENSG00000102683	0.0	1.1790963314603549	0.0	0.0	0.0	0.0	0.0	0.0	1.0532627371048169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.232359068565172	TRANSCRIPTOMIC: Bhattacharya_25150062, GENOMIC: Chen28689251
ENSG00000129244	0.0	1.1790963314603549	0.0	0.0	0.0	0.0	0.0	0.0	1.0532620271048168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.232358358565172	TRANSCRIPTOMIC: Bhattacharya_25150062, GENOMIC: Chen28689251
ENSG00000136859	0.0	1.1790963314603549	0.0	0.0	0.0	0.0	0.0	0.0	1.0532615971048167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398394742758883	0.0	0.0	0.0	0.0	2.232357928565172	TRANSCRIPTOMIC: Bhattacharya_25150062, GENOMIC: Chen28689251
ENSG00000118596	0.0	1.1790963314603549	0.0	0.0	0.0	0.0	0.0	0.0	1.053261127104817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.232357458565172	TRANSCRIPTOMIC: Bhattacharya_25150062, GENOMIC: Chen28689251
ENSG00000165061	1.188483783322551	0.0	0.0	0.0	0.0	0.0	1.0437758674420416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2322596507645924	TRANSCRIPTOMIC: Bao_27137150, GENOMIC: Chen28689251
ENSG00000133019	1.188483783322551	1.1790963314603549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398404642758883	0.0	0.0	0.0	0.0	2.2283242475984393	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Rao_37310763
ENSG00000162999	1.188483783322551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398403042758884	0.0	0.0	0.0	0.0	2.2283240875984394	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Rao_37310763
ENSG00000178234	1.188483783322551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398396142758883	0.0	0.0	0.0	0.0	2.228323397598439	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Rao_37310763
ENSG00000091039	1.188483783322551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398389942758883	0.0	0.0	0.0	0.0	2.2283227775984393	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Rao_37310763
ENSG00000077264	1.188483783322551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398386942758884	0.0	0.0	0.0	0.0	2.2283224775984394	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Rao_37310763
ENSG00000185652	1.188483783322551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398383542758882	0.0	0.0	0.0	0.0	2.2283221375984392	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Rao_37310763
ENSG00000126746	1.188483783322551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398374742758882	0.0	0.0	0.0	0.0	2.2283212575984392	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Rao_37310763
ENSG00000173599	1.188483783322551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398372842758883	0.0	0.0	0.0	0.0	2.228321067598439	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Rao_37310763
ENSG00000164484	1.188483783322551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398369942758883	0.0	0.0	0.0	0.0	2.228320777598439	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Rao_37310763
ENSG00000153993	1.188483783322551	1.1790963314603549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398369242758883	0.0	0.0	0.0	0.0	2.2283207075984395	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Rao_37310763
ENSG00000125740	1.188483783322551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398368742758883	0.0	0.0	0.0	0.0	2.2283206575984393	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Rao_37310763
ENSG00000164197	1.188483783322551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398355142758884	0.0	0.0	0.0	0.0	2.228319297598439	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Rao_37310763
ENSG00000140600	1.188483783322551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398340242758883	0.0	0.0	0.0	0.0	2.2283178075984393	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Rao_37310763
ENSG00000148700	1.188483783322551	1.1790963314603549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398338242758882	0.0	0.0	0.0	0.0	2.228317607598439	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Rao_37310763
ENSG00000171617	1.188483783322551	1.1790963314603549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398326042758883	0.0	0.0	0.0	0.0	2.228316387598439	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Rao_37310763
ENSG00000064012	1.188483783322551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398306742758883	0.0	0.0	0.0	0.0	2.2283144575984393	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Rao_37310763
ENSG00000163872	1.188483783322551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398304342758882	0.0	0.0	0.0	0.0	2.228314217598439	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Rao_37310763
ENSG00000068308	1.188483783322551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398303742758883	0.0	0.0	0.0	0.0	2.2283141575984393	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Rao_37310763
ENSG00000181458	1.188483783322551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398303042758883	0.0	0.0	0.0	0.0	2.2283140875984393	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Rao_37310763
ENSG00000176641	1.188483783322551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398301042758882	0.0	0.0	0.0	0.0	2.228313887598439	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Rao_37310763
ENSG00000139144	1.188483783322551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398294542758884	0.0	0.0	0.0	0.0	2.2283132375984396	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Rao_37310763
ENSG00000197872	1.188483783322551	1.1790963314603549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398290642758883	0.0	0.0	0.0	0.0	2.2283128475984393	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Rao_37310763
ENSG00000054598	1.188483783322551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398284542758882	0.0	0.0	0.0	0.0	2.2283122375984394	GENOMIC: Chen28689251, TRANSCRIPTOMIC: Rao_37310763
