Mouse Gene,Human Ortholog Gene Symbol,Type,Identity (%),Positivity (%)
Actr2,ENSG00000138071,ortholog_one2one,100,100
Flna,ENSG00000196924,ortholog_one2one,97.3177,98.4511
Bin2,ENSG00000110934,ortholog_one2one,64.0708,70.9734
Mmp8,ENSG00000118113,ortholog_one2one,73.4475,83.2976
Hnrnpa2b1,ENSG00000122566,ortholog_one2one,99.1202,99.7067
Ptpn6,ENSG00000111679,ortholog_one2one,93.6134,97.3109
Il1rn,ENSG00000136689,ortholog_one2one,76.2712,89.2655
Serpinb1a,ENSG00000021355,ortholog_one2many,80.4749,91.2929
Lbp,ENSG00000129988,ortholog_one2one,67.5676,80.8732
Arpc4,ENSG00000241553,ortholog_one2one,100,100
Pcolce,ENSG00000106333,ortholog_one2one,83.5189,88.8641
Fgg,ENSG00000171557,ortholog_one2one,80.7947,90.287
Fgb,ENSG00000171564,ortholog_one2one,82.2811,90.6314
Gpi1,ENSG00000007541,ortholog_one2one,82.6162,89.1566
Cap1,ENSG00000052344,ortholog_one2one,76.3848,83.3819
Serpina3n,ENSG00000196136,ortholog_one2many,60.9929,76.3593
Ybx1,ENSG00000065978,ortholog_one2one,98.4568,98.7654
Arpc2,ENSG00000163466,ortholog_one2one,99.3333,99.6667
Pygl,ENSG00000100504,ortholog_one2one,94.8052,97.8749
Lcn2,ENSG00000148346,ortholog_one2one,57.5758,73.7374
Apoa4,ENSG00000110244,ortholog_one2one,59.596,77.7778
Itih1,ENSG00000055957,ortholog_one2one,81.9978,90.5598
G6pdx,ENSG00000160211,ortholog_one2many,93.7864,97.0874
Clu,ENSG00000120885,ortholog_one2one,76.392,87.5278
Serping1,ENSG00000149131,ortholog_one2one,67.8,79
Rhog,ENSG00000177105,ortholog_one2one,100,100
Actr3,ENSG00000115091,ortholog_one2one,99.7608,100
Igkv1-117,not found,,,
Eno1,ENSG00000074800,ortholog_one2many,94.7005,98.8479
Tkt,ENSG00000163931,ortholog_one2one,94.703,97.9133
Macroh2a1,ENSG00000113648,ortholog_one2one,98.3871,99.4624
Serpina3m,ENSG00000196136,ortholog_one2many,60.2837,74.2317
Apobr,ENSG00000184730,ortholog_one2one,40.8386,49.134
Ighm,ENSG00000211899,ortholog_one2one,65.6118,77.6371
Arpc1b,ENSG00000130429,ortholog_one2one,97.3118,98.1183
Tgfbi,ENSG00000120708,ortholog_one2one,90.6296,95.4612
Capn1,ENSG00000014216,ortholog_one2one,89.0756,94.958
Itih2,ENSG00000151655,ortholog_one2one,83.9324,91.7548
Capza1,not found,,,
Tln1,ENSG00000137076,ortholog_one2one,98.7407,99.6458
Itgb2,ENSG00000160255,ortholog_one2many,80.6242,88.6866
Mug1,ENSG00000126838,ortholog_many2many,56.8826,72.1997
Mug1,ENSG00000160111,ortholog_many2many,20.9549,34.4828
Actn1,ENSG00000072110,ortholog_one2one,96.7177,96.9365
Ahcy,ENSG00000101444,ortholog_one2many,96.9907,98.6111
C4b,ENSG00000224389,ortholog_many2many,76.3188,86.4106
C4b,ENSG00000244731,ortholog_many2many,76.3761,86.5252
Pgd,ENSG00000092621,ortholog_one2one,94.3715,96.8105
C8b,ENSG00000021852,ortholog_one2one,75.1269,84.0948
Cfb,ENSG00000243649,ortholog_one2one,80.7592,88.6126
Aldoa,ENSG00000149925,ortholog_one2many,94.4976,97.3684
Anxa1,ENSG00000135046,ortholog_one2one,87.5723,93.3526
Tuba4a,ENSG00000127824,ortholog_one2one,99.7768,99.7768
Vcl,ENSG00000035403,ortholog_one2one,93.3862,93.9153
B2m,ENSG00000166710,ortholog_one2one,66.3866,80.6723
Pon1,ENSG00000005421,ortholog_one2one,82.2535,92.3944
Lum,ENSG00000139329,ortholog_one2one,86.6864,96.1538
Cxcl15,not found,,,
Xdh,ENSG00000158125,ortholog_one2one,89.2723,95.1988
Fn1,ENSG00000115414,ortholog_one2one,92.0065,96.3262
H3c11,ENSG00000274750,ortholog_one2many,100,100
Myh9,ENSG00000100345,ortholog_one2one,97.0918,98.5204
Wdr1,ENSG00000071127,ortholog_one2one,95.0495,98.5149
Sub1,ENSG00000113387,ortholog_one2one,93.7008,96.063
F13a1,ENSG00000124491,ortholog_one2one,86.8852,95.082
Arhgap45,ENSG00000180448,ortholog_one2one,80.1056,86.4437
Actb,ENSG00000075624,ortholog_one2one,100,100
Adpgk,ENSG00000159322,ortholog_one2one,91.3481,95.9759
Apcs,ENSG00000132703,ortholog_one2one,68.6099,81.1659
Gda,ENSG00000119125,ortholog_one2one,90.7489,95.815
S100a6,ENSG00000197956,ortholog_one2one,95.5556,97.7778
Saa4,ENSG00000148965,ortholog_one2one,57.6923,77.6923
Pglyrp1,ENSG00000008438,ortholog_one2one,64.7959,75.5102
Srsf1,ENSG00000136450,ortholog_one2one,99.1936,99.1936
Gsr,ENSG00000104687,ortholog_one2one,83.1418,89.4636
Capzb,ENSG00000077549,ortholog_one2one,99.6324,99.6324
C3,ENSG00000125730,ortholog_one2one,77.0295,87.9134
Fga,not found,,,
Iglv1,not found,,,
H1f5,ENSG00000184357,ortholog_one2one,90.708,92.4779
Taldo1,ENSG00000177156,ortholog_one2one,94.362,97.0326
Lcp1,ENSG00000136167,ortholog_one2one,96.9697,99.2026
Ddx39b,ENSG00000198563,ortholog_one2one,99.5327,99.5327
H2afx,ENSG00000188486,ortholog_one2one,97.2028,99.3007
Ppp2r1a,ENSG00000105568,ortholog_one2one,99.8302,100
Mbl2,ENSG00000165471,ortholog_one2one,58.871,73.7903
Itih3,ENSG00000162267,ortholog_one2one,84.9438,92.809
Snrpd1,ENSG00000167088,ortholog_one2one,100,100
Clec3b,ENSG00000163815,ortholog_one2one,79.2079,86.6337
Cpn2,ENSG00000178772,ortholog_one2one,67.5229,79.8165
Car2,ENSG00000104267,ortholog_one2one,80,88.0769
Hnrnpa3,ENSG00000170144,ortholog_one2one,100,100
Psme1,ENSG00000092010,ortholog_one2one,94.7791,98.3936
Vcp,ENSG00000165280,ortholog_one2one,100,100
Prdx5,ENSG00000126432,ortholog_one2one,57.4766,63.0841
Prtn3,ENSG00000196415,ortholog_one2one,63.6719,76.9531
Sri,ENSG00000075142,ortholog_one2one,95.9596,98.4848
Snrpd3,ENSG00000100028,ortholog_one2one,100,100
Ncf4,ENSG00000100365,ortholog_one2one,86.4307,93.2153
Arpc5,ENSG00000162704,ortholog_one2one,99.3377,100
Igkv6-17,ENSG00000211598,ortholog_one2many,64.4628,76.8595
Gpld1,ENSG00000112293,ortholog_one2one,79.1667,87.9762
Itgam,ENSG00000169896,ortholog_one2one,73.4375,85.7639
Matr3,ENSG00000015479,ortholog_one2one,98.3471,99.1736
Vasp,ENSG00000125753,ortholog_one2one,87.3684,90.2632
Samhd1,ENSG00000101347,ortholog_one2one,72.6837,82.9073
Psap,ENSG00000197746,ortholog_one2one,66.9847,81.6794
Tnfrsf1b,ENSG00000028137,ortholog_one2one,62.039,72.2343
Bpgm,ENSG00000172331,ortholog_one2one,92.278,98.4556
Kng1,ENSG00000113889,ortholog_one2many,59.472,70.8075
Tmpo,ENSG00000120802,ortholog_one2one,51.1013,65.1982
Mmp9,ENSG00000100985,ortholog_one2one,74.116,85.0071
Apod,ENSG00000189058,ortholog_one2one,71.9577,81.4815
Lcat,ENSG00000213398,ortholog_one2one,85.4545,90.4545
Pnp,ENSG00000198805,ortholog_one2many,84.4291,91.0035
Tubb5,ENSG00000196230,ortholog_one2one,100,100
Top1,ENSG00000198900,ortholog_one2one,97.2549,98.9542
Rplp2,ENSG00000177600,ortholog_one2many,99.1304,100
Ppp6c,ENSG00000119414,ortholog_one2one,99.6721,99.6721
Snrpf,ENSG00000139343,ortholog_one2one,100,100
S100a11,ENSG00000163191,ortholog_one2one,80.9524,84.7619
Ostf1,ENSG00000134996,ortholog_one2one,95.7944,97.1963
Rbmx,not found,,,
Ncl,ENSG00000115053,ortholog_one2one,81.6901,88.5916
Gc,ENSG00000145321,ortholog_one2one,77.8481,89.4515
Cd5l,ENSG00000073754,ortholog_one2one,68.8761,79.5389
Apoe,ENSG00000130203,ortholog_one2one,70.6625,82.6498
Serpina10,ENSG00000140093,ortholog_one2one,71.3964,82.6577
Fus,ENSG00000089280,ortholog_one2one,95.057,95.2471
Retnla,ENSG00000163515,ortholog_one2many,50.4505,72.0721
Fcer2a,ENSG00000104921,ortholog_one2one,54.8287,72.8972
H2-D1,not found,,,
Parvg,ENSG00000138964,ortholog_one2one,79.4562,89.1239
Cbx3,not found,,,
Nampt,ENSG00000105835,ortholog_one2one,95.723,98.3707
C1qa,ENSG00000173372,ortholog_one2one,71.0204,82.449
Dars1,ENSG00000115866,ortholog_one2one,96.008,98.8024
Ap1b1,ENSG00000100280,ortholog_one2one,96.2065,97.0495
Eef1d,ENSG00000104529,ortholog_one2one,85.4714,89.6445
Atg3,ENSG00000144848,ortholog_one2one,97.4522,99.3631
Pfn1,ENSG00000108518,ortholog_one2one,95.7143,98.5714
Prdx2,ENSG00000167815,ortholog_one2one,93.4343,96.9697
H1f3,ENSG00000124575,ortholog_one2one,86.4253,89.5928
Jchain,ENSG00000132465,ortholog_one2one,75.4717,85.5346
Raly,ENSG00000125970,ortholog_one2one,86.9281,90.1961
Mapre1,ENSG00000101367,ortholog_one2one,97.0149,98.8806
Iglc2,ENSG00000211685,ortholog_many2many,61.3208,84.9057
Iglc2,ENSG00000128322,ortholog_many2many,30.9859,41.3146
Iglc2,ENSG00000254709,ortholog_many2many,31.7757,41.5888
Iglc2,ENSG00000211677,ortholog_many2many,61.3208,82.0755
Iglc2,ENSG00000211679,ortholog_many2many,61.3208,82.0755
Iglc2,ENSG00000211675,ortholog_many2many,63.2075,83.0189
Rac2,ENSG00000128340,ortholog_one2one,98.9583,99.4792
Tpm4,ENSG00000167460,ortholog_one2one,95.9677,98.3871
Ighv1-74,ENSG00000211945,ortholog_many2many,66.6667,79.4872
Ighv1-74,ENSG00000211973,ortholog_many2many,65.812,78.6325
Ighv1-74,ENSG00000211935,ortholog_many2many,69.2308,82.0513
Ighv1-74,ENSG00000211950,ortholog_many2many,64.1026,76.0684
Ighv1-74,ENSG00000280411,ortholog_many2many,64.9573,78.6325
Ighv1-74,ENSG00000281990,ortholog_many2many,61.5385,78.6325
Ighv1-74,ENSG00000211962,ortholog_many2many,67.5214,80.3419
Ighv1-74,ENSG00000270505,ortholog_many2many,67.5214,78.6325
Ighv1-74,ENSG00000281179,ortholog_many2many,67.5214,78.6325
Ighv1-74,ENSG00000211968,ortholog_many2many,62.3932,73.5043
Ighv1-74,ENSG00000277282,ortholog_many2many,64.1026,74.359
Ighv1-74,ENSG00000211961,ortholog_many2many,61.5385,77.7778
Ighv1-74,ENSG00000188403,ortholog_many2many,63.2479,75.2137
Ighv1-74,ENSG00000211934,ortholog_many2many,69.2308,80.3419
U2af2,ENSG00000063244,ortholog_one2one,99.7895,99.7895
Srsf2,ENSG00000161547,ortholog_one2one,100,100
Nap1l1,ENSG00000187109,ortholog_one2one,98.2097,100
Fh1,ENSG00000091483,ortholog_one2one,92.7451,95.2941
Pkm,ENSG00000067225,ortholog_one2one,97.7401,98.3051
H3c4,ENSG00000203852,ortholog_one2one,100,100
Copb2,ENSG00000184432,ortholog_one2one,98.234,98.8962
Actc1,ENSG00000159251,ortholog_one2one,100,100
Hnrnpa1,ENSG00000224578,ortholog_one2many,99.0625,99.375
Hnrnpa1,ENSG00000139675,ortholog_one2many,96.875,97.1875
Adgre5,ENSG00000123146,ortholog_one2one,56.6467,68.982
LOC435333,error - retries exceeded,,,
Ncf1,ENSG00000158517,ortholog_one2one,82.3077,90.7692
Mapk14,ENSG00000112062,ortholog_one2one,95.5556,97.2222
Hnrnpk,ENSG00000165119,ortholog_one2one,100,100
Npepps,ENSG00000141279,ortholog_one2one,97.4973,98.9119
Clta,ENSG00000122705,ortholog_one2one,99.0826,99.5413
Vrk1,ENSG00000100749,ortholog_one2one,87.1212,93.1818
Olfml3,ENSG00000116774,ortholog_one2one,94.0887,96.5517
Twf2,ENSG00000247596,ortholog_one2one,96.5616,98.8539
H2afz1,error - retries exceeded,,,
C4bp,ENSG00000123838,ortholog_one2one,41.206,51.7588
Masp2,ENSG00000009724,ortholog_one2one,81.4869,88.9213
Hnrnpf,ENSG00000169813,ortholog_one2one,98.0723,99.0361
Ppp3ca,ENSG00000138814,ortholog_one2one,99.6161,99.8081
Khsrp,ENSG00000088247,ortholog_one2one,94.2436,95.0469
Aldh16a1,ENSG00000161618,ortholog_one2one,81.6708,87.9052
Tpm3,ENSG00000143549,ortholog_one2many,81.4035,86.6667
Hk3,ENSG00000160883,ortholog_one2one,85.3738,90.3575
Gmfg,ENSG00000130755,ortholog_one2one,93.662,97.1831
Arrb2,ENSG00000141480,ortholog_one2one,96.8215,98.2885
Rcc2,ENSG00000179051,ortholog_one2one,95.0192,96.9349
Ppp1ca,ENSG00000172531,ortholog_one2one,99.697,100
Ighg3,not found,,,
Il18bp,ENSG00000137496,ortholog_one2one,57.732,64.433
Car1,ENSG00000133742,ortholog_one2one,78.1609,90.0383
Pfdn2,ENSG00000143256,ortholog_one2one,96.1039,98.0519
Sparcl1,ENSG00000152583,ortholog_one2one,64.759,73.7952
Lyz1,not found,,,
Serpina7,ENSG00000123561,ortholog_one2one,76.1446,87.2289
Rab2b,ENSG00000129472,ortholog_one2one,94.9074,97.6852
Ighg2a,error - retries exceeded,,,
Ces2e,ENSG00000172831,ortholog_one2many,70.8408,82.8265
Npc2,ENSG00000119655,ortholog_one2one,79.4702,86.755
Lrrfip1,ENSG00000124831,ortholog_one2one,35.625,42.3438
Ampd2,ENSG00000116337,ortholog_one2one,97.0909,97.8182
Lyz2,not found,,,
AU021092,ENSG00000153446,ortholog_one2one,68.144,79.2244
Chia1,ENSG00000134216,ortholog_one2many,80.8824,89.916
Cst3,ENSG00000101439,ortholog_one2many,69.1781,81.5069
Fgfr2,ENSG00000066468,ortholog_one2one,97.5639,98.782
Cadm1,ENSG00000182985,ortholog_one2one,98.7261,98.9384
Chmp5,ENSG00000086065,ortholog_one2one,98.6301,99.0868
Calr,ENSG00000179218,ortholog_one2one,94.2446,97.6019
Mme,ENSG00000196549,ortholog_one2one,94.1333,97.7333
Mup11,not found,,,
Nrp1,ENSG00000099250,ortholog_one2one,92.9577,96.0997
Cd200,ENSG00000091972,ortholog_one2one,76.9517,87.3606
Clic5,ENSG00000112782,ortholog_one2one,90.8367,94.4223
Gas6,ENSG00000183087,ortholog_one2one,80.6785,87.3156
Cyp2f2,ENSG00000197446,ortholog_one2one,81.6701,90.4277
Cpm,ENSG00000135678,ortholog_one2one,84.8758,92.3251
Mup2,not found,,,
Ctsc,ENSG00000109861,ortholog_one2one,77.7538,86.6091
Anpep,ENSG00000166825,ortholog_one2one,76.2151,86.97
Il18r1,ENSG00000115604,ortholog_one2one,63.2163,75.2311
Fam3c,ENSG00000196937,ortholog_one2one,94.2731,97.7974
Fabp1,ENSG00000163586,ortholog_one2one,84.252,91.3386
Il6st,ENSG00000134352,ortholog_one2one,77.1242,86.7102
Sftpb,ENSG00000168878,ortholog_one2one,70.6037,80.0525
Krt79,ENSG00000185640,ortholog_one2one,82.8037,90.4673
Krt73,ENSG00000186049,ortholog_one2one,84.0741,90.9259
Scgb1a1,ENSG00000149021,ortholog_one2one,54.9451,79.1209
Sparc,ENSG00000113140,ortholog_one2one,92.4092,95.0495
Ptprm,ENSG00000173482,ortholog_one2one,97.2696,98.4983
Psmb9,ENSG00000240065,ortholog_one2one,88.1279,94.0639
Idh2,ENSG00000182054,ortholog_one2one,95.1327,97.1239
Capn2,ENSG00000162909,ortholog_one2one,93.8571,97.2857
Nup62-il4i1,error - retries exceeded,,,
Nt5e,ENSG00000135318,ortholog_one2one,86.5854,93.9024
Gaa,ENSG00000171298,ortholog_one2one,80.3571,88.6555
Ctsh,ENSG00000103811,ortholog_one2one,82.9851,90.1493
Krt76,ENSG00000185069,ortholog_one2one,75.7053,81.348
Ctsl,not found,,,
Amy1,not found,,,
Fbln5,ENSG00000140092,ortholog_one2one,93.0804,95.3125
Snd1,ENSG00000197157,ortholog_one2one,97.3626,98.9011
Muc1,ENSG00000185499,ortholog_one2many,52.2105,66.1053
Copa,ENSG00000122218,ortholog_one2one,98.4477,99.183
Plxdc2,ENSG00000120594,ortholog_one2one,91.8715,94.3289
Wfdc2,ENSG00000101443,ortholog_one2one,62.0968,73.3871
Cstb,ENSG00000160213,ortholog_one2one,78.5714,87.7551
Enpep,ENSG00000138792,ortholog_one2one,76.698,87.5653
Cbr2,not found,,,
Hspa1b,ENSG00000204388,ortholog_many2many,95.1638,98.2839
Hspa1b,ENSG00000204389,ortholog_many2many,95.1638,98.2839
Pls3,ENSG00000102024,ortholog_one2one,99.0476,99.8413
Ftl1,ENSG00000087086,ortholog_one2many,81.7143,93.1429
Krt1,ENSG00000167768,ortholog_one2one,75.4658,83.6957
Bcam,ENSG00000187244,ortholog_one2one,72.6115,81.6879
Ifnar2,ENSG00000159110,ortholog_one2one,46.4078,61.5534
Sftpa1,ENSG00000122852,ortholog_one2many,70.9677,79.8387
Sftpa1,ENSG00000185303,ortholog_one2many,70.1613,79.0323
Galm,ENSG00000143891,ortholog_one2one,87.1345,93.2749
Mrc1,ENSG00000260314,ortholog_one2one,82.0055,90.4533
Alb,ENSG00000163631,ortholog_one2one,72.2496,85.8785
Dpp7,ENSG00000176978,ortholog_one2one,79.065,85.9756
Cops2,ENSG00000166200,ortholog_one2one,100,100
Asah1,ENSG00000104763,ortholog_one2one,79.2405,91.6456
Rnase4,ENSG00000258818,ortholog_one2one,83.6735,90.4762
Serpinb6a,ENSG00000124570,ortholog_one2many,76.5957,87.234
Igkv2-112,ENSG00000239571,ortholog_many2many,68.3333,78.3333
Igkv2-112,ENSG00000243238,ortholog_many2many,69.1667,79.1667
Fabp5,ENSG00000164687,ortholog_one2one,79.2593,92.5926
Igfbp6,ENSG00000167779,ortholog_one2one,67.5,75.8333
Alcam,ENSG00000170017,ortholog_one2one,92.9674,97.2556
Ces1d,ENSG00000198848,ortholog_one2many,77.8169,88.0282
Anxa2,ENSG00000182718,ortholog_one2one,97.6401,98.8201
Gprc5a,ENSG00000013588,ortholog_one2one,75.3501,82.6331
Crip2,ENSG00000182809,ortholog_one2one,92.7885,95.1923
Ehd2,ENSG00000024422,ortholog_one2one,96.6851,98.7109
Efemp1,ENSG00000115380,ortholog_one2one,94.5233,96.7546
Idh1,ENSG00000138413,ortholog_one2one,95.6522,98.0676
Ldhb,ENSG00000111716,ortholog_one2one,97.9042,99.1018
Cavin2,ENSG00000168497,ortholog_one2one,82.8235,87.5294
Prdx1,ENSG00000117450,ortholog_one2one,95.4774,98.995
Pam,ENSG00000005810,ortholog_one2one,96.9859,98.6105
Cavin1,ENSG00000177469,ortholog_one2one,93.0769,95.8974
Dpysl2,ENSG00000092964,ortholog_one2one,97.6366,98.5229
Aldh1a2,ENSG00000128918,ortholog_one2one,95.7529,96.9112
Gstm1,ENSG00000134184,ortholog_one2many,77.9817,92.2018
Acat2,ENSG00000120437,ortholog_one2many,87.6574,94.2066
Ear2,ENSG00000160113,ortholog_one2one,91.8317,93.0693
Cdh13,ENSG00000140945,ortholog_one2one,93.6886,97.0547
Gstm2,ENSG00000134184,ortholog_one2many,83.945,93.1193
Naxe,ENSG00000163382,ortholog_one2one,87.8472,89.9306
Bpifb1,ENSG00000125999,ortholog_one2one,58.0578,74.7934
Adh7,ENSG00000196344,ortholog_one2one,88.7701,94.1176
Gm2a,ENSG00000196743,ortholog_one2one,68.3938,80.829
Anxa4,ENSG00000196975,ortholog_one2one,91.5888,96.5732
Anxa3,ENSG00000138772,ortholog_one2one,89.7833,95.356
Adgrf5,ENSG00000069122,ortholog_one2one,72.0654,81.7979
F2,ENSG00000180210,ortholog_one2one,81.0289,88.4244
Gnb1,ENSG00000078369,ortholog_one2one,100,100
Prdx6,ENSG00000117592,ortholog_one2many,89.7321,93.3036
Cyb5a,ENSG00000166347,ortholog_one2one,87.3134,94.7761
Sfn,ENSG00000175793,ortholog_one2one,97.5806,99.1936
Ppic,ENSG00000168938,ortholog_one2one,90.566,94.3396
Prnp,ENSG00000171867,ortholog_one2one,89.3281,95.2569
Aldh1a1,ENSG00000165092,ortholog_one2many,87.0259,94.4112
Tubb4b,ENSG00000188229,ortholog_one2one,100,100
Akr1b1,ENSG00000085662,ortholog_one2one,85.443,92.7215
Hint1,ENSG00000169567,ortholog_one2one,92.8571,97.619
Ear1,ENSG00000169397,ortholog_many2many,48.125,59.375
Ear1,ENSG00000169385,ortholog_many2many,46.5839,60.2484
Pdxk,ENSG00000160209,ortholog_one2one,86.2179,93.5897
Ezr,ENSG00000092820,ortholog_one2one,96.4164,98.9761
Stard10,ENSG00000214530,ortholog_one2one,97.2509,97.9381
Atp5f1b,ENSG00000110955,ortholog_one2one,96.2193,97.7316
Akr1a1,ENSG00000117448,ortholog_one2one,93.2308,96.6154
Niban2,ENSG00000136830,ortholog_one2one,90.3485,94.504
Pakap,not found,,,
Selenbp1,ENSG00000143416,ortholog_one2many,87.7119,93.4322
Cdh1,ENSG00000105325,ortholog_one2one,98.3773,99.5943
Col4a2,ENSG00000134871,ortholog_one2one,83.5864,89.0771
Anxa8,ENSG00000265190,ortholog_one2many,92.0489,94.8012
Anxa8,ENSG00000264230,ortholog_one2many,91.7431,94.4954
Aox3,not found,,,
Gclc,ENSG00000001084,ortholog_one2one,94.1915,97.0173
Nherf2,ENSG00000065054,ortholog_one2one,91.6914,95.2522
Hspb1,ENSG00000106211,ortholog_one2one,84.3902,91.7073
Gsto1,ENSG00000148834,ortholog_one2one,71.7842,82.5726
Rida,ENSG00000132541,ortholog_one2one,80.292,89.0511
Gpx2,ENSG00000176153,ortholog_one2one,93.6842,97.8947
Atp5a1a,error - retries exceeded,,,
Epdr1,ENSG00000086289,ortholog_one2one,79.4643,87.9464
Sod1,ENSG00000142168,ortholog_one2one,82.4675,87.6623
Slc3a2,ENSG00000168003,ortholog_one2one,74.6692,83.1758
Anxa5,ENSG00000164111,ortholog_one2one,93.4375,96.25
Gsta4,not found,,,
Sec14l2,ENSG00000100003,ortholog_one2one,93.3002,97.7667
Cpsf6,ENSG00000111605,ortholog_one2one,99.637,99.8185
Reg3g,ENSG00000172023,ortholog_many2many,43.3735,62.6506
Tpm1,ENSG00000140416,ortholog_one2one,91.5493,95.4225
Akr1b8,ENSG00000198074,ortholog_one2many,80.0633,90.1899
Tppp3,ENSG00000159713,ortholog_one2one,96.5909,99.4318
Aldh3a1,ENSG00000108602,ortholog_one2one,80.1325,90.7285
Tff2,ENSG00000160181,ortholog_one2one,78.2946,84.4961
Sult1d1,not found,,,
Myh14,ENSG00000105357,ortholog_one2one,91.945,95.334
Fhl1,not found,,,
Pebp1,not found,,,
Nedd8,ENSG00000129559,ortholog_one2one,97.5309,97.5309
Vars1,ENSG00000204394,ortholog_one2one,92.0095,95.3323
Nebl,ENSG00000078114,ortholog_one2one,87.574,93.787
