Mouse Gene,Human Ortholog Gene Symbol,Type,Identity (%),Positivity (%)
Usp3,ENSG00000140455,ortholog_one2one,93.8462,96.1538
Cdk19,ENSG00000155111,ortholog_one2one,96.2151,97.012
Rnf14,ENSG00000013561,ortholog_one2one,90.5063,95.9916
Rnf149,ENSG00000163162,ortholog_one2one,75.75,82.25
Birc6,ENSG00000115760,ortholog_one2one,95.5734,97.7352
Akap10,ENSG00000108599,ortholog_one2one,89.7281,94.2598
Tle1,ENSG00000196781,ortholog_one2one,97.6623,98.8312
Lsm14a,ENSG00000257103,ortholog_one2one,93.3045,95.0324
Senp6,ENSG00000112701,ortholog_one2one,81.0252,89.2086
Mertk,ENSG00000153208,ortholog_one2one,81.0811,87.6877
Scly,ENSG00000132330,ortholog_one2one,77.7528,87.191
Mtmr3,ENSG00000100330,ortholog_one2one,87.4791,91.4023
Galm,ENSG00000143891,ortholog_one2one,87.1345,93.2749
Rtf2,ENSG00000022277,ortholog_one2one,88.2353,93.7908
Abcc1,ENSG00000103222,ortholog_one2one,87.7858,94.3828
Bzw1,ENSG00000082153,ortholog_one2one,100,100
Vps54,ENSG00000143952,ortholog_one2one,92.6305,96.3153
Rabep1,ENSG00000029725,ortholog_one2one,96.2877,98.2599
Lilrb4a,ENSG00000186818,ortholog_many2many,29.6875,39.0625
Lilrb4a,ENSG00000204577,ortholog_many2many,26.149,34.7068
Lilrb4a,ENSG00000244482,ortholog_many2many,26.8191,36.3825
Lilrb4a,ENSG00000187116,ortholog_many2many,42.4749,54.515
Lilrb4a,ENSG00000105609,ortholog_many2many,23.8579,31.8105
Lilrb4a,ENSG00000239961,ortholog_many2many,25.4509,34.2685
Epb4.1l2,ENSG00000079819,ortholog_one2one,82.3881,88.3582
Trappc6b,ENSG00000182400,ortholog_one2one,97.4684,99.3671
Uap1,ENSG00000117143,ortholog_one2one,93.4866,96.9349
Slc12a9,ENSG00000146828,ortholog_one2one,92.9978,95.4048
Fam3c,ENSG00000196937,ortholog_one2one,94.2731,97.7974
Il6st,ENSG00000134352,ortholog_one2one,77.1242,86.7102
Map2k2,ENSG00000126934,ortholog_one2one,94.25,97.75
Vav3,ENSG00000134215,ortholog_one2one,95.3955,97.1665
DQ539915,error - retries exceeded,,,
Adam10,ENSG00000137845,ortholog_one2one,96.123,97.9947
Ptbp2,ENSG00000117569,ortholog_one2one,99.6234,99.6234
Egfem1,not found,,,
Ehmt1,ENSG00000181090,ortholog_one2one,88.3667,92.7581
Ghitm,ENSG00000165678,ortholog_one2one,91.8841,96.2319
Frmd4a,ENSG00000151474,ortholog_one2one,94.4177,95.3802
Ttc28,ENSG00000100154,ortholog_one2one,87.9081,91.3744
Trps1,ENSG00000104447,ortholog_one2one,92.3493,95.3632
Gosr2,ENSG00000108433,ortholog_one2one,88.2076,93.8679
Rfx7,ENSG00000181827,ortholog_one2one,92.6712,95.7534
Ptp4a1,ENSG00000112245,ortholog_one2many,100,100
Naa25,ENSG00000111300,ortholog_one2one,92.9012,96.7078
Ascc3,ENSG00000112249,ortholog_one2one,92.0527,96.0036
Galnt11,ENSG00000178234,ortholog_one2one,87.8289,94.4079
Gsr,ENSG00000104687,ortholog_one2one,83.1418,89.4636
Fgfr2,ENSG00000066468,ortholog_one2one,97.5639,98.782
Sema3f,ENSG00000001617,ortholog_one2one,95.9236,97.4522
Mrc1,ENSG00000260314,ortholog_one2one,82.0055,90.4533
Mrc1,ENSG00000260314,ortholog_one2one,82.0055,90.4533
Ccdc132,ENSG00000004766,ortholog_one2one,96.2656,98.444
Spata6,ENSG00000132122,ortholog_one2one,90.5738,93.8525
