Mouse Gene,Human Ortholog Gene Symbol,Type,Identity (%),Positivity (%)
Gm13268,not found,,,
Gm11826,not found,,,
Serpine1,ENSG00000106366,ortholog_one2one,78.607,88.5572
F3,ENSG00000117525,ortholog_one2one,53.2203,65.0847
Gadd45a,ENSG00000116717,ortholog_one2one,94.5455,95.1515
Rpl26,ENSG00000161970,ortholog_one2one,100,100
Serpina3n,ENSG00000196136,ortholog_one2many,60.9929,76.3593
Timp1,ENSG00000102265,ortholog_one2one,71.9807,85.9903
Plaur,ENSG00000011422,ortholog_one2one,61.194,72.2388
Gadd45g,ENSG00000130222,ortholog_one2one,96.8553,96.8553
Slpi,ENSG00000124107,ortholog_one2one,58.3333,71.2121
Ddit4,ENSG00000168209,ortholog_one2one,90.5172,93.1034
Gclm,ENSG00000023909,ortholog_one2one,96.3504,98.1752
Tfrc,ENSG00000072274,ortholog_one2one,76.5789,87.5
Ifrd1,ENSG00000006652,ortholog_one2one,94.0133,96.8958
Gm12891,not found,,,
Angptl4,ENSG00000167772,ortholog_one2one,76.1084,84.2365
Gm15452,not found,,,
Gm19945,not found,,,
Myl1,ENSG00000168530,ortholog_one2one,91.7526,95.3608
Bub1,ENSG00000169679,ortholog_one2one,71.6129,81.5668
Hspb8,ENSG00000152137,ortholog_one2one,94.3878,96.9388
Socs3,ENSG00000184557,ortholog_one2one,96.8889,97.3333
Ankrd1,ENSG00000148677,ortholog_one2one,90.2821,94.9843
Cks2,ENSG00000123975,ortholog_one2one,98.7342,100
Thbs1,ENSG00000137801,ortholog_one2one,94.7009,97.8633
Ccl6,ENSG00000274736,ortholog_many2many,32.8467,48.9051
Ccl6,ENSG00000275718,ortholog_many2many,40.708,53.0973
Tnc,ENSG00000041982,ortholog_one2one,84.1436,89.8682
Arfip2,ENSG00000132254,ortholog_one2one,99.1202,99.4135
Cdk1,ENSG00000170312,ortholog_one2one,96.9697,98.9899
Ackr3,ENSG00000144476,ortholog_one2one,92.8177,96.9613
Mki67,ENSG00000148773,ortholog_one2one,40.9091,54.5762
Cebpd,ENSG00000221869,ortholog_one2one,84.7584,85.8736
Ctsk,ENSG00000143387,ortholog_one2one,86.0182,92.0973
Tnnt3,ENSG00000130595,ortholog_one2one,94.9612,96.8992
Serpina3c,ENSG00000196136,ortholog_one2many,58.6288,74.2317
Il4ra,ENSG00000077238,ortholog_one2one,51.8788,63.1515
Psma5-ps,not found,,,
Egr1,ENSG00000120738,ortholog_one2one,90.9761,93.7385
Fos,ENSG00000170345,ortholog_one2one,93.6842,97.1053
Il1rl1,ENSG00000115602,ortholog_one2one,66.9065,80.036
Gm12989,not found,,,
Gm4950,not found,,,
Ptges,ENSG00000148344,ortholog_one2one,79.6053,84.2105
Gm14227,not found,,,
Gsr,ENSG00000104687,ortholog_one2one,83.1418,89.4636
Psma5,ENSG00000143106,ortholog_one2one,100,100
Krt18,ENSG00000111057,ortholog_one2one,87.2093,92.7907
Mme,ENSG00000196549,ortholog_one2one,94.1333,97.7333
Dnajb9,ENSG00000128590,ortholog_one2one,93.722,96.861
Lox,ENSG00000113083,ortholog_one2one,86.3309,89.4484
Psmb3,ENSG00000277791,ortholog_one2one,98.5366,100
Ccl7,ENSG00000108688,ortholog_one2one,61.6162,71.7172
Ctsh,ENSG00000103811,ortholog_one2one,82.9851,90.1493
Junb,ENSG00000171223,ortholog_one2one,93.0836,94.8127
Casp1,ENSG00000137752,ortholog_one2many,61.3861,74.0099
Casp1,ENSG00000204397,ortholog_one2many,60.8247,69.0722
Ccnb2,ENSG00000157456,ortholog_one2one,88.9447,91.9598
Eln,ENSG00000049540,ortholog_one2one,72.9282,77.0718
Sgk1,ENSG00000118515,ortholog_one2one,93.346,96.5779
Rgcc,ENSG00000102760,ortholog_one2one,86.8613,94.8905
Krt8-ps,not found,,,
Klf6,ENSG00000067082,ortholog_one2one,95.053,96.8198
Ccn2,ENSG00000118523,ortholog_one2one,90.5444,95.4155
Col8a1,ENSG00000144810,ortholog_one2one,93.414,96.7742
Itgb2,ENSG00000160255,ortholog_one2many,80.6242,88.6866
Krt8,ENSG00000170421,ortholog_one2one,91.0973,96.2733
Krt19,ENSG00000171345,ortholog_one2one,83,90.75
Hsph1,ENSG00000120694,ortholog_one2one,93.4732,96.8531
Ccn1,ENSG00000142871,ortholog_one2one,91.8635,94.2257
Kras,ENSG00000133703,ortholog_one2one,90.4255,94.6809
Atf4,ENSG00000128272,ortholog_one2one,86.6097,90.8832
None,error - retries exceeded,,,
Cxcl14,ENSG00000145824,ortholog_one2one,94.9495,97.9798
Chil3,ENSG00000134216,ortholog_one2many,56.5126,67.6471
Sqstm1,ENSG00000161011,ortholog_one2one,91.1364,94.7727
Nrep,ENSG00000134986,ortholog_one2one,76.4706,79.4118
Cxcl1,ENSG00000163734,ortholog_one2many,54.2056,66.3551
Cstb,ENSG00000160213,ortholog_one2one,78.5714,87.7551
Nfkbia,ENSG00000100906,ortholog_one2one,90.8517,93.6908
Dnajc5,ENSG00000101152,ortholog_one2one,99.4949,99.4949
Psmc2,ENSG00000161057,ortholog_one2one,99.7691,100
Glrx,ENSG00000173221,ortholog_one2one,89.6226,96.2264
Tubb2a,ENSG00000137267,ortholog_one2one,100,100
Ptp4a1,ENSG00000112245,ortholog_one2many,100,100
Tubb2b,ENSG00000137285,ortholog_one2one,100,100
Fpr1,ENSG00000171051,ortholog_one2one,76,85.7143
Cdkn2b,ENSG00000147883,ortholog_one2one,82.6087,86.2319
Plpp1,ENSG00000067113,ortholog_one2one,74.6479,84.8592
Ccl9,ENSG00000274736,ortholog_many2many,36.4963,54.7445
Ccl9,ENSG00000275718,ortholog_many2many,41.5929,58.4071
Ctss,ENSG00000163131,ortholog_one2one,74.0181,86.4048
Ptp4a1,ENSG00000112245,ortholog_one2many,100,100
Psmd3,ENSG00000108344,ortholog_one2one,97.191,97.7528
Map2k3,ENSG00000034152,ortholog_one2one,96.5418,98.8473
Gm13461,not found,,,
Col3a1,ENSG00000168542,ortholog_one2one,90.5184,94.8158
Ran,ENSG00000132341,ortholog_one2one,100,100
Cdc42ep4,ENSG00000179604,ortholog_one2one,78.9326,84.5506
Ints8,ENSG00000164941,ortholog_one2one,95.7789,98.6935
Ctsc,ENSG00000109861,ortholog_one2one,77.7538,86.6091
Slk,ENSG00000065613,ortholog_one2one,83.8057,89.9595
Bcl2l1,ENSG00000171552,ortholog_one2one,97.8541,99.1416
Mpeg1,ENSG00000197629,ortholog_one2many,75.6983,86.5922
Igkc,ENSG00000211592,ortholog_one2one,59.8131,73.8318
Psmd11,ENSG00000108671,ortholog_one2one,99.763,100
Lcp1,ENSG00000136167,ortholog_one2one,96.9697,99.2026
Ear-ps2,not found,,,
Tcf21,ENSG00000118526,ortholog_one2one,96.0894,98.324
Rgs2,ENSG00000116741,ortholog_one2one,96.2085,97.6303
Hspa4,ENSG00000170606,ortholog_one2one,96.0714,98.2143
Clu,ENSG00000120885,ortholog_one2one,76.392,87.5278
Gimap4,ENSG00000133574,ortholog_one2one,59.8784,74.4681
Gm32220,not found,,,
Ear2,ENSG00000160113,ortholog_one2one,91.8317,93.0693
Ptprc,ENSG00000081237,ortholog_one2one,66.2328,75.4211
Cyp2a21-ps,not found,,,
Ear10,ENSG00000169397,ortholog_many2many,47.5,60.625
Ear10,ENSG00000169385,ortholog_many2many,47.205,60.2484
Cd79a,ENSG00000105369,ortholog_one2one,69.469,76.5487
Ighd,not found,,,
Gtf3c1,ENSG00000077235,ortholog_one2one,78.4732,86.5813
Ccl5,ENSG00000271503,ortholog_one2one,80.2198,87.9121
Iglj3p,not found,,,
Ear-ps9,not found,,,
Ear1,ENSG00000169397,ortholog_many2many,48.125,59.375
Ear1,ENSG00000169385,ortholog_many2many,46.5839,60.2484
None,error - retries exceeded,,,
None,error - retries exceeded,,,
Cd52,ENSG00000169442,ortholog_one2one,49.1803,59.0164
Kdr,ENSG00000128052,ortholog_one2one,85.767,91.0767
Gbp2,ENSG00000162645,ortholog_one2many,70.7276,82.9103
Cyp2a4,ENSG00000255974,ortholog_many2many,83.6032,91.7004
Cyp2a4,ENSG00000198077,ortholog_many2many,81.9838,90.8907
Cyp2a4,ENSG00000197838,ortholog_many2many,86.6397,93.1174
Cyp2a5,ENSG00000255974,ortholog_many2many,85.2227,92.915
Cyp2a5,ENSG00000198077,ortholog_many2many,83.6032,92.1053
Cyp2a5,ENSG00000197838,ortholog_many2many,88.4615,94.332
Ltb,ENSG00000227507,ortholog_one2one,75.4098,82.3771
Mir6973a,not found,,,
Cotl1,ENSG00000103187,ortholog_one2one,95.0704,100
Iglc2,ENSG00000211685,ortholog_many2many,61.3208,84.9057
Iglc2,ENSG00000128322,ortholog_many2many,30.9859,41.3146
Iglc2,ENSG00000254709,ortholog_many2many,31.7757,41.5888
Iglc2,ENSG00000211677,ortholog_many2many,61.3208,82.0755
Iglc2,ENSG00000211679,ortholog_many2many,61.3208,82.0755
Iglc2,ENSG00000211675,ortholog_many2many,63.2075,83.0189
Fscn1,ENSG00000075618,ortholog_one2one,96.5517,98.783
Dnajc1,ENSG00000136770,ortholog_one2one,84.296,88.8087
Cyth2,ENSG00000105443,ortholog_one2one,98.7469,99.4987
Iglc3,ENSG00000211685,ortholog_many2many,63.2075,84.9057
Iglc3,ENSG00000128322,ortholog_many2many,31.4554,40.8451
Iglc3,ENSG00000254709,ortholog_many2many,31.7757,40.6542
Iglc3,ENSG00000211677,ortholog_many2many,63.2075,82.0755
Iglc3,ENSG00000211679,ortholog_many2many,63.2075,82.0755
Iglc3,ENSG00000211675,ortholog_many2many,65.0943,83.0189
Ccr2,ENSG00000121807,ortholog_one2one,79.7222,86.6667
Dbp,ENSG00000145321,ortholog_one2one,77.8481,89.4515
None,error - retries exceeded,,,
