Mouse Gene,Human Ortholog Gene Symbol,Type,Identity (%),Positivity (%)
Gm15340,not found,,,
Il1a,ENSG00000115008,ortholog_one2one,60.1476,78.2288
Gm14005,error - retries exceeded,,,
Retnlg,ENSG00000163515,ortholog_one2many,54.0541,75.6757
E030030I06Rik,not found,,,
Glipr1,ENSG00000139278,ortholog_one2one,68.0451,80.4511
Il1r2,ENSG00000115590,ortholog_one2one,61.0553,72.8643
Creb5,ENSG00000146592,ortholog_one2one,97.0472,98.4252
1700017B05Rik,ENSG00000167173,ortholog_one2one,74.5941,80.3247
Ifitm6,ENSG00000185201,ortholog_many2many,45.4545,62.1212
Ifitm6,ENSG00000185885,ortholog_many2many,44.8,60
Ifitm6,ENSG00000142089,ortholog_many2many,45.8647,61.6541
Asprv1,ENSG00000244617,ortholog_one2one,80.695,87.6448
E230032D23Rik,not found,,,
Mdm2,ENSG00000135679,ortholog_one2one,80.4829,86.7203
Smpdl3b,ENSG00000130768,ortholog_one2one,75.1648,85.7143
Krtcap2,ENSG00000163463,ortholog_one2one,97.0588,98.5294
Gm12840,not found,,,
Ifitm1,ENSG00000185201,ortholog_many2many,50.7576,61.3636
Ifitm1,ENSG00000185885,ortholog_many2many,52.8,63.2
Ifitm1,ENSG00000142089,ortholog_many2many,52.6316,62.406
Dstn,ENSG00000125868,ortholog_one2one,95.7576,96.3636
Dedd2,ENSG00000160570,ortholog_one2one,92.9448,94.4785
Hspa9,ENSG00000113013,ortholog_one2one,98.38,98.6745
Hist1h1c,ENSG00000187837,ortholog_one2one,88.2629,89.6714
Eif3c,ENSG00000205609,ortholog_one2many,96.4989,97.7024
Eif3c,ENSG00000184110,ortholog_one2many,96.6046,97.8094
Cyp4f18,ENSG00000186529,ortholog_one2one,80.9615,88.2692
Cybb,ENSG00000165168,ortholog_one2one,92.9825,96.6667
Stfa2,ENSG00000121552,ortholog_one2many,58.1633,72.449
G0s2,ENSG00000123689,ortholog_one2one,77.6699,85.4369
Gadd45g,ENSG00000130222,ortholog_one2one,96.8553,96.8553
Txnip,ENSG00000265972,ortholog_one2one,96.4194,98.977
Mgst1,ENSG00000008394,ortholog_one2one,82.5806,92.9032
Stfa1,ENSG00000121552,ortholog_one2many,56.1224,69.3878
Rgs1,ENSG00000090104,ortholog_one2one,86.6029,92.823
BC100530,error - retries exceeded,,,
