Mouse Gene,Human Ortholog Gene Symbol,Type,Identity (%),Positivity (%)
Fam101b,ENSG00000183688,ortholog_one2one,82.6389,88.1944
Arg1,ENSG00000142910,ortholog_one2one,85.8672,90.7923
Stfa2l1,ENSG00000121552,ortholog_one2many,57.1429,71.4286
Tmod2,ENSG00000128872,ortholog_one2one,95.1567,97.4359
Il1rn,ENSG00000136689,ortholog_one2one,76.2712,89.2655
Fpr1,ENSG00000171051,ortholog_one2one,76,85.7143
5930412G12Rik,not found,,,
Ifitm6,ENSG00000185201,ortholog_many2many,45.4545,62.1212
Ifitm6,ENSG00000185885,ortholog_many2many,44.8,60
Ifitm6,ENSG00000142089,ortholog_many2many,45.8647,61.6541
Trem1,ENSG00000124731,ortholog_one2one,44.4444,59.4017
Rpl34,ENSG00000109475,ortholog_one2one,99.1453,100
Aspn,ENSG00000106819,ortholog_one2one,89.2105,93.9474
Sap25,ENSG00000205307,ortholog_one2one,46.4646,53.8721
Ngp,not found,,,
Saa3,not found,,,
Dip2c,ENSG00000151240,ortholog_one2one,98.7147,98.9717
Zfp36,ENSG00000110315,ortholog_one2one,99.1304,99.5652
Cebpd,ENSG00000221869,ortholog_one2one,84.7584,85.8736
Il1f9,ENSG00000136688,ortholog_one2one,52.6627,65.6805
Cyp26b1,ENSG00000003137,ortholog_one2one,96.2891,98.4375
Stk38l,ENSG00000211455,ortholog_one2one,97.6293,98.9224
Rspo2,ENSG00000147655,ortholog_one2one,95.8848,97.5309
E130309D14Rik,ENSG00000277200,ortholog_one2one,84.7059,85.8824
Capn11,ENSG00000137225,ortholog_one2one,71.7185,85.2503
Plekhf1,ENSG00000166289,ortholog_one2one,89.6057,93.9068
Ndp,ENSG00000124479,ortholog_one2one,93.985,96.2406
Gdf9,ENSG00000164404,ortholog_one2one,71.3656,79.5154
Vsig1,ENSG00000101842,ortholog_one2one,69.7674,82.1705
Adamts8,ENSG00000134917,ortholog_one2one,81.4398,89.7638
Ecm2,ENSG00000106823,ortholog_one2one,71.9599,81.5451
3830408C21Rik,not found,,,
Pkia,ENSG00000171033,ortholog_one2one,97.3684,98.6842
Igdcc3,ENSG00000174498,ortholog_one2one,86.2408,90.2948
Fpr2,ENSG00000171049,ortholog_one2many,76.0684,85.4701
Socs3,ENSG00000184557,ortholog_one2one,96.8889,97.3333
Steap4,ENSG00000127954,ortholog_one2one,82.3529,90.1961
Ly6g6d,ENSG00000244355,ortholog_one2one,61.6541,68.4211
Il1a,ENSG00000115008,ortholog_one2one,60.1476,78.2288
Kif26a,ENSG00000066735,ortholog_one2one,77.949,83.1031
Jmjd7-pla2g4b,error - retries exceeded,,,
Col15a1,ENSG00000204291,ortholog_one2one,73.5591,80.5476
Akr1c12,not found,,,
Tnfsf10,ENSG00000121858,ortholog_one2one,64.4128,76.8683
Slc10a6,ENSG00000145283,ortholog_one2one,70.2918,83.5544
Sh2b2,ENSG00000160999,ortholog_one2one,83.0696,86.7089
Ccl7,ENSG00000108688,ortholog_one2one,61.6162,71.7172
Chl1,ENSG00000101938,ortholog_one2one,88.4279,93.2314
Gm4956,not found,,,
Wisp1,ENSG00000104415,ortholog_one2one,83.6512,89.3733
Nrg2,ENSG00000158458,ortholog_one2one,94.2353,95.7647
Wt1,ENSG00000184937,ortholog_one2one,92.5287,93.8697
Asap3,ENSG00000088280,ortholog_one2one,80.9524,87.5969
Fam110c,ENSG00000184731,ortholog_one2one,62.9283,69.1589
Cd2,ENSG00000116824,ortholog_one2one,51.8519,66.9516
Cd14,ENSG00000170458,ortholog_one2one,65.3333,76
D3Ertd751e,ENSG00000151470,ortholog_one2one,78.8945,88.9447
Heyl,ENSG00000163909,ortholog_one2one,77.7439,82.9268
Inmt,ENSG00000241644,ortholog_one2one,58.1749,74.1445
Prg4,ENSG00000116690,ortholog_one2one,62.6781,67.4501
Depdc1b,ENSG00000035499,ortholog_one2one,93.9509,96.9754
Wdr86,ENSG00000187260,ortholog_one2one,87.766,91.4894
Itgam,ENSG00000169896,ortholog_one2one,73.4375,85.7639
Thg1l,ENSG00000113272,ortholog_one2one,82.2148,89.5973
Wscd1,ENSG00000179314,ortholog_one2one,85.5652,89.913
Eno1b,ENSG00000074800,ortholog_one2many,94.7005,98.8479
Nfil3,ENSG00000165030,ortholog_one2one,84.4156,91.5584
Atn1,ENSG00000111676,ortholog_one2one,92.6891,94.958
Pnmal2,ENSG00000204851,ortholog_one2one,62.6772,76.5354
Tcf23,ENSG00000163792,ortholog_one2one,75.2336,82.243
Nfkbiz,ENSG00000144802,ortholog_one2one,81.4763,87.883
C1qtnf2,ENSG00000145861,ortholog_one2one,94.386,96.4912
Akap8l,ENSG00000011243,ortholog_one2one,91.9505,93.8081
LOC100503496,error - retries exceeded,,,
Fcer2a,ENSG00000104921,ortholog_one2one,54.8287,72.8972
Baz1a,ENSG00000198604,ortholog_one2one,87.1465,93.1234
Il6ra,ENSG00000160712,ortholog_one2one,53.4188,65.5983
Fosl2,ENSG00000075426,ortholog_one2one,95.092,96.9325
Junb,ENSG00000171223,ortholog_one2one,93.0836,94.8127
Chrm3,ENSG00000133019,ortholog_one2one,91.5254,95.7627
Nol3,ENSG00000140939,ortholog_one2one,84.1346,88.9423
Olfm4,ENSG00000102837,ortholog_one2one,70.1961,80.5882
Mbd6,ENSG00000166987,ortholog_one2one,93.4197,95.015
Mmp9,ENSG00000100985,ortholog_one2one,74.116,85.0071
Xlr3a,not found,,,
Tle1,ENSG00000196781,ortholog_one2one,97.6623,98.8312
Slc30a1,ENSG00000170385,ortholog_one2one,85.4043,91.3215
Gm12657,not found,,,
Cd300lf,ENSG00000186074,ortholog_one2many,49.3103,61.7241
Gm12216,not found,,,
Plxna4os1,not found,,,
Tnf,ENSG00000232810,ortholog_one2one,79.3991,90.1288
Kmt2b,ENSG00000272333,ortholog_one2one,90.3499,92.744
Obsl1,ENSG00000124006,ortholog_one2one,83.9135,88.0274
Wfdc17,not found,,,
Il4i1,ENSG00000104951,ortholog_one2one,72.3104,79.8942
Padi4,ENSG00000159339,ortholog_one2one,73.3032,86.4253
Safb2,ENSG00000130254,ortholog_one2one,73.1375,81.9517
Cdk2ap2,ENSG00000167797,ortholog_one2one,97.619,98.4127
Cxcl14,ENSG00000145824,ortholog_one2one,94.9495,97.9798
Rad51c,ENSG00000108384,ortholog_one2one,76.8617,85.1064
Emcn,ENSG00000164035,ortholog_one2one,50.9579,62.8353
Adamts13,ENSG00000160323,ortholog_one2one,70.1678,78.1911
Fgfr4,ENSG00000160867,ortholog_one2one,90.1496,92.8928
Camk4,ENSG00000152495,ortholog_one2one,80.1268,84.3552
Ikbke,ENSG00000263528,ortholog_one2one,83.3799,91.2011
Rnf40,ENSG00000103549,ortholog_one2one,92.5075,95.2048
Fgr,ENSG00000000938,ortholog_one2one,83.5539,88.8469
Nxpe2,ENSG00000204361,ortholog_one2one,68.3363,80.5009
Clec4d,ENSG00000166527,ortholog_one2one,62.3256,75.814
Nab2,ENSG00000166886,ortholog_one2one,95.619,96.9524
Nlrp3,ENSG00000162711,ortholog_one2one,82.4952,90.0387
A230057D06Rik,not found,,,
Hif3a,ENSG00000124440,ortholog_one2one,82.3617,87.7429
Serpina3h,not found,,,
Pdlim1,ENSG00000107438,ortholog_one2one,88.7538,94.5289
Gm12942,error - retries exceeded,,,
Cd33,ENSG00000105383,ortholog_many2many,43.6813,52.7473
Cd33,ENSG00000105492,ortholog_many2many,32.4503,41.5011
Srp54b,ENSG00000100883,ortholog_one2many,99.8016,100
Emilin2,ENSG00000132205,ortholog_one2one,74.0741,83.2859
Dusp19,ENSG00000162999,ortholog_one2one,82.4885,91.2442
Rnd1,ENSG00000172602,ortholog_one2one,96.5517,98.2759
Clec5a,ENSG00000258227,ortholog_one2one,71.2766,81.9149
1700052K11Rik,not found,,,
4933409K07Rik,not found,,,
Glt28d2,not found,,,
Mrpl36,ENSG00000171421,ortholog_one2one,56.3107,69.9029
Map3k10,ENSG00000130758,ortholog_one2one,92.1384,94.3396
Bbc3,ENSG00000105327,ortholog_one2one,90.6736,92.7461
Ybx2,ENSG00000006047,ortholog_one2one,90.1099,91.4835
Nyap1,ENSG00000166924,ortholog_one2one,91.4388,92.7467
Lilra6,ENSG00000186818,ortholog_many2many,28.7946,35.7143
Lilra6,ENSG00000204577,ortholog_many2many,39.4612,48.6529
Lilra6,ENSG00000244482,ortholog_many2many,51.7672,62.9938
Lilra6,ENSG00000187116,ortholog_many2many,43.8127,56.1873
Lilra6,ENSG00000105609,ortholog_many2many,39.7631,48.5618
Lilra6,ENSG00000239961,ortholog_many2many,47.6954,60.1202
Map3k8,ENSG00000107968,ortholog_one2one,93.3619,97.4304
Timp1,ENSG00000102265,ortholog_one2one,71.9807,85.9903
Serpina3g,ENSG00000196136,ortholog_one2many,32.1513,39.7163
Grem1,ENSG00000166923,ortholog_one2one,97.8261,98.3696
Zfp239,ENSG00000196793,ortholog_one2one,40.8297,42.5764
Per1,ENSG00000179094,ortholog_one2one,91.938,93.1008
1600029O15Rik,not found,,,
Gm5424,not found,,,
Tmem243,ENSG00000135185,ortholog_one2one,96.6102,98.3051
Slc4a11,ENSG00000088836,ortholog_one2one,84,90.2857
Dlg2,ENSG00000150672,ortholog_one2one,93.5385,94.5641
Cxcl13,ENSG00000156234,ortholog_one2one,44.9541,68.8073
Nox4,ENSG00000086991,ortholog_one2one,85.8131,91.6955
Trim39,ENSG00000204599,ortholog_one2one,97.541,98.5656
A230050P20Rik,ENSG00000130813,ortholog_one2one,94.5017,97.5945
Socs1,ENSG00000185338,ortholog_one2one,94.7867,96.2085
Lgr6,ENSG00000133067,ortholog_one2one,88.8314,92.1406
Qsox1,ENSG00000116260,ortholog_one2one,72.0214,80.4552
Zbtb16,ENSG00000109906,ortholog_one2one,96.7311,97.6226
Gm14308,not found,,,
Gp49a,ENSG00000186818,ortholog_many2many,25.2232,33.4821
Gp49a,ENSG00000204577,ortholog_many2many,22.504,30.4279
Gp49a,ENSG00000244482,ortholog_many2many,25.3638,34.9272
Gp49a,ENSG00000187116,ortholog_many2many,40.1338,51.1706
Gp49a,ENSG00000105609,ortholog_many2many,20.3046,28.934
Gp49a,ENSG00000239961,ortholog_many2many,24.4489,33.6673
Aplf,ENSG00000169621,ortholog_one2one,59.4912,74.1683
Kcnh1,ENSG00000143473,ortholog_one2one,97.0677,98.0789
Fyn,ENSG00000010810,ortholog_one2one,99.4413,99.6276
Psat1,ENSG00000135069,ortholog_one2one,92.4324,97.8378
Zfp831,ENSG00000124203,ortholog_one2one,54.8002,64.3411
Gmpr,ENSG00000137198,ortholog_one2one,95.3623,97.6812
Myct1,ENSG00000120279,ortholog_one2one,68.0851,73.617
Pim1,ENSG00000137193,ortholog_one2one,94.2492,97.4441
Dgke,ENSG00000153933,ortholog_one2one,90.1235,94.1799
Capn15,ENSG00000103326,ortholog_one2one,87.2007,90.7919
Sh3bp1,ENSG00000100092,ortholog_one2one,82.7389,88.3024
Ankrd33b,ENSG00000164236,ortholog_one2one,75.3036,82.7935
Wscd2,ENSG00000075035,ortholog_one2one,92.2124,95.5752
Chm,ENSG00000188419,ortholog_one2one,83.461,89.2802
Reep4,ENSG00000168476,ortholog_one2one,87.1595,89.8833
Flcn,ENSG00000154803,ortholog_one2one,92.5734,94.8186
Kmt2d,ENSG00000167548,ortholog_one2one,89.0013,91.62
C1qtnf3,ENSG00000082196,ortholog_one2one,93.1034,94.6708
Chst5,not found,,,
AB124611,error - retries exceeded,,,
Osm,ENSG00000099985,ortholog_one2one,45.6349,56.746
Gpr132,not found,,,
Papln,ENSG00000100767,ortholog_one2one,74.3349,82.3161
Gm9899,not found,,,
Spp1,ENSG00000126821,ortholog_one2one,79.8186,85.4875
Csrp2,ENSG00000175183,ortholog_one2one,89.1192,90.1554
Ccdc68,ENSG00000166510,ortholog_one2one,72.2388,82.9851
Matn2,ENSG00000132561,ortholog_one2one,87.2385,93.0962
Lyrm7,ENSG00000186687,ortholog_one2one,83.6538,94.2308
Galnt11,ENSG00000178234,ortholog_one2one,87.8289,94.4079
Plek,ENSG00000115956,ortholog_one2one,91.7143,96.8571
Ehmt2,ENSG00000204371,ortholog_one2one,93.6364,95.4545
Rasgrp4,ENSG00000171777,ortholog_one2one,85.7355,90.1932
Arrdc3,ENSG00000113369,ortholog_one2one,98.0676,99.5169
Ccl3,ENSG00000275385,ortholog_one2many,57.3034,68.5393
Ccl3,ENSG00000277632,ortholog_one2many,76.087,86.9565
Ccl3,ENSG00000276085,ortholog_one2many,75.2688,84.9462
Abca7,ENSG00000064687,ortholog_one2one,76.8406,84.2498
Zfp575,ENSG00000176472,ortholog_one2one,82.0408,86.5306
Sod2,ENSG00000291237,ortholog_one2one,90.0901,92.3423
AW554918,ENSG00000150477,ortholog_one2one,72.4437,82.3224
Sybu,ENSG00000147642,ortholog_one2one,85.3695,91.2519
Angptl2,ENSG00000136859,ortholog_one2one,95.3347,96.9574
Clmp,ENSG00000166250,ortholog_one2one,92.2252,95.4424
Grina,ENSG00000178719,ortholog_one2one,87.3315,89.2183
Malt1,ENSG00000172175,ortholog_one2one,88.1068,92.5971
Rusc1,ENSG00000160753,ortholog_one2one,83.9246,88.5809
Gm12505,not found,,,
Gm5643,not found,,,
Abra,ENSG00000174429,ortholog_one2one,78.7402,86.3517
Synpo,ENSG00000171992,ortholog_one2one,79.0698,82.9457
Stxbp2,ENSG00000076944,ortholog_one2one,93.9292,96.2901
Tbc1d30,ENSG00000111490,ortholog_one2one,91.7214,93.9553
Igsf23,ENSG00000216588,ortholog_one2one,47.3958,59.8958
Msrb3,ENSG00000174099,ortholog_one2one,92.4324,94.5946
Itgb3,ENSG00000259207,ortholog_one2one,90.6091,95.8122
Lst1,ENSG00000204482,ortholog_one2one,50.5155,59.7938
Gabarapl2,ENSG00000034713,ortholog_one2one,100,100
Smim12,ENSG00000163866,ortholog_one2one,95.6522,96.7391
Pet100,ENSG00000229833,ortholog_one2one,64.3836,83.5616
Lilrb4,ENSG00000186818,ortholog_many2many,29.6875,39.0625
Lilrb4,ENSG00000204577,ortholog_many2many,26.149,34.7068
Lilrb4,ENSG00000244482,ortholog_many2many,26.8191,36.3825
Lilrb4,ENSG00000187116,ortholog_many2many,42.4749,54.515
Lilrb4,ENSG00000105609,ortholog_many2many,23.8579,31.8105
Lilrb4,ENSG00000239961,ortholog_many2many,25.4509,34.2685
Tnfaip3,ENSG00000118503,ortholog_one2one,87.9747,92.5316
AU041133,not found,,,
Il1r2,ENSG00000115590,ortholog_one2one,61.0553,72.8643
Gclc,ENSG00000001084,ortholog_one2one,94.1915,97.0173
Sbf1,ENSG00000100241,ortholog_one2one,94.7174,96.6191
Pkn3,ENSG00000160447,ortholog_one2one,83.0146,88.3015
Banp,ENSG00000172530,ortholog_one2one,91.5094,93.0189
Angptl7,ENSG00000171819,ortholog_one2one,85.5491,91.3295
Fbln7,ENSG00000144152,ortholog_one2one,84.9658,90.205
Trp53bp2,ENSG00000143514,ortholog_one2one,91.0053,94.2681
Pcdhgb4,ENSG00000253953,ortholog_one2one,83.857,90.8992
Slc6a9,ENSG00000196517,ortholog_one2one,93.049,94.6288
Penk,ENSG00000181195,ortholog_one2one,82.7715,91.3858
Csf2rb,ENSG00000100368,ortholog_one2many,55.6299,68.8963
Xrcc4,ENSG00000152422,ortholog_one2one,73.6527,81.1377
Fbn2,ENSG00000138829,ortholog_one2one,96.3255,98.2486
D330041H03Rik,not found,,,
2810047C21Rik1,not found,,,
3110007F17Rik,ENSG00000234469,ortholog_one2many,30.8411,51.8692
Jam2,ENSG00000154721,ortholog_one2one,75.5034,85.2349
Acer2,ENSG00000177076,ortholog_one2one,93.0909,98.1818
D730005E14Rik,not found,,,
Aqp3,ENSG00000165272,ortholog_one2one,95.5479,98.6301
Tcf21,ENSG00000118526,ortholog_one2one,96.0894,98.324
Tnfsf9,ENSG00000125657,ortholog_one2one,32.2835,44.8819
Tob2,ENSG00000183864,ortholog_one2one,89.8256,93.0233
Ly6c1,ENSG00000291309,ortholog_one2many,30.597,41.0448
Ifitm2,ENSG00000185201,ortholog_many2many,62.8788,72.7273
Ifitm2,ENSG00000185885,ortholog_many2many,58.4,68
Ifitm2,ENSG00000142089,ortholog_many2many,63.9098,75.9398
Fntb,ENSG00000257365,ortholog_one2one,88.1007,92.2197
Ldb2,ENSG00000169744,ortholog_one2one,97.5871,98.3914
Lrpprc,ENSG00000138095,ortholog_one2one,75.2511,86.2267
F630028O10Rik,not found,,,
Sspn,ENSG00000123096,ortholog_one2one,75.3086,79.8354
Gstp2,ENSG00000084207,ortholog_one2many,83.8095,91.9048
Slc7a11,ENSG00000151012,ortholog_one2one,89.2216,96.2076
Arl15,ENSG00000185305,ortholog_one2one,97.0588,99.0196
Olr1,ENSG00000173391,ortholog_one2one,60.4396,72.8938
Crebbp,ENSG00000005339,ortholog_one2one,95.3726,96.7649
Ngb,ENSG00000165553,ortholog_one2one,94.0397,95.3642
Pvrl2,ENSG00000130202,ortholog_one2one,73.7918,82.1561
Gm19557,not found,,,
Cacna2d3,ENSG00000157445,ortholog_one2one,98.0752,98.2585
Osbpl8,ENSG00000091039,ortholog_one2one,96.063,98.2002
Hcar2,ENSG00000255398,ortholog_one2many,73.385,79.845
Hcar2,ENSG00000182782,ortholog_one2many,81.2672,86.5014
Zfp598,ENSG00000167962,ortholog_one2one,81.7478,86.7257
Ackr2,ENSG00000144648,ortholog_one2one,71.6146,84.1146
Nfkbid,ENSG00000167604,ortholog_one2one,82.6374,87.2527
Trpm5,ENSG00000070985,ortholog_one2one,84.0343,89.6996
Avil,ENSG00000135407,ortholog_one2one,89.3773,94.6276
Fbxl19,ENSG00000099364,ortholog_one2one,97.3294,98.8131
Atad3a,ENSG00000197785,ortholog_one2one,92.1502,96.9283
E030013I19Rik,not found,,,
Kcnd3,ENSG00000171385,ortholog_one2one,99.3893,99.542
Col6a5,ENSG00000172752,ortholog_one2one,73.3359,84.1622
Plac9b,ENSG00000189129,ortholog_one2one,71.134,74.2268
Vasn,ENSG00000168140,ortholog_one2one,83.3581,87.5186
Itga1,ENSG00000213949,ortholog_one2one,87.9559,93.978
Frs3,ENSG00000137218,ortholog_one2one,85.9756,89.4309
Mmp16,ENSG00000156103,ortholog_one2one,98.0231,99.341
Nmnat2,ENSG00000157064,ortholog_one2one,98.6971,99.0228
Scx,ENSG00000260428,ortholog_one2one,95.5224,96.5174
1110008L16Rik,ENSG00000100890,ortholog_one2one,77.187,86.964
Hnrnpa1,ENSG00000224578,ortholog_one2many,99.0625,99.375
Hnrnpa1,ENSG00000139675,ortholog_one2many,96.875,97.1875
Csf2rb2,ENSG00000100368,ortholog_one2many,55.0725,66.6667
Vasp,ENSG00000125753,ortholog_one2one,87.3684,90.2632
Irx1,ENSG00000170549,ortholog_one2one,91.4583,93.5417
BC003331,error - retries exceeded,,,
Cited2,ENSG00000164442,ortholog_one2one,95.1852,95.9259
Kcnf1,ENSG00000123700,ortholog_one2one,98.5948,99.0632
Abcb9,ENSG00000150967,ortholog_one2one,93.7337,95.8225
Nell1,ENSG00000165973,ortholog_one2one,93.3333,97.4074
Csf2ra,ENSG00000198223,ortholog_one2one,30.25,45.5
Ccl9,ENSG00000274736,ortholog_many2many,36.4963,54.7445
Ccl9,ENSG00000275718,ortholog_many2many,41.5929,58.4071
Prcc,ENSG00000143294,ortholog_one2one,93.0754,95.3157
Ciz1,ENSG00000148337,ortholog_one2one,64.0312,70.9354
Rexo1,ENSG00000079313,ortholog_one2one,77.7232,83.2105
Homer3,ENSG00000051128,ortholog_one2one,89.1967,91.4127
Pak3,ENSG00000077264,ortholog_one2one,98.5294,99.0809
2610305D13Rik,ENSG00000196378,ortholog_one2many,23.5622,33.9518
Ccrn4l,ENSG00000151014,ortholog_one2one,90.2552,93.0394
4930565N06Rik,not found,,,
Fam180a,ENSG00000189320,ortholog_one2one,78.6127,87.2832
Tubb2a,ENSG00000137267,ortholog_one2one,100,100
Nos3,ENSG00000164867,ortholog_one2one,94.015,96.5919
Nfkbia,ENSG00000100906,ortholog_one2one,90.8517,93.6908
Tgm1,ENSG00000092295,ortholog_one2one,90.6977,93.6353
Gtpbp4,ENSG00000107937,ortholog_one2one,94.795,97.7918
Trem3,not found,,,
Gramd1a,ENSG00000089351,ortholog_one2one,93.5083,95.0276
Fam172a,ENSG00000113391,ortholog_one2one,93.2692,96.875
Trim30b,ENSG00000132256,ortholog_one2many,21.0953,27.9919
Rpain,ENSG00000129197,ortholog_one2one,71.6895,80.3653
Csf3r,ENSG00000119535,ortholog_one2one,62.5598,73.6842
Tma7,ENSG00000232112,ortholog_one2one,100,100
Fam107a,ENSG00000168309,ortholog_one2one,90.9722,96.5278
Zfp711,ENSG00000147180,ortholog_one2one,94.052,96.9021
Phf21a,ENSG00000135365,ortholog_one2one,95.5947,97.6505
Mmp10,not found,,,
Kcne2,ENSG00000159197,ortholog_one2one,84.5528,95.935
Tlr2,ENSG00000137462,ortholog_one2one,70.9184,83.9286
Hpse2,ENSG00000172987,ortholog_one2one,97.4662,98.9865
Siglece,ENSG00000129450,ortholog_one2many,49.892,64.3629
Siglece,ENSG00000168995,ortholog_one2many,50.3212,65.0964
Siglece,ENSG00000254521,ortholog_one2many,37.9832,49.916
Siglece,ENSG00000105366,ortholog_one2many,48.8978,61.7234
LOC381967,error - retries exceeded,,,
E2f2,ENSG00000007968,ortholog_one2one,82.8375,87.1854
Csgalnact1,ENSG00000147408,ortholog_one2one,91.1654,94.5489
Fzr1,ENSG00000105325,ortholog_one2one,98.3773,99.5943
Ndfip1,ENSG00000131507,ortholog_one2one,97.2851,97.7376
Egr3,ENSG00000179388,ortholog_one2one,98.9664,99.2248
Kctd12,ENSG00000178695,ortholog_one2one,99.0769,99.3846
Thbs4,ENSG00000113296,ortholog_one2one,92.5078,96.358
Enpp1,ENSG00000197594,ortholog_one2one,78.4865,87.4595
Zfp207,ENSG00000010244,ortholog_one2one,98.9879,99.3927
Prr13,not found,,,
Pcnxl2,ENSG00000135749,ortholog_one2one,80.2995,87.5526
Xlr,ENSG00000139351,ortholog_one2many,30.5085,49.5763
Dedd,ENSG00000158796,ortholog_one2one,98.7421,99.0566
Ntf3,ENSG00000185652,ortholog_one2one,95.9259,97.7778
Spin2c,not found,,,
Ces2b,ENSG00000172831,ortholog_one2many,70.3041,79.7853
Snx7,ENSG00000162627,ortholog_one2one,87.8049,92.4612
Mthfr,ENSG00000177000,ortholog_one2one,90.0915,95.2744
Fkbp5,ENSG00000096060,ortholog_one2one,86.8709,91.4661
Klf15,ENSG00000163884,ortholog_one2one,85.0962,90.1442
Cenpm,ENSG00000100162,ortholog_one2one,79.4444,91.1111
Actg2,ENSG00000163017,ortholog_one2one,100,100
Hic1,ENSG00000177374,ortholog_one2one,95.3782,96.0784
Vil1,ENSG00000127831,ortholog_one2one,89.9637,93.954
Zfp358,ENSG00000198816,ortholog_one2one,82.9225,88.0282
Fbrs,ENSG00000156860,ortholog_one2one,94.898,95.9184
Rgcc,ENSG00000102760,ortholog_one2one,86.8613,94.8905
Bcl3,ENSG00000069399,ortholog_one2one,80.6167,86.7841
Pram1,ENSG00000133246,ortholog_one2one,56.8657,64.7761
Efcab7,ENSG00000203965,ortholog_one2one,82.6709,91.4149
Trim27,ENSG00000204713,ortholog_one2one,98.8304,99.4152
Rad52,ENSG00000002016,ortholog_one2one,69.1388,77.2727
Pdlim5,ENSG00000163110,ortholog_one2one,72.4832,75.5034
Lbp,ENSG00000129988,ortholog_one2one,67.5676,80.8732
Rnf149,ENSG00000163162,ortholog_one2one,75.75,82.25
Rcan3,ENSG00000117602,ortholog_one2one,89.6266,95.8506
H2-Oa,ENSG00000204252,ortholog_one2one,72.8,82.4
Bcl2a1a,ENSG00000140379,ortholog_one2many,70.8571,83.4286
Zfp523,ENSG00000065029,ortholog_one2one,92.1053,94.2105
Ggps1,ENSG00000152904,ortholog_one2one,93.6667,97.3333
Arrb2,ENSG00000141480,ortholog_one2one,96.8215,98.2885
Palm3,ENSG00000187867,ortholog_one2one,54.7965,63.8081
Mlxipl,ENSG00000009950,ortholog_one2one,82.0423,86.7371
Rab44,ENSG00000255587,ortholog_one2one,60.2351,69.4417
Eno1,ENSG00000074800,ortholog_one2many,94.7005,98.8479
Kdm6b,ENSG00000132510,ortholog_one2one,92.2702,94.4005
Vps37b,ENSG00000139722,ortholog_one2one,83.8596,90.5263
Gga3,ENSG00000125447,ortholog_one2one,85.8921,89.4882
Pla2g4c,ENSG00000105499,ortholog_one2one,57.671,71.719
Mapk8ip3,ENSG00000138834,ortholog_one2one,93.7173,96.5595
Trpm6,ENSG00000119121,ortholog_one2one,78.091,85.4105
Ccl12,ENSG00000108700,ortholog_one2one,60.6061,81.8182
Srp54a,ENSG00000100883,ortholog_one2many,99.8016,100
Triap1,ENSG00000170855,ortholog_one2one,98.6842,98.6842
Il18rap,ENSG00000115607,ortholog_one2one,65.1085,78.798
Il18r1,ENSG00000115604,ortholog_one2one,63.2163,75.2311
Phlda1,ENSG00000139289,ortholog_one2one,86.0349,88.7781
Tmem40,ENSG00000088726,ortholog_one2one,75.5365,81.9743
Pcdhga5,ENSG00000253485,ortholog_one2one,85.0698,91.6219
Vav1,ENSG00000141968,ortholog_one2one,92.8994,95.9763
Eltd1,ENSG00000162618,ortholog_one2one,78.9855,88.2609
Spon2,ENSG00000159674,ortholog_one2one,85.1964,90.6344
Notum,ENSG00000185269,ortholog_one2one,90.7258,95.1613
Hdac6,ENSG00000094631,ortholog_one2one,73.8272,79.4239
Pde7a,ENSG00000205268,ortholog_one2one,93.9834,97.0954
Spata2l,ENSG00000158792,ortholog_one2one,85.6132,90.566
