gene	Dai_34276789_data	Hamvas_30342483	Li_26030808	Luo_36514862_eqtl	Luo_36514862_SNPS	Ambalavanan_25449221	Hadchoul_data	Torgerson_30113228	Wang_23897914	Ahmed_37839510	Zasada_31445514	Zasada_31445514_day36GA	Bharracharya_22723293	Da_paepe_20718599	Fulton_30459472	Gong_32412065	Pietrzyk_24194948_down_day28	Pietrzyk_24194948_down_day5	Pietrzyk_24194948_up_day28	Pietrzyk_24194948_up_day5	Shen_33093882	Windhorst_37090732	Bhattacharya_33552042	Oji_mmuo_33177681_mRNA	Siddiah_37123538	Tsotakos_35947545_down	Yuon_chou_37507442_cpg_day14	Yuon_chou_37507442_cpg_day28	Yuon_chou_37507442_deg_cord	Yuon_chou_37507442_deg_day14	Yuon_chou_37507442_deg_day28	maic_score	contributors
SUSD4	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3395003601797202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3504330243848044	0.0	0.0	3.942120107303846	EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_deg_cord, MICROARRAY: Gong_32412065
SPOCD1	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3321923724868971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3386761654112365	0.0	0.0	0.0	3.9230552606374545	EXOMESEQ: Li_26030808, MICROARRAY: Gong_32412065, RNASEQ: Yuon_chou_37507442_cpg_day28
FCRL2	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5019714005462672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1561406668022975	0.0	0.0	0.0	0.0	3.910298790087886	EXOMESEQ: Li_26030808, MICROARRAY: Gong_32412065, RNASEQ: Yuon_chou_37507442_cpg_day14
DEPDC1	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3874865070202804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2685343403728284	0.0	0.0	3.90820757013243	MICROARRAY: Bharracharya_22723293, EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_deg_cord
PTGFRN	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.496107316964368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1532995901491592	0.0	0.0	0.0	0.0	3.901593629852848	EXOMESEQ: Li_26030808, MICROARRAY: Pietrzyk_24194948_down_day5, RNASEQ: Yuon_chou_37507442_cpg_day14
IQGAP3	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3874859770202803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2433028639815993	0.0	0.0	3.8829755637412005	MICROARRAY: Bharracharya_22723293, EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_deg_cord
BUB1	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3874862370202803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.234430703676056	0.0	0.0	3.8741036634356574	MICROARRAY: Bharracharya_22723293, EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_deg_cord
SLC44A5	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3874855370202803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2224700071362988	0.0	0.0	3.8621422668959005	MICROARRAY: Bharracharya_22723293, EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_deg_cord
ASPM	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3874867470202803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.158943862433394	1.1464316521583648	1.2147381676710691	0.0	0.0	3.8544116374306703	MICROARRAY: Bharracharya_22723293, EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_deg_cord
CD1C	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3326020896223625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2593166361504717	1.2561852181057656	0.0	3.8441054485121553	EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_deg_cord, MICROARRAY: Gong_32412065
NFIA	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.310711774645863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2691289485266997	1.2383663417640272	0.0	3.832027445911884	EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_deg_cord, MICROARRAY: Fulton_30459472
CENPA	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3874861070202804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1712173135749522	0.0	0.0	0.0	0.0	3.8108901433345537	MICROARRAY: Bharracharya_22723293, EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_cpg_day14
IL1RL1	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3874865670202803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1656740573494955	0.0	0.0	0.0	0.0	3.805347347109097	MICROARRAY: Bharracharya_22723293, EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_cpg_day14
KIF14	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3874863570202804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1642472055192525	0.0	0.0	0.0	0.0	3.8039202852788545	MICROARRAY: Bharracharya_22723293, EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_cpg_day14
PDGFD	0.0	1.2259098983205519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.310712034645863	1.3608342338504238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2170455493691796	0.0	0.0	3.803789681540156	EXOMESEQ: Hamvas_30342483, RNASEQ: Yuon_chou_37507442_deg_cord, MICROARRAY: Gong_32412065
C1orf115	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.310711514645863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23900525845964	0.0	0.0	3.801903495844824	EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_deg_cord, MICROARRAY: Fulton_30459472
PCNX2	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2987543044820287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2494677722639587	0.0	3.800408799485308	EXOMESEQ: Li_26030808, MICROARRAY: Windhorst_37090732, RNASEQ: Yuon_chou_37507442_deg_day14
PHC2	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2987543044820287	0.0	0.0	0.0	0.0	0.0	0.0	1.2414268493780416	0.0	0.0	3.7923678765993913	EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_deg_cord, MICROARRAY: Windhorst_37090732
S1PR1	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.310710994645863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2231582196516662	0.0	0.0	3.78605593703685	EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_deg_cord, MICROARRAY: Fulton_30459472
PLA2G2A	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3874864170202803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1445109825310695	0.0	0.0	0.0	3.7841841222906707	MICROARRAY: Bharracharya_22723293, EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_cpg_day28
ACTN2	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2987543044820287	0.0	0.0	0.0	0.0	0.0	0.0	1.2319628771839108	0.0	0.0	3.7829039044052606	EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_deg_cord, MICROARRAY: Windhorst_37090732
ZBTB40	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2987543044820287	0.0	0.0	0.0	0.0	0.0	0.0	1.2299248715033329	0.0	0.0	3.7808658987246826	EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_deg_cord, MICROARRAY: Windhorst_37090732
CD52	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2987543044820287	0.0	0.0	0.0	0.0	0.0	0.0	1.2202232779417563	0.0	0.0	3.771164305163106	EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_deg_cord, MICROARRAY: Windhorst_37090732
IL23R	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3330145149271948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1583630200954191	0.0	0.0	0.0	0.0	3.743564257761935	EXOMESEQ: Li_26030808, MICROARRAY: Gong_32412065, RNASEQ: Yuon_chou_37507442_cpg_day14
TGFA	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.333138292234434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1541708536561215	0.0	0.0	0.0	0.0	3.7394958686298763	EXOMESEQ: Li_26030808, MICROARRAY: Da_paepe_20718599, RNASEQ: Yuon_chou_37507442_cpg_day14
IFNLR1	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3347957053438229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1474564042823594	0.0	0.0	0.0	3.7344388323655036	EXOMESEQ: Li_26030808, MICROARRAY: Gong_32412065, RNASEQ: Yuon_chou_37507442_cpg_day28
ALPL	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.310711094645863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1703460500679899	1.1456709451811027	0.0	0.0	0.0	3.733243867453174	EXOMESEQ: Li_26030808, MICROARRAY: Fulton_30459472, RNASEQ: Yuon_chou_37507442_cpg_day14
CNRIP1	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.332963348461532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1476931988869659	0.0	0.0	0.0	0.0	3.7328432700878187	EXOMESEQ: Li_26030808, MICROARRAY: Gong_32412065, RNASEQ: Yuon_chou_37507442_cpg_day14
CACNA1E	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3331212845540281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1436891906751137	0.0	0.0	0.0	3.728997197968463	EXOMESEQ: Li_26030808, MICROARRAY: Gong_32412065, RNASEQ: Yuon_chou_37507442_cpg_day28
PADI2	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2987543044820287	0.0	0.0	0.0	0.0	1.1569487952725235	0.0	0.0	0.0	0.0	3.7078898224938728	EXOMESEQ: Li_26030808, MICROARRAY: Windhorst_37090732, RNASEQ: Yuon_chou_37507442_cpg_day14
FGFR3	1.229883813462231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.333138292234434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1445809223150913	0.0	0.0	0.0	3.7076030280117562	EXOMESEQ: Dai_34276789_data, MICROARRAY: Da_paepe_20718599, RNASEQ: Yuon_chou_37507442_cpg_day28
CDC14A	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2987543044820287	0.0	0.0	0.0	0.0	0.0	1.1468141248240415	0.0	0.0	0.0	3.6977551520453913	EXOMESEQ: Li_26030808, MICROARRAY: Windhorst_37090732, RNASEQ: Yuon_chou_37507442_cpg_day28
AK2	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2987543044820287	0.0	0.0	0.0	0.0	0.0	1.1453211331399626	0.0	0.0	0.0	3.696262160361312	EXOMESEQ: Li_26030808, MICROARRAY: Windhorst_37090732, RNASEQ: Yuon_chou_37507442_cpg_day28
HIVEP3	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	0.0	1.2155777945956672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1677827675764916	0.0	0.0	0.0	0.0	3.6355472849114796	EXOMESEQ: Li_26030808, GWAS: Wang_23897914, RNASEQ: Yuon_chou_37507442_cpg_day14
MPO	0.0	0.0	0.0	1.543991895154316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.634024505408158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.178016400562474	MICROARRAY: Pietrzyk_24194948_up_day5, EXOMESEQ: Luo_36514862_eqtl
CD24	0.0	0.0	0.0	1.543991895154316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.529921216909991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.073913112064307	MICROARRAY: Pietrzyk_24194948_up_day5, EXOMESEQ: Luo_36514862_eqtl
ITGA9	0.0	0.0	0.0	1.543991895154316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.529772426758863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.073764321913179	MICROARRAY: Pietrzyk_24194948_up_day5, EXOMESEQ: Luo_36514862_eqtl
CD28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7582745579577563	1.7309582354910553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.163009758799219	0.0	1.2269442168056446	1.2839903010788556	0.0	3.042264859036612	RNASEQ: Yuon_chou_37507442_deg_day14, MICROARRAY: Pietrzyk_24194948_down_day28
ICOS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7972589544765272	1.798462813303441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2397510850227569	0.0	0.0	3.038213898326198	RNASEQ: Yuon_chou_37507442_deg_cord, MICROARRAY: Pietrzyk_24194948_down_day5
UBASH3A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7478343255040871	0.0	0.0	1.5296553995967659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2480109029066258	1.2760312947137524	0.0	3.0238656202178396	RNASEQ: Yuon_chou_37507442_deg_day14, MICROARRAY: Pietrzyk_24194948_down_day28
ITK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7384241074631757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2350489196732615	1.2768684118090075	0.0	3.015292519272183	RNASEQ: Yuon_chou_37507442_deg_day14, MICROARRAY: Pietrzyk_24194948_down_day28
TRAT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7828188098724258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2235428181151422	0.0	0.0	3.006361627987568	RNASEQ: Yuon_chou_37507442_deg_cord, MICROARRAY: Pietrzyk_24194948_down_day28
EML6	0.0	0.0	1.252186722739321	0.0	0.0	0.0	0.0	1.7466023069596954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9987890296990165	GWAS: Torgerson_30113228, EXOMESEQ: Li_26030808
NBL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8352841594112053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1467091079075464	0.0	0.0	0.0	2.9819932673187517	GWAS: Torgerson_30113228, RNASEQ: Yuon_chou_37507442_cpg_day28
