gene	Nichols_24571919	Chen28689251	Bao_27137150	Bhaskaran_22911455	Chao27770432	Denervaud_26353077_down_ranked	Denervaud_26353077_up_ranked	Natarajan_28851267_down	Natarajan_28851267_up	Revhaug_31454811_down_ranked	Revhaug_31454811_up_ranked	Shrestha_33446917_down_	Shrestha_33446917_up	Al_mudares_37368978_female	Al_mudares_37368978_male	Bhattacharya_25150062	Cheng_31961470	Coarfa_28818871_female_down_day21_ranked	Coarfa_28818871_female_down_day7_ranked	Coarfa_28818871_female_up_day21_ranked	Coarfa_28818871_female_up_day7_ranked	Coarfa_28818871_male_down_day21	Coarfa_28818871_male_down_day7	Coarfa_28818871_male_up_day21	Coarfa_28818871_male_up_day7	Dong_36157523	Dravet_gounot_29287116_p21	Nitkin_32753701_24hr_unranked	Nitkin_32753701_6hr_unranked	Rao_37310763_ranked	x_dravet_gounot_29287116_p10	Hurskainen_33692365_endothelial	Hurskainen_33692365_epithelial	Hurskainen_33692365_stroma	Scaffa_34417156_ranked	maic_score	contributors
THSD7B	0.0	0.0	0.0	0.0	0.0	1.7862783991315225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46468324784122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3195335106903465	1.3189588457996422	1.3202083941646177	0.0	4.57117004113736	SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Bhattacharya_25150062, MICROARRAY: Denervaud_26353077_down_ranked
Ifi47	0.0	1.4726668334724653	0.0	0.0	0.0	0.0	1.662222058838045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4242533196353258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.559142211945836	MICROARRAY: Denervaud_26353077_up_ranked, METHYLATION: Chen28689251, RNASEQ: Al_mudares_37368978_male
HPGD	0.0	0.0	0.0	1.7113236836958743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4646855678413389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3818751435774295	4.557884395114643	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Bhattacharya_25150062, MICROARRAY: Bhaskaran_22911455
TF	0.0	0.0	0.0	0.0	0.0	0.0	1.662221618838045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46468313784122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	0.0	0.0	0.0	1.3875398394877394	4.552345863567646	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked, MICROARRAY: Denervaud_26353077_up_ranked
CYP2E1	0.0	0.0	0.0	0.0	0.0	1.714236940826788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4664998199731116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3739581693878633	0.0	0.0	0.0	0.0	1.370658299986797	4.551395060786696	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Coarfa_28818871_female_down_day7_ranked, MICROARRAY: Denervaud_26353077_down_ranked
SELL	0.0	0.0	0.0	0.0	0.0	0.0	1.662221718838045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.424248232969947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	1.3177154923985752	1.317037956059007	1.3179178514276622	1.3852139364924427	4.550020060572349	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
NOX4	0.0	0.0	0.0	0.0	0.0	1.730861892743265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4262045097784406	0.0	0.0	0.0	0.0	1.3796805437444783	4.5367469462661845	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Denervaud_26353077_down_ranked, RNASEQ: Rao_37310763_ranked
C3	0.0	0.0	0.0	0.0	0.0	0.0	1.662222448838045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4895093990469637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3803745624950694	4.532106410380078	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Dong_36157523, MICROARRAY: Denervaud_26353077_up_ranked
CSF3R	0.0	1.4726668334724653	0.0	0.0	0.0	0.0	1.662221428838045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3951696626071481	0.0	0.0	0.0	0.0	0.0	4.530057924917658	MICROARRAY: Denervaud_26353077_up_ranked, METHYLATION: Chen28689251, RNASEQ: Rao_37310763_ranked
TMEM176B	0.0	0.0	0.0	1.7113233736958742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4242517067902056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3893970522730947	4.524972132759174	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Bhaskaran_22911455, RNASEQ: Al_mudares_37368978_male
FABP5	0.0	0.0	0.0	1.7113235636958744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6853574696364713	0.0	1.4242500939450855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3866019742075348	4.522175631848494	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Bhaskaran_22911455, RNASEQ: Al_mudares_37368978_male
MMP14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6853573496364713	0.0	1.4242866931228104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3905832934405606	4.500227336199842	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Shrestha_33446917_up, RNASEQ: Al_mudares_37368978_male
MEST	0.0	0.0	1.4728693033205753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.344657824497829	0.0	0.0	0.0	0.0	1.673238054962678	4.490765182781082	MICROARRAY: Bao_27137150, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked
CHI3L1	0.0	0.0	0.0	0.0	0.0	0.0	1.662222028838045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	1.319067108091934	1.3184420582044458	1.3196329921244163	0.0	4.484439426204322	SCRNASEQ: Hurskainen_33692365_stroma, MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
PTPRC	0.0	0.0	0.0	0.0	0.0	0.0	1.662221918838045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4895093990469637	0.0	0.0	0.0	0.0	0.0	1.3187244449584063	1.3180715312493996	1.3192235714419653	0.0	4.470954889326974	SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Dong_36157523, MICROARRAY: Denervaud_26353077_up_ranked
SLPI	0.0	0.0	0.0	0.0	0.0	0.0	1.662221638838045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	1.3437912499295577	0.0	1.3057508379862366	1.304703308739701	0.0	0.0	4.470556882066142	SCRNASEQ: Hurskainen_33692365_endothelial, MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
MMP9	0.0	0.0	0.0	0.0	0.0	0.0	1.662221418838045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4242462479297993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	1.443787015723035	0.0	1.305531914317594	1.304488793134148	0.0	0.0	4.4703377383975	SCRNASEQ: Hurskainen_33692365_endothelial, MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
ACTG2	0.0	0.0	0.0	1.7113235336958743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3882305746746353	0.0	0.0	0.0	0.0	1.3701330966079714	4.469687204978481	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Bhaskaran_22911455, RNASEQ: Rao_37310763_ranked
Clec4a3	0.0	0.0	0.0	0.0	0.0	0.0	1.662221448838045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4242474885798915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3824378614833188	4.468906798901255	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Al_mudares_37368978_male
PLEK	0.0	0.0	0.0	0.0	0.0	0.0	1.662221858838045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4158849597902654	0.0	0.0	0.0	0.0	1.375591460295051	4.453698278923361	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Rao_37310763_ranked
DES	0.0	0.0	0.0	1.7113234136958744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3661237708038683	0.0	1.3212468263579846	1.3207822284468438	1.3223108246961226	1.370114339344442	4.447561523844184	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Bhaskaran_22911455, RNASEQ: Rao_37310763_ranked
ATP1A2	0.0	0.0	0.0	0.0	0.0	1.6643620850773564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46468345784122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.316868352985132	1.3161798936367946	1.3168887670096099	0.0	4.4459343099281865	SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Bhattacharya_25150062, MICROARRAY: Denervaud_26353077_down_ranked
EMP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6853574496364714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3636219897977748	0.0	0.0	0.0	0.0	1.3885340003285362	4.437513439762783	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Shrestha_33446917_up, RNASEQ: Rao_37310763_ranked
BASP1	0.0	0.0	0.0	1.7113235236958744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.345321483914112	0.0	0.0	0.0	0.0	1.3754226449232858	4.432067652533272	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Bhaskaran_22911455, RNASEQ: Rao_37310763_ranked
PGLYRP1	0.0	0.0	0.0	0.0	0.0	0.0	1.662221458838045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3778427305573462	0.0	0.0	0.0	0.0	1.381893900840959	4.42195809023635	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Rao_37310763_ranked
MS4A1	0.0	0.0	0.0	0.0	0.0	0.0	1.662221438838045	0.0	0.0	1.546586461219321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3599617591621957	1.3678725668106746	0.0	0.0	0.0	0.0	1.3835445400316544	4.413638545680374	MICROARRAY: Denervaud_26353077_up_ranked, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked
PRSS35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57261584144377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46468521784122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3709959307303277	4.408296990015318	MICROARRAY: Natarajan_28851267_down, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Bhattacharya_25150062
FCRLA	0.0	0.0	0.0	0.0	0.0	0.0	1.662221988838045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.357533562143333	0.0	1.3172871634816656	1.316608924847901	1.317397776506711	1.3860392561347041	4.405794807116082	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Rao_37310763_ranked
PLAC8	0.0	0.0	0.0	0.0	0.0	0.0	1.662222368838045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3599617591621957	0.0	0.0	0.0	0.0	0.0	1.3835257827681202	4.405709910768361	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_6hr_unranked, MICROARRAY: Denervaud_26353077_up_ranked
BANK1	0.0	0.0	0.0	0.0	0.0	0.0	1.662221508838045	0.0	0.0	1.5464814463630232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3538728407634815	0.0	0.0	0.0	0.0	1.3864894305720414	4.402583780173568	MICROARRAY: Denervaud_26353077_up_ranked, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked
FMO2	0.0	0.0	0.0	0.0	0.0	0.0	1.662221358838045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3599617591621957	0.0	0.0	1.3177916397615812	1.3171159617337538	1.3180285056661625	1.380243261650363	4.402426379650604	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_6hr_unranked, MICROARRAY: Denervaud_26353077_up_ranked
CD53	0.0	0.0	0.0	0.0	0.0	0.0	1.662222098838045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3447067914570863	0.0	0.0	0.0	0.0	1.3824566187468486	4.38938550904198	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Rao_37310763_ranked
IL18RAP	0.0	0.0	0.0	0.0	0.0	0.0	1.662222488838045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3843177814280614	0.0	1.3229220683441194	1.3225471068379857	1.3243579281083773	0.0	4.3708981983744835	SCRNASEQ: Hurskainen_33692365_stroma, MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Rao_37310763_ranked
MMP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5454504363376502	0.0	0.0	1.448291905716294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3767356533703496	4.370477995424293	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Al_mudares_37368978_female, MICROARRAY: Revhaug_31454811_up_ranked
SYK	0.0	1.4726668334724653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	0.0	0.0	0.0	1.3841635297285093	4.359414768442836	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked, METHYLATION: Chen28689251
PLA2G7	0.0	1.4726668334724653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.427354979374382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	1.3433185417542584	0.0	0.0	0.0	0.0	1.3821002307397845	4.357351469454111	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked, METHYLATION: Chen28689251
NRCAM	0.0	1.4726668334724653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	0.0	0.0	0.0	1.3772045849585866	4.352455823672913	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked, METHYLATION: Chen28689251
APLNR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57261588144377	0.0	0.0	0.0	0.0	0.0	1.4365230437906733	1.424274906946933	1.4665454474871649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3435191544886782	0.0	1.310995487613284	1.3101539552626198	1.3098179611694432	0.0	4.350156816544219	SCRNASEQ: Hurskainen_33692365_endothelial, MICROARRAY: Natarajan_28851267_down, RNASEQ: Bhattacharya_25150062
FGD4	0.0	1.4726668334724653	0.0	0.0	1.4514167718539397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4242746588169144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.34835826414332	METHYLATION: Chen28689251, MICROARRAY: Chao27770432, RNASEQ: Al_mudares_37368978_male
ANGPTL2	0.0	1.4726668334724653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46468353784122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	1.412657339460416	0.0	1.3130514664144495	1.3122503577714346	1.3122523544164488	1.372327696440921	4.347578935155247	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked, METHYLATION: Chen28689251
CPM	0.0	1.4726668334724653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4895093990469637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3814624837797798	4.343638716299209	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Dong_36157523, METHYLATION: Chen28689251
STAT3	0.0	1.4726668334724653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4242868171878196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	0.0	0.0	0.0	1.3647310047114802	4.339982243425807	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked, METHYLATION: Chen28689251
ANKRD44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.546470312420114	0.0	0.0	0.0	0.0	0.0	1.46468390784122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.322455665745707	1.3220693220801627	1.323815722339726	0.0	4.3349699426010595	MICROARRAY: Revhaug_31454811_down_ranked, SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Bhattacharya_25150062
CD84	0.0	0.0	0.0	0.0	0.0	0.0	1.662221468838045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3432572156183478	0.0	1.3169730556092654	1.3162969021489144	1.3170215520958102	0.0	4.322500236552203	SCRNASEQ: Hurskainen_33692365_stroma, MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Rao_37310763_ranked
