gene	Deng_37674532	Hu_37081490	Lingappen_25003466	Feng_37553691	Gharib_16387799	Li_31106457	Lv_2621618	Wang_37149072	Yie_31373289ip	Yie_31373289it	Jia_34917127	Lee_15885264	Leikauf_21297076	Leikauf_22447970	Leikauf_23590305	Bao_31411002	maic_score	contributors
ENSG00000130222	1.4505807577419605	0.0	0.0	1.5853862425004126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6517428160786352	0.0	0.0	0.0	0.0	4.687709816321008	CLP: Deng_37674532, LPS: Feng_37553691, TOXICINHALENT: Lee_15885264
ENSG00000271503	1.4514251084243013	0.0	0.0	1.6003250348345506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5299888389481957	0.0	0.0	0.0	0.0	4.581738982207048	CLP: Deng_37674532, LPS: Feng_37553691, TOXICINHALENT: Lee_15885264
ENSG00000163131	1.4573506330260764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.411892300087049	0.0	0.0	1.5422177157244044	0.0	0.0	0.0	0.0	4.411460648837529	CLP: Deng_37674532, TOXICINHALENT: Lee_15885264, LPS: Yie_31373289ip
ENSG00000109321	0.0	0.0	2.2898584392158914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.710416057273074	0.0	0.0	0.0	0.0	4.000274496488966	TOXICINHALENT: Lee_15885264, HYPEROXIA: Lingappen_25003466
ENSG00000104687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2377082354817808	0.0	1.586289508764313	0.0	0.0	0.0	1.1143036788736362	3.93830142311973	Ï»¿CLP: Bao_31411002, TOXICINHALENT: Lee_15885264, LPS: Yie_31373289it
ENSG00000148926	0.0	0.0	2.027340050133521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7878429668292029	0.0	0.0	0.0	0.0	3.815183016962724	TOXICINHALENT: Lee_15885264, HYPEROXIA: Lingappen_25003466
ENSG00000148677	0.0	0.0	2.1662364184493392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.621891609272813	0.0	0.0	0.0	0.0	3.788128027722152	TOXICINHALENT: Lee_15885264, HYPEROXIA: Lingappen_25003466
ENSG00000117525	0.0	0.0	2.0683518523759843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.671355837699169	0.0	0.0	0.0	0.0	3.7397076900751536	TOXICINHALENT: Lee_15885264, HYPEROXIA: Lingappen_25003466
ENSG00000185338	0.0	1.740520905390353	0.0	0.0	0.0	0.0	0.0	1.992485830226562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.733006735616915	CLP: Hu_37081490, LPS: Wang_37149072
ENSG00000204388	0.0	0.0	0.0	1.8895099319220807	0.0	0.0	0.0	0.0	0.0	1.2276793957554362	0.0	1.8066529484956555	0.0	0.0	0.0	0.0	3.696162880417736	LPS: Feng_37553691, TOXICINHALENT: Lee_15885264
ENSG00000160326	0.0	1.740520905390353	0.0	0.0	0.0	0.0	0.0	1.9392803813187716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6798012867091243	CLP: Hu_37081490, LPS: Wang_37149072
ENSG00000204389	0.0	0.0	0.0	1.8784583967066573	0.0	0.0	0.0	0.0	0.0	1.2276614768670495	0.0	1.8002439013611409	0.0	0.0	0.0	0.0	3.6787022980677984	LPS: Feng_37553691, TOXICINHALENT: Lee_15885264
ENSG00000163734	0.0	0.0	0.0	1.5837700190214157	0.0	0.0	1.4194057955712083	2.0508679709240387	0.0	0.0	1.611173999855639	1.550966208314633	0.0	0.0	0.0	0.0	3.6620419707796774	LPS: Wang_37149072, TOXICINHALENT: Jia_34917127
ENSG00000116701	0.0	1.740520905390353	0.0	0.0	0.0	0.0	0.0	1.9144738410204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.654994746410753	CLP: Hu_37081490, LPS: Wang_37149072
ENSG00000026508	0.0	1.740520905390353	0.0	0.0	0.0	0.0	0.0	1.890792611448728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.631313516839081	CLP: Hu_37081490, LPS: Wang_37149072
ENSG00000136167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9217309806032907	1.2366548111687037	1.7029889835924916	1.5350239762513875	0.0	0.0	0.0	0.0	3.6247199641957826	TOXICINHALENT: Jia_34917127, LPS: Yie_31373289ip
ENSG00000076043	0.0	0.0	1.8119433766324664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7939749279399722	0.0	0.0	0.0	0.0	3.6059183045724383	TOXICINHALENT: Lee_15885264, HYPEROXIA: Lingappen_25003466
ENSG00000106366	0.0	0.0	1.929477061539043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.674885016081816	0.0	0.0	0.0	0.0	3.604362077620859	TOXICINHALENT: Lee_15885264, HYPEROXIA: Lingappen_25003466
ENSG00000115107	0.0	1.740520905390353	0.0	0.0	0.0	0.0	0.0	1.8466042081253924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5871251135157456	CLP: Hu_37081490, LPS: Wang_37149072
ENSG00000154451	1.5158481902348622	0.0	0.0	2.0532436809527788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.569091871187641	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000171051	0.0	0.0	0.0	2.0214815218690587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5441923876782917	0.0	0.0	0.0	0.0	3.5656739095473506	LPS: Feng_37553691, TOXICINHALENT: Lee_15885264
ENSG00000116717	0.0	0.0	1.8808845441272302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6679037916080046	0.0	0.0	0.0	0.0	3.548788335735235	TOXICINHALENT: Lee_15885264, HYPEROXIA: Lingappen_25003466
ENSG00000100644	0.0	1.740520905390353	0.0	0.0	0.0	0.0	0.0	1.8063339502619442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.546854855652297	CLP: Hu_37081490, LPS: Wang_37149072
ENSG00000227507	0.0	0.0	0.0	2.0063356175240767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.528586072584827	0.0	0.0	0.0	0.0	3.534921690108904	LPS: Feng_37553691, TOXICINHALENT: Lee_15885264
ENSG00000196136	0.0	0.0	0.0	0.0	0.0	0.0	1.4194057955712083	0.0	1.8036095428028003	1.2663883962046945	1.7164011299392739	1.6612243900364485	0.0	0.0	0.0	0.0	3.520010672742074	TOXICINHALENT: Jia_34917127, LPS: Yie_31373289ip
ENSG00000205362	0.0	1.740520905390353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7759781690095888	0.0	0.0	0.0	0.0	3.516499074399942	CLP: Hu_37081490, TOXICINHALENT: Lee_15885264
ENSG00000100292	0.0	1.740520905390353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.753765269053159	0.0	0.0	0.0	0.0	3.494286174443512	CLP: Hu_37081490, TOXICINHALENT: Lee_15885264
ENSG00000198431	0.0	1.740520905390353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7433737716610225	0.0	0.0	0.0	0.0	3.4838946770513752	CLP: Hu_37081490, TOXICINHALENT: Lee_15885264
ENSG00000004799	0.0	0.0	1.7687203166367063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7148179949342306	0.0	0.0	0.0	0.0	3.483538311570937	TOXICINHALENT: Lee_15885264, HYPEROXIA: Lingappen_25003466
ENSG00000169245	1.5127201273616202	0.0	0.0	1.950307424485116	0.0	0.0	1.4194057955712083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.463027551846736	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000118503	0.0	1.740520905390353	0.0	0.0	0.0	0.0	0.0	1.7205953904415319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.461116295831885	CLP: Hu_37081490, LPS: Wang_37149072
ENSG00000117394	0.0	1.740520905390353	0.0	0.0	0.0	0.0	0.0	1.7057091589996656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4462300643900186	CLP: Hu_37081490, LPS: Wang_37149072
ENSG00000162654	1.4818123973165913	0.0	0.0	1.963659419656021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4454718169726126	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000133794	0.0	1.740520905390353	0.0	0.0	0.0	0.0	0.0	1.6914982184778542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.432019123868207	CLP: Hu_37081490, LPS: Wang_37149072
ENSG00000134321	1.4885991536320113	0.0	0.0	1.9126858749137665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.401285028545778	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000168209	0.0	1.740520905390353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.645762110192717	0.0	0.0	0.0	0.0	3.3862830155830697	CLP: Hu_37081490, TOXICINHALENT: Lee_15885264
ENSG00000171236	0.0	0.0	0.0	1.6854025328085638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6859527728207808	0.0	0.0	0.0	0.0	3.3713553056293444	LPS: Feng_37553691, TOXICINHALENT: Lee_15885264
ENSG00000173193	1.471651241187207	0.0	0.0	1.8573732979302546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3290245391174613	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000165102	1.4518001914031475	0.0	0.0	1.8281359069407146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.279936098343862	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000167996	0.0	1.740520905390353	0.0	0.0	0.0	0.0	0.0	1.5282725464952716	1.305373474807977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2687934518856245	CLP: Hu_37081490, LPS: Wang_37149072
ENSG00000123104	1.451159025384277	0.0	0.0	1.8101248434078072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.261283868792084	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000134184	1.454125075185943	0.0	0.0	1.7932140163270631	0.0	0.0	0.0	0.0	0.0	1.2270555715277045	0.0	0.0	0.0	0.0	0.0	0.0	3.2473390915130063	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000185201	1.5016354457451846	0.0	0.0	1.7352889697757974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.236924415520982	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000108342	0.0	0.0	0.0	1.5792160289732833	0.0	0.0	1.4194057955712083	0.0	0.0	0.0	1.6538405978681519	0.0	0.0	0.0	0.0	0.0	3.233056626841435	LPS: Feng_37553691, TOXICINHALENT: Jia_34917127
ENSG00000185507	1.465506488345984	0.0	0.0	0.0	1.7653019172507176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2308084055967017	CLP: Deng_37674532, LPS: Gharib_16387799
ENSG00000185885	1.499187820750089	0.0	0.0	1.7290220801668594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2282099009169487	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000131981	1.4507413262690243	0.0	0.0	1.7697648270193196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.220506153288344	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000142089	1.4968573762062438	0.0	0.0	1.722949618296972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.219806994503216	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000135679	1.4506445807336916	0.0	0.0	1.7417565123103367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1924010930440283	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000123689	1.4505843571186217	0.0	0.0	1.711364036707355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.161948393825977	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000163515	1.4506908723995233	0.0	0.0	1.7058394085038675	0.0	0.0	0.0	0.0	1.3452348580865263	1.395851934944015	0.0	0.0	0.0	0.0	0.0	0.0	3.156530280903391	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000211592	0.0	0.0	0.0	1.6168716142723571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5360007671604956	0.0	0.0	0.0	0.0	3.1528723814328528	LPS: Feng_37553691, TOXICINHALENT: Lee_15885264
ENSG00000105369	0.0	0.0	0.0	1.6195476793693793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5307381112586018	0.0	0.0	0.0	0.0	3.150285790627981	LPS: Feng_37553691, TOXICINHALENT: Lee_15885264
ENSG00000291309	1.509741821148619	0.0	0.0	1.6311366345999552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1408784557485743	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000197958	1.451865077483011	0.0	0.0	1.6716796729028078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.123544750385819	CLP: Deng_37674532, LPS: Feng_37553691
ENSG00000184557	1.450970260748479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6243155627760877	0.0	0.0	0.0	0.0	3.075285823524567	CLP: Deng_37674532, TOXICINHALENT: Lee_15885264
ENSG00000128272	1.4512619928943298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5553539909075103	0.0	0.0	0.0	0.0	3.00661598380184	CLP: Deng_37674532, TOXICINHALENT: Lee_15885264
ENSG00000198074	0.0	0.0	1.7777138135742432	0.0	0.0	0.0	0.0	0.0	0.0	1.2262411405562037	0.0	0.0	0.0	0.0	0.0	0.0	3.003954954130447	HYPEROXIA: Lingappen_25003466, LPS: Yie_31373289it
ENSG00000108688	0.0	0.0	0.0	0.0	0.0	0.0	1.4194057955712083	0.0	0.0	0.0	0.0	1.5758444145429238	0.0	0.0	0.0	0.0	2.995250210114132	TOXICINHALENT: Lee_15885264, LPS: Lv_2621618
ENSG00000156273	0.0	1.740520905390353	0.0	0.0	0.0	1.2441202691751012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9846411745654544	CLP: Hu_37081490, LPS: Li_31106457
ENSG00000169397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2266872757420313	1.744690879932709	1.531521240222416	0.0	0.0	0.0	0.0	2.9713781556747403	TOXICINHALENT: Jia_34917127, LPS: Yie_31373289it
ENSG00000106211	0.0	1.740520905390353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2264388769655754	0.0	0.0	0.0	0.0	0.0	0.0	2.9669597823559286	CLP: Hu_37081490, LPS: Yie_31373289it
ENSG00000169385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2266706618833807	1.7302959714120578	1.5311253496253603	0.0	0.0	0.0	0.0	2.9569666332954387	TOXICINHALENT: Jia_34917127, LPS: Yie_31373289it
ENSG00000109861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3711519578204643	1.2281861972907053	0.0	1.5380887562167047	0.0	0.0	0.0	0.0	2.909240714037169	TOXICINHALENT: Lee_15885264, LPS: Yie_31373289ip
ENSG00000137801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2902229887104057	0.0	1.6172014750507442	0.0	0.0	0.0	0.0	2.90742446376115	TOXICINHALENT: Lee_15885264, LPS: Yie_31373289it
ENSG00000163563	1.4687579010527332	0.0	0.0	0.0	0.0	0.0	1.4194057955712083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8881636966239412	CLP: Deng_37674532, LPS: Lv_2621618
ENSG00000172123	1.4592522971041866	0.0	0.0	0.0	0.0	0.0	1.4194057955712083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.878658092675395	CLP: Deng_37674532, LPS: Lv_2621618
ENSG00000205045	1.4588337634115012	0.0	0.0	0.0	0.0	0.0	1.4194057955712083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8782395589827097	CLP: Deng_37674532, LPS: Lv_2621618
ENSG00000125868	1.4506260641441684	0.0	0.0	0.0	0.0	1.426578133176838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8772041973210065	CLP: Deng_37674532, LPS: Li_31106457
ENSG00000232810	1.4561317638677806	0.0	0.0	0.0	0.0	0.0	1.4194057955712083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.875537559438989	CLP: Deng_37674532, LPS: Lv_2621618
ENSG00000111331	1.4551300691259583	0.0	0.0	0.0	0.0	0.0	1.4194057955712083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8745358646971666	CLP: Deng_37674532, LPS: Lv_2621618
ENSG00000102794	1.4516795884414029	0.0	0.0	0.0	0.0	0.0	1.4194057955712083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.871085384012611	CLP: Deng_37674532, LPS: Lv_2621618
ENSG00000188820	1.4509482038101469	0.0	0.0	0.0	0.0	0.0	1.4194057955712083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.870353999381355	CLP: Deng_37674532, LPS: Lv_2621618
ENSG00000096060	0.0	0.0	0.0	0.0	0.0	1.39517593121343	0.0	0.0	0.0	0.0	1.4737794211772257	0.0	0.0	0.0	0.0	0.0	2.868955352390656	TOXICINHALENT: Jia_34917127, LPS: Li_31106457
ENSG00000196549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2693344924454877	1.2283277197707185	0.0	1.5816145672621644	0.0	0.0	0.0	0.0	2.850949059707652	TOXICINHALENT: Lee_15885264, LPS: Yie_31373289ip
ENSG00000108344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3028877855128604	0.0	0.0	1.5415880512239752	0.0	0.0	0.0	0.0	2.8444758367368355	TOXICINHALENT: Lee_15885264, LPS: Yie_31373289ip
ENSG00000187837	1.4506100776230924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3867459636193606	0.0	0.0	0.0	0.0	0.0	0.0	2.8373560412424528	CLP: Deng_37674532, LPS: Yie_31373289it
ENSG00000160255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2496749024639286	0.0	1.5613011114836077	0.0	0.0	0.0	0.0	2.8109760139475366	TOXICINHALENT: Lee_15885264, LPS: Yie_31373289it
ENSG00000103811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.227861388130275	0.0	1.5744798241173636	0.0	0.0	0.0	0.0	2.8023412122476383	TOXICINHALENT: Lee_15885264, LPS: Yie_31373289it
ENSG00000175130	1.4508527766413144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3449413463273496	0.0	0.0	0.0	0.0	0.0	0.0	2.795794122968664	CLP: Deng_37674532, LPS: Yie_31373289it
ENSG00000120885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2590991412960681	0.0	1.5331952567983544	0.0	0.0	0.0	0.0	2.7922943980944224	TOXICINHALENT: Lee_15885264, LPS: Yie_31373289it
ENSG00000146070	1.4641049598083178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3192215623660064	0.0	0.0	0.0	0.0	0.0	0.0	2.783326522174324	CLP: Deng_37674532, LPS: Yie_31373289it
ENSG00000188404	1.4508057924329758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3143435777410464	0.0	0.0	0.0	0.0	0.0	0.0	2.765149370174022	CLP: Deng_37674532, LPS: Yie_31373289it
ENSG00000160113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2270218212676958	0.0	1.5323397557287879	0.0	0.0	0.0	0.0	2.7593615769964837	TOXICINHALENT: Lee_15885264, LPS: Yie_31373289it
ENSG00000211685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.230431644715389	0.0	1.5279298381522466	0.0	0.0	0.0	0.0	2.7583614828676355	TOXICINHALENT: Lee_15885264, LPS: Yie_31373289it
ENSG00000128322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2303840252912694	0.0	1.5276124378191975	0.0	0.0	0.0	0.0	2.7579964631104668	TOXICINHALENT: Lee_15885264, LPS: Yie_31373289it
ENSG00000254709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2303372861674458	0.0	1.5273019742602063	0.0	0.0	0.0	0.0	2.757639260427652	TOXICINHALENT: Lee_15885264, LPS: Yie_31373289it
ENSG00000211677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.230291402597122	0.0	1.5269982958675226	0.0	0.0	0.0	0.0	2.7572896984646444	TOXICINHALENT: Lee_15885264, LPS: Yie_31373289it
ENSG00000211679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2302463505291794	0.0	1.5267012543468832	0.0	0.0	0.0	0.0	2.7569476048760624	TOXICINHALENT: Lee_15885264, LPS: Yie_31373289it
ENSG00000211675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2302021065886182	0.0	1.5264107046450934	0.0	0.0	0.0	0.0	2.756612811233712	TOXICINHALENT: Lee_15885264, LPS: Yie_31373289it
ENSG00000145321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.231542413168486	0.0	1.5250504746353974	0.0	0.0	0.0	0.0	2.7565928878038832	TOXICINHALENT: Lee_15885264, LPS: Yie_31373289it
ENSG00000101347	1.4867756429541945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2331202804883012	0.0	0.0	0.0	0.0	0.0	0.0	2.719895923442496	CLP: Deng_37674532, LPS: Yie_31373289it
ENSG00000126432	1.4833863443026913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.234478321309227	0.0	0.0	0.0	0.0	0.0	0.0	2.717864665611918	CLP: Deng_37674532, LPS: Yie_31373289it
ENSG00000074800	1.4611477271678612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.256022279937735	0.0	0.0	0.0	0.0	0.0	0.0	2.7171700071055964	CLP: Deng_37674532, LPS: Yie_31373289it
ENSG00000240065	1.478886954205597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2279546128132264	0.0	0.0	0.0	0.0	0.0	0.0	2.7068415670188233	CLP: Deng_37674532, LPS: Yie_31373289it
ENSG00000137496	1.4678842903216813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.228699316536225	0.0	0.0	0.0	0.0	0.0	0.0	2.6965836068579065	CLP: Deng_37674532, LPS: Yie_31373289it
ENSG00000166710	1.4522418468218923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2432774718553548	0.0	0.0	0.0	0.0	0.0	0.0	2.6955193186772473	CLP: Deng_37674532, LPS: Yie_31373289it
ENSG00000092010	1.453952000475476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2347678579874077	0.0	0.0	0.0	0.0	0.0	0.0	2.6887198584628837	CLP: Deng_37674532, LPS: Yie_31373289it
ENSG00000198805	1.4526173731521257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2322493937560948	0.0	0.0	0.0	0.0	0.0	0.0	2.6848667669082205	CLP: Deng_37674532, LPS: Yie_31373289it
ENSG00000105835	1.451471137853502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2310817914136956	0.0	0.0	0.0	0.0	0.0	0.0	2.6825529292671977	CLP: Deng_37674532, LPS: Yie_31373289it
ENSG00000087086	1.451570255003084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2276257739123781	0.0	0.0	0.0	0.0	0.0	0.0	2.679196028915462	CLP: Deng_37674532, LPS: Yie_31373289it
