#category	term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0010033	Response to organic substance	33	2692	0.79	1.28	6.43e-20	9606.ENSP00000217407,9606.ENSP00000219235,9606.ENSP00000219244,9606.ENSP00000221515,9606.ENSP00000225831,9606.ENSP00000226317,9606.ENSP00000255409,9606.ENSP00000259205,9606.ENSP00000259206,9606.ENSP00000263339,9606.ENSP00000263341,9606.ENSP00000264257,9606.ENSP00000264260,9606.ENSP00000272928,9606.ENSP00000293761,9606.ENSP00000294728,9606.ENSP00000296522,9606.ENSP00000305651,9606.ENSP00000319635,9606.ENSP00000327513,9606.ENSP00000330959,9606.ENSP00000331736,9606.ENSP00000351671,9606.ENSP00000356438,9606.ENSP00000356713,9606.ENSP00000357727,9606.ENSP00000360797,9606.ENSP00000367832,9606.ENSP00000386380,9606.ENSP00000387211,9606.ENSP00000427279,9606.ENSP00000474412,9606.ENSP00000480558	LBP,CCL22,CCL17,RETN,CCL2,CXCL6,CHI3L1,IL36G,IL1RN,IL1A,IL1B,IL1RL2,IL18RAP,ACKR3,ALOX15,VCAM1,HPGD,CXCL10,CXCR2,CSF1,IL1R2,SELE,CCL20,PTGS2,IFNGR1,S100A9,CARD9,CCL7,IL1R1,IL18R1,CXCL2,CCL5,CCL3L1
GO Process	GO:0097529	Myeloid leukocyte migration	15	138	1.74	4.69	2.61e-19	9606.ENSP00000217407,9606.ENSP00000219235,9606.ENSP00000219244,9606.ENSP00000225831,9606.ENSP00000226317,9606.ENSP00000263341,9606.ENSP00000305651,9606.ENSP00000319635,9606.ENSP00000327513,9606.ENSP00000351671,9606.ENSP00000357727,9606.ENSP00000367832,9606.ENSP00000427279,9606.ENSP00000474412,9606.ENSP00000480558	LBP,CCL22,CCL17,CCL2,CXCL6,IL1B,CXCL10,CXCR2,CSF1,CCL20,S100A9,CCL7,CXCL2,CCL5,CCL3L1
GO Process	GO:0050900	Leukocyte migration	17	249	1.54	3.89	3.66e-19	9606.ENSP00000217407,9606.ENSP00000219235,9606.ENSP00000219244,9606.ENSP00000225831,9606.ENSP00000226317,9606.ENSP00000263341,9606.ENSP00000294728,9606.ENSP00000305651,9606.ENSP00000319635,9606.ENSP00000327513,9606.ENSP00000331736,9606.ENSP00000351671,9606.ENSP00000357727,9606.ENSP00000367832,9606.ENSP00000427279,9606.ENSP00000474412,9606.ENSP00000480558	LBP,CCL22,CCL17,CCL2,CXCL6,IL1B,VCAM1,CXCL10,CXCR2,CSF1,SELE,CCL20,S100A9,CCL7,CXCL2,CCL5,CCL3L1
GO Process	GO:0070887	Cellular response to chemical stimulus	32	2609	0.79	1.27	5.13e-19	9606.ENSP00000217407,9606.ENSP00000219235,9606.ENSP00000219244,9606.ENSP00000225831,9606.ENSP00000226317,9606.ENSP00000255409,9606.ENSP00000259205,9606.ENSP00000263339,9606.ENSP00000263341,9606.ENSP00000264257,9606.ENSP00000264260,9606.ENSP00000272928,9606.ENSP00000293761,9606.ENSP00000294728,9606.ENSP00000296522,9606.ENSP00000305651,9606.ENSP00000319635,9606.ENSP00000327513,9606.ENSP00000330959,9606.ENSP00000337065,9606.ENSP00000351671,9606.ENSP00000354612,9606.ENSP00000356438,9606.ENSP00000356713,9606.ENSP00000357727,9606.ENSP00000367832,9606.ENSP00000386380,9606.ENSP00000387211,9606.ENSP00000427279,9606.ENSP00000474412,9606.ENSP00000479870,9606.ENSP00000480558	LBP,CCL22,CCL17,CCL2,CXCL6,CHI3L1,IL36G,IL1A,IL1B,IL1RL2,IL18RAP,ACKR3,ALOX15,VCAM1,HPGD,CXCL10,CXCR2,CSF1,IL1R2,CXCL14,CCL20,PTGS1,PTGS2,IFNGR1,S100A9,CCL7,IL1R1,IL18R1,CXCL2,CCL5,ALOX5AP,CCL3L1
GO Process	GO:0051707	Response to other organism	26	1328	1.0	1.82	1.31e-18	9606.ENSP00000215754,9606.ENSP00000217407,9606.ENSP00000219235,9606.ENSP00000219244,9606.ENSP00000225831,9606.ENSP00000226317,9606.ENSP00000259205,9606.ENSP00000263339,9606.ENSP00000263341,9606.ENSP00000264257,9606.ENSP00000294728,9606.ENSP00000296522,9606.ENSP00000305651,9606.ENSP00000323587,9606.ENSP00000327513,9606.ENSP00000331736,9606.ENSP00000337065,9606.ENSP00000351671,9606.ENSP00000356438,9606.ENSP00000356713,9606.ENSP00000357727,9606.ENSP00000360797,9606.ENSP00000367832,9606.ENSP00000427279,9606.ENSP00000474412,9606.ENSP00000480558	MIF,LBP,CCL22,CCL17,CCL2,CXCL6,IL36G,IL1A,IL1B,IL1RL2,VCAM1,HPGD,CXCL10,ITLN1,CSF1,SELE,CXCL14,CCL20,PTGS2,IFNGR1,S100A9,CARD9,CCL7,CXCL2,CCL5,CCL3L1
GO Process	GO:0009605	Response to external stimulus	30	2355	0.81	1.29	1.30e-17	9606.ENSP00000215754,9606.ENSP00000217407,9606.ENSP00000219235,9606.ENSP00000219244,9606.ENSP00000221515,9606.ENSP00000225831,9606.ENSP00000226317,9606.ENSP00000255409,9606.ENSP00000259205,9606.ENSP00000263339,9606.ENSP00000263341,9606.ENSP00000264257,9606.ENSP00000272928,9606.ENSP00000294728,9606.ENSP00000296522,9606.ENSP00000305651,9606.ENSP00000319635,9606.ENSP00000323587,9606.ENSP00000327513,9606.ENSP00000331736,9606.ENSP00000337065,9606.ENSP00000351671,9606.ENSP00000356438,9606.ENSP00000356713,9606.ENSP00000357727,9606.ENSP00000360797,9606.ENSP00000367832,9606.ENSP00000427279,9606.ENSP00000474412,9606.ENSP00000480558	MIF,LBP,CCL22,CCL17,RETN,CCL2,CXCL6,CHI3L1,IL36G,IL1A,IL1B,IL1RL2,ACKR3,VCAM1,HPGD,CXCL10,CXCR2,ITLN1,CSF1,SELE,CXCL14,CCL20,PTGS2,IFNGR1,S100A9,CARD9,CCL7,CXCL2,CCL5,CCL3L1
GO Process	GO:0071310	Cellular response to organic substance	28	2019	0.85	1.37	7.85e-17	9606.ENSP00000217407,9606.ENSP00000219235,9606.ENSP00000219244,9606.ENSP00000225831,9606.ENSP00000226317,9606.ENSP00000255409,9606.ENSP00000259205,9606.ENSP00000263339,9606.ENSP00000263341,9606.ENSP00000264257,9606.ENSP00000264260,9606.ENSP00000272928,9606.ENSP00000293761,9606.ENSP00000294728,9606.ENSP00000296522,9606.ENSP00000305651,9606.ENSP00000319635,9606.ENSP00000327513,9606.ENSP00000330959,9606.ENSP00000351671,9606.ENSP00000356438,9606.ENSP00000356713,9606.ENSP00000367832,9606.ENSP00000386380,9606.ENSP00000387211,9606.ENSP00000427279,9606.ENSP00000474412,9606.ENSP00000480558	LBP,CCL22,CCL17,CCL2,CXCL6,CHI3L1,IL36G,IL1A,IL1B,IL1RL2,IL18RAP,ACKR3,ALOX15,VCAM1,HPGD,CXCL10,CXCR2,CSF1,IL1R2,CCL20,PTGS2,IFNGR1,CCL7,IL1R1,IL18R1,CXCL2,CCL5,CCL3L1
GO Process	GO:0070098	Chemokine-mediated signaling pathway	12	82	1.87	4.57	1.40e-16	9606.ENSP00000219235,9606.ENSP00000219244,9606.ENSP00000225831,9606.ENSP00000226317,9606.ENSP00000272928,9606.ENSP00000305651,9606.ENSP00000319635,9606.ENSP00000351671,9606.ENSP00000367832,9606.ENSP00000427279,9606.ENSP00000474412,9606.ENSP00000480558	CCL22,CCL17,CCL2,CXCL6,ACKR3,CXCL10,CXCR2,CCL20,CCL7,CXCL2,CCL5,CCL3L1
GO Process	GO:0006935	Chemotaxis	18	516	1.25	2.5	9.06e-16	9606.ENSP00000215754,9606.ENSP00000217407,9606.ENSP00000219235,9606.ENSP00000219244,9606.ENSP00000225831,9606.ENSP00000226317,9606.ENSP00000263341,9606.ENSP00000272928,9606.ENSP00000294728,9606.ENSP00000305651,9606.ENSP00000319635,9606.ENSP00000337065,9606.ENSP00000351671,9606.ENSP00000357727,9606.ENSP00000367832,9606.ENSP00000427279,9606.ENSP00000474412,9606.ENSP00000480558	MIF,LBP,CCL22,CCL17,CCL2,CXCL6,IL1B,ACKR3,VCAM1,CXCL10,CXCR2,CXCL14,CCL20,S100A9,CCL7,CXCL2,CCL5,CCL3L1
GO Process	GO:0051716	Cellular response to stimulus	38	6357	0.48	0.67	3.06e-15	9606.ENSP00000215754,9606.ENSP00000217407,9606.ENSP00000219235,9606.ENSP00000219244,9606.ENSP00000221515,9606.ENSP00000225831,9606.ENSP00000226317,9606.ENSP00000255409,9606.ENSP00000259205,9606.ENSP00000259206,9606.ENSP00000263339,9606.ENSP00000263341,9606.ENSP00000264257,9606.ENSP00000264260,9606.ENSP00000272928,9606.ENSP00000293761,9606.ENSP00000294728,9606.ENSP00000296522,9606.ENSP00000305651,9606.ENSP00000319635,9606.ENSP00000327513,9606.ENSP00000330959,9606.ENSP00000331736,9606.ENSP00000337065,9606.ENSP00000351671,9606.ENSP00000354612,9606.ENSP00000356438,9606.ENSP00000356713,9606.ENSP00000357727,9606.ENSP00000360797,9606.ENSP00000366234,9606.ENSP00000367832,9606.ENSP00000386380,9606.ENSP00000387211,9606.ENSP00000427279,9606.ENSP00000474412,9606.ENSP00000479870,9606.ENSP00000480558	MIF,LBP,CCL22,CCL17,RETN,CCL2,CXCL6,CHI3L1,IL36G,IL1RN,IL1A,IL1B,IL1RL2,IL18RAP,ACKR3,ALOX15,VCAM1,HPGD,CXCL10,CXCR2,CSF1,IL1R2,SELE,CXCL14,CCL20,PTGS1,PTGS2,IFNGR1,S100A9,CARD9,IL31,CCL7,IL1R1,IL18R1,CXCL2,CCL5,ALOX5AP,CCL3L1
GO Process	GO:0070555	Response to interleukin-1	12	125	1.69	3.71	1.21e-14	9606.ENSP00000219235,9606.ENSP00000219244,9606.ENSP00000225831,9606.ENSP00000255409,9606.ENSP00000263341,9606.ENSP00000264257,9606.ENSP00000331736,9606.ENSP00000351671,9606.ENSP00000367832,9606.ENSP00000386380,9606.ENSP00000474412,9606.ENSP00000480558	CCL22,CCL17,CCL2,CHI3L1,IL1B,IL1RL2,SELE,CCL20,CCL7,IL1R1,CCL5,CCL3L1
GO Process	GO:0002237	Response to molecule of bacterial origin	15	333	1.36	2.72	2.81e-14	9606.ENSP00000217407,9606.ENSP00000225831,9606.ENSP00000226317,9606.ENSP00000259205,9606.ENSP00000263339,9606.ENSP00000263341,9606.ENSP00000294728,9606.ENSP00000296522,9606.ENSP00000305651,9606.ENSP00000331736,9606.ENSP00000356438,9606.ENSP00000357727,9606.ENSP00000360797,9606.ENSP00000427279,9606.ENSP00000474412	LBP,CCL2,CXCL6,IL36G,IL1A,IL1B,VCAM1,HPGD,CXCL10,SELE,PTGS2,S100A9,CARD9,CXCL2,CCL5
GO Process	GO:0023052	Signaling	35	5057	0.54	0.75	2.81e-14	9606.ENSP00000215754,9606.ENSP00000217407,9606.ENSP00000219235,9606.ENSP00000219244,9606.ENSP00000221515,9606.ENSP00000225831,9606.ENSP00000226317,9606.ENSP00000255409,9606.ENSP00000259205,9606.ENSP00000259206,9606.ENSP00000263339,9606.ENSP00000263341,9606.ENSP00000264257,9606.ENSP00000264260,9606.ENSP00000272928,9606.ENSP00000294728,9606.ENSP00000296522,9606.ENSP00000305651,9606.ENSP00000319635,9606.ENSP00000327513,9606.ENSP00000330959,9606.ENSP00000331736,9606.ENSP00000337065,9606.ENSP00000351671,9606.ENSP00000356438,9606.ENSP00000356713,9606.ENSP00000357727,9606.ENSP00000360797,9606.ENSP00000366234,9606.ENSP00000367832,9606.ENSP00000386380,9606.ENSP00000387211,9606.ENSP00000427279,9606.ENSP00000474412,9606.ENSP00000480558	MIF,LBP,CCL22,CCL17,RETN,CCL2,CXCL6,CHI3L1,IL36G,IL1RN,IL1A,IL1B,IL1RL2,IL18RAP,ACKR3,VCAM1,HPGD,CXCL10,CXCR2,CSF1,IL1R2,SELE,CXCL14,CCL20,PTGS2,IFNGR1,S100A9,CARD9,IL31,CCL7,IL1R1,IL18R1,CXCL2,CCL5,CCL3L1
GO Process	GO:0007154	Cell communication	35	5165	0.53	0.73	5.39e-14	9606.ENSP00000215754,9606.ENSP00000217407,9606.ENSP00000219235,9606.ENSP00000219244,9606.ENSP00000221515,9606.ENSP00000225831,9606.ENSP00000226317,9606.ENSP00000255409,9606.ENSP00000259205,9606.ENSP00000259206,9606.ENSP00000263339,9606.ENSP00000263341,9606.ENSP00000264257,9606.ENSP00000264260,9606.ENSP00000272928,9606.ENSP00000294728,9606.ENSP00000296522,9606.ENSP00000305651,9606.ENSP00000319635,9606.ENSP00000327513,9606.ENSP00000330959,9606.ENSP00000331736,9606.ENSP00000337065,9606.ENSP00000351671,9606.ENSP00000356438,9606.ENSP00000356713,9606.ENSP00000357727,9606.ENSP00000360797,9606.ENSP00000366234,9606.ENSP00000367832,9606.ENSP00000386380,9606.ENSP00000387211,9606.ENSP00000427279,9606.ENSP00000474412,9606.ENSP00000480558	MIF,LBP,CCL22,CCL17,RETN,CCL2,CXCL6,CHI3L1,IL36G,IL1RN,IL1A,IL1B,IL1RL2,IL18RAP,ACKR3,VCAM1,HPGD,CXCL10,CXCR2,CSF1,IL1R2,SELE,CXCL14,CCL20,PTGS2,IFNGR1,S100A9,CARD9,IL31,CCL7,IL1R1,IL18R1,CXCL2,CCL5,CCL3L1
GO Process	GO:0050896	Response to stimulus	39	7835	0.4	0.56	1.09e-13	9606.ENSP00000215754,9606.ENSP00000217407,9606.ENSP00000219235,9606.ENSP00000219244,9606.ENSP00000221515,9606.ENSP00000225831,9606.ENSP00000226317,9606.ENSP00000255409,9606.ENSP00000259205,9606.ENSP00000259206,9606.ENSP00000263339,9606.ENSP00000263341,9606.ENSP00000264257,9606.ENSP00000264260,9606.ENSP00000272928,9606.ENSP00000293761,9606.ENSP00000294728,9606.ENSP00000296522,9606.ENSP00000305651,9606.ENSP00000319635,9606.ENSP00000323587,9606.ENSP00000327513,9606.ENSP00000330959,9606.ENSP00000331736,9606.ENSP00000337065,9606.ENSP00000351671,9606.ENSP00000354612,9606.ENSP00000356438,9606.ENSP00000356713,9606.ENSP00000357727,9606.ENSP00000360797,9606.ENSP00000366234,9606.ENSP00000367832,9606.ENSP00000386380,9606.ENSP00000387211,9606.ENSP00000427279,9606.ENSP00000474412,9606.ENSP00000479870,9606.ENSP00000480558	MIF,LBP,CCL22,CCL17,RETN,CCL2,CXCL6,CHI3L1,IL36G,IL1RN,IL1A,IL1B,IL1RL2,IL18RAP,ACKR3,ALOX15,VCAM1,HPGD,CXCL10,CXCR2,ITLN1,CSF1,IL1R2,SELE,CXCL14,CCL20,PTGS1,PTGS2,IFNGR1,S100A9,CARD9,IL31,CCL7,IL1R1,IL18R1,CXCL2,CCL5,ALOX5AP,CCL3L1
GO Process	GO:0070374	Positive regulation of ERK1 and ERK2 cascade	13	213	1.49	3.02	1.09e-13	9606.ENSP00000215754,9606.ENSP00000219235,9606.ENSP00000219244,9606.ENSP00000225831,9606.ENSP00000255409,9606.ENSP00000263339,9606.ENSP00000272928,9606.ENSP00000293761,9606.ENSP00000351671,9606.ENSP00000360797,9606.ENSP00000367832,9606.ENSP00000474412,9606.ENSP00000480558	MIF,CCL22,CCL17,CCL2,CHI3L1,IL1A,ACKR3,ALOX15,CCL20,CARD9,CCL7,CCL5,CCL3L1
GO Process	GO:0098542	Defense response to other organism	20	989	1.01	1.69	1.36e-13	9606.ENSP00000215754,9606.ENSP00000217407,9606.ENSP00000219235,9606.ENSP00000219244,9606.ENSP00000225831,9606.ENSP00000226317,9606.ENSP00000259205,9606.ENSP00000263341,9606.ENSP00000264257,9606.ENSP00000305651,9606.ENSP00000327513,9606.ENSP00000337065,9606.ENSP00000351671,9606.ENSP00000356713,9606.ENSP00000357727,9606.ENSP00000360797,9606.ENSP00000367832,9606.ENSP00000427279,9606.ENSP00000474412,9606.ENSP00000480558	MIF,LBP,CCL22,CCL17,CCL2,CXCL6,IL36G,IL1B,IL1RL2,CXCL10,CSF1,CXCL14,CCL20,IFNGR1,S100A9,CARD9,CCL7,CXCL2,CCL5,CCL3L1
GO Process	GO:0070372	Regulation of ERK1 and ERK2 cascade	14	299	1.37	2.67	1.97e-13	9606.ENSP00000215754,9606.ENSP00000219235,9606.ENSP00000219244,9606.ENSP00000225831,9606.ENSP00000255409,9606.ENSP00000263339,9606.ENSP00000263341,9606.ENSP00000272928,9606.ENSP00000293761,9606.ENSP00000351671,9606.ENSP00000360797,9606.ENSP00000367832,9606.ENSP00000474412,9606.ENSP00000480558	MIF,CCL22,CCL17,CCL2,CHI3L1,IL1A,IL1B,ACKR3,ALOX15,CCL20,CARD9,CCL7,CCL5,CCL3L1
GO Process	GO:0002685	Regulation of leukocyte migration	13	231	1.45	2.87	2.67e-13	9606.ENSP00000215754,9606.ENSP00000217407,9606.ENSP00000225831,9606.ENSP00000263339,9606.ENSP00000305651,9606.ENSP00000319635,9606.ENSP00000327513,9606.ENSP00000331736,9606.ENSP00000337065,9606.ENSP00000351671,9606.ENSP00000367832,9606.ENSP00000386380,9606.ENSP00000474412	MIF,LBP,CCL2,IL1A,CXCL10,CXCR2,CSF1,SELE,CXCL14,CCL20,CCL7,IL1R1,CCL5
