#category	term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0042730	Fibrinolysis	2	19	2.14	0.66	0.0453	9606.ENSP00000321853,9606.ENSP00000336829	SERPINF2,FGG
GO Function	GO:0004867	Serine-type endopeptidase inhibitor activity	7	98	1.97	3.45	3.04e-09	9606.ENSP00000254722,9606.ENSP00000321853,9606.ENSP00000342850,9606.ENSP00000351190,9606.ENSP00000356671,9606.ENSP00000415769,9606.ENSP00000416066	SERPINF1,SERPINF2,SERPINA6,ITIH2,SERPINC1,ITIH3,SERPINA1
GO Function	GO:0030234	Enzyme regulator activity	9	1239	0.98	0.98	3.95e-05	9606.ENSP00000236850,9606.ENSP00000254722,9606.ENSP00000321853,9606.ENSP00000342850,9606.ENSP00000350425,9606.ENSP00000351190,9606.ENSP00000356671,9606.ENSP00000415769,9606.ENSP00000416066	APOA1,SERPINF1,SERPINF2,SERPINA6,APOA4,ITIH2,SERPINC1,ITIH3,SERPINA1
GO Function	GO:0098772	Molecular function regulator activity	10	1960	0.83	0.76	0.00011	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000254722,9606.ENSP00000321853,9606.ENSP00000342850,9606.ENSP00000350425,9606.ENSP00000351190,9606.ENSP00000356671,9606.ENSP00000415769,9606.ENSP00000416066	APOA1,TTR,SERPINF1,SERPINF2,SERPINA6,APOA4,ITIH2,SERPINC1,ITIH3,SERPINA1
GO Function	GO:0060228	Phosphatidylcholine-sterol O-acyltransferase activator activity	2	6	2.64	1.04	0.0083	9606.ENSP00000236850,9606.ENSP00000350425	APOA1,APOA4
GO Function	GO:0005496	Steroid binding	3	101	1.59	0.69	0.0306	9606.ENSP00000236850,9606.ENSP00000342850,9606.ENSP00000350425	APOA1,SERPINA6,APOA4
GO Component	GO:0072562	Blood microparticle	7	118	1.89	3.26	4.39e-09	9606.ENSP00000236850,9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000350425,9606.ENSP00000351190,9606.ENSP00000356671,9606.ENSP00000385834	APOA1,SERPINF2,FGG,APOA4,ITIH2,SERPINC1,TF
GO Component	GO:0005788	Endoplasmic reticulum lumen	8	312	1.53	2.39	2.03e-08	9606.ENSP00000236850,9606.ENSP00000336829,9606.ENSP00000350425,9606.ENSP00000351190,9606.ENSP00000356671,9606.ENSP00000379138,9606.ENSP00000385834,9606.ENSP00000416066	APOA1,FGG,APOA4,ITIH2,SERPINC1,AFP,TF,SERPINA1
GO Component	GO:0034774	Secretory granule lumen	8	321	1.51	2.36	2.03e-08	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000302621,9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000385834,9606.ENSP00000415769,9606.ENSP00000416066	APOA1,TTR,LRG1,SERPINF2,FGG,TF,ITIH3,SERPINA1
GO Component	GO:0070062	Extracellular exosome	13	2096	0.91	1.08	2.03e-08	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000254722,9606.ENSP00000302621,9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000342850,9606.ENSP00000350425,9606.ENSP00000351190,9606.ENSP00000356671,9606.ENSP00000385834,9606.ENSP00000415769,9606.ENSP00000416066	APOA1,TTR,SERPINF1,LRG1,SERPINF2,FGG,SERPINA6,APOA4,ITIH2,SERPINC1,TF,ITIH3,SERPINA1
GO Component	GO:0005615	Extracellular space	14	3247	0.75	0.82	2.91e-08	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000254722,9606.ENSP00000302621,9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000342850,9606.ENSP00000350425,9606.ENSP00000351190,9606.ENSP00000356671,9606.ENSP00000379138,9606.ENSP00000385834,9606.ENSP00000415769,9606.ENSP00000416066	APOA1,TTR,SERPINF1,LRG1,SERPINF2,FGG,SERPINA6,APOA4,ITIH2,SERPINC1,AFP,TF,ITIH3,SERPINA1
GO Component	GO:0062023	Collagen-containing extracellular matrix	8	407	1.41	2.09	3.80e-08	9606.ENSP00000236850,9606.ENSP00000254722,9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000350425,9606.ENSP00000351190,9606.ENSP00000356671,9606.ENSP00000416066	APOA1,SERPINF1,SERPINF2,FGG,APOA4,ITIH2,SERPINC1,SERPINA1
GO Component	GO:0031410	Cytoplasmic vesicle	10	2482	0.72	0.64	0.00019	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000254722,9606.ENSP00000302621,9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000350425,9606.ENSP00000385834,9606.ENSP00000415769,9606.ENSP00000416066	APOA1,TTR,SERPINF1,LRG1,SERPINF2,FGG,APOA4,TF,ITIH3,SERPINA1
GO Component	GO:0012505	Endomembrane system	12	4721	0.52	0.44	0.00080	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000302621,9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000350425,9606.ENSP00000351190,9606.ENSP00000356671,9606.ENSP00000379138,9606.ENSP00000385834,9606.ENSP00000415769,9606.ENSP00000416066	APOA1,TTR,LRG1,SERPINF2,FGG,APOA4,ITIH2,SERPINC1,AFP,TF,ITIH3,SERPINA1
GO Component	GO:0031093	Platelet alpha granule lumen	3	66	1.78	1.23	0.0018	9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000416066	SERPINF2,FGG,SERPINA1
GO Component	GO:0005577	Fibrinogen complex	2	8	2.52	1.31	0.0023	9606.ENSP00000321853,9606.ENSP00000336829	SERPINF2,FGG
GO Component	GO:0042627	Chylomicron	2	13	2.31	1.15	0.0046	9606.ENSP00000236850,9606.ENSP00000350425	APOA1,APOA4
GO Component	GO:0070013	Intracellular organelle lumen	12	5660	0.44	0.36	0.0046	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000302621,9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000350425,9606.ENSP00000351190,9606.ENSP00000356671,9606.ENSP00000379138,9606.ENSP00000385834,9606.ENSP00000415769,9606.ENSP00000416066	APOA1,TTR,LRG1,SERPINF2,FGG,APOA4,ITIH2,SERPINC1,AFP,TF,ITIH3,SERPINA1
GO Component	GO:0034361	Very-low-density lipoprotein particle	2	20	2.12	1.0	0.0087	9606.ENSP00000236850,9606.ENSP00000350425	APOA1,APOA4
GO Component	GO:0034364	High-density lipoprotein particle	2	29	1.96	0.86	0.0164	9606.ENSP00000236850,9606.ENSP00000350425	APOA1,APOA4
STRING clusters	CL:18726	Complement and coagulation cascades, and Protein-lipid complex	10	161	1.91	4.72	2.45e-14	9606.ENSP00000236850,9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000342850,9606.ENSP00000350425,9606.ENSP00000351190,9606.ENSP00000356671,9606.ENSP00000385834,9606.ENSP00000415769,9606.ENSP00000416066	APOA1,SERPINF2,FGG,SERPINA6,APOA4,ITIH2,SERPINC1,TF,ITIH3,SERPINA1
STRING clusters	CL:18728	Complement and coagulation cascades, and Positive regulation of opsonization	8	109	1.98	4.28	6.67e-12	9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000342850,9606.ENSP00000351190,9606.ENSP00000356671,9606.ENSP00000385834,9606.ENSP00000415769,9606.ENSP00000416066	SERPINF2,FGG,SERPINA6,ITIH2,SERPINC1,TF,ITIH3,SERPINA1
STRING clusters	CL:18731	Hemostasis, and Dissolution of Fibrin Clot	7	50	2.26	4.84	6.67e-12	9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000351190,9606.ENSP00000356671,9606.ENSP00000385834,9606.ENSP00000415769,9606.ENSP00000416066	SERPINF2,FGG,ITIH2,SERPINC1,TF,ITIH3,SERPINA1
STRING clusters	CL:18733	Mixed, incl. COVID-19, thrombosis and anticoagulation, and Inter-alpha-trypsin inhibitor heavy chain C-terminus	6	21	2.57	5.17	9.17e-12	9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000351190,9606.ENSP00000385834,9606.ENSP00000415769,9606.ENSP00000416066	SERPINF2,FGG,ITIH2,TF,ITIH3,SERPINA1
STRING clusters	CL:18755	Mixed, incl. Inter-alpha-trypsin inhibitor heavy chain C-terminus, and Alpha-1-acid glycoprotein	4	10	2.72	3.44	8.99e-08	9606.ENSP00000351190,9606.ENSP00000385834,9606.ENSP00000415769,9606.ENSP00000416066	ITIH2,TF,ITIH3,SERPINA1
STRING clusters	CL:18734	COVID-19, thrombosis and anticoagulation, and Negative regulation of fibrinolysis	2	11	2.38	0.89	0.0160	9606.ENSP00000321853,9606.ENSP00000336829	SERPINF2,FGG
STRING clusters	CL:18970	Triglyceride-rich lipoprotein particle remodeling, and Spherical high-density lipoprotein particle	2	11	2.38	0.89	0.0160	9606.ENSP00000236850,9606.ENSP00000350425	APOA1,APOA4
KEGG	hsa04610	Complement and coagulation cascades	4	82	1.81	1.66	0.00015	9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000356671,9606.ENSP00000416066	SERPINF2,FGG,SERPINC1,SERPINA1
KEGG	hsa04977	Vitamin digestion and absorption	2	24	2.04	0.75	0.0292	9606.ENSP00000236850,9606.ENSP00000350425	APOA1,APOA4
Reactome	HSA-8957275	Post-translational protein phosphorylation	7	107	1.93	3.41	2.54e-09	9606.ENSP00000236850,9606.ENSP00000336829,9606.ENSP00000351190,9606.ENSP00000356671,9606.ENSP00000379138,9606.ENSP00000385834,9606.ENSP00000416066	APOA1,FGG,ITIH2,SERPINC1,AFP,TF,SERPINA1
Reactome	HSA-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	7	124	1.87	3.26	3.42e-09	9606.ENSP00000236850,9606.ENSP00000336829,9606.ENSP00000351190,9606.ENSP00000356671,9606.ENSP00000379138,9606.ENSP00000385834,9606.ENSP00000416066	APOA1,FGG,ITIH2,SERPINC1,AFP,TF,SERPINA1
Reactome	HSA-114608	Platelet degranulation	6	126	1.8	2.57	2.91e-07	9606.ENSP00000236850,9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000385834,9606.ENSP00000415769,9606.ENSP00000416066	APOA1,SERPINF2,FGG,TF,ITIH3,SERPINA1
Reactome	HSA-109582	Hemostasis	7	607	1.18	1.22	5.41e-05	9606.ENSP00000236850,9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000356671,9606.ENSP00000385834,9606.ENSP00000415769,9606.ENSP00000416066	APOA1,SERPINF2,FGG,SERPINC1,TF,ITIH3,SERPINA1
Reactome	HSA-392499	Metabolism of proteins	9	1917	0.79	0.66	0.00075	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000336829,9606.ENSP00000350425,9606.ENSP00000351190,9606.ENSP00000356671,9606.ENSP00000379138,9606.ENSP00000385834,9606.ENSP00000416066	APOA1,TTR,FGG,APOA4,ITIH2,SERPINC1,AFP,TF,SERPINA1
Reactome	HSA-975634	Retinoid metabolism and transport	3	44	1.95	1.3	0.0016	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000350425	APOA1,TTR,APOA4
Reactome	HSA-977225	Amyloid fiber formation	3	79	1.7	0.98	0.0069	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000350425	APOA1,TTR,APOA4
Reactome	HSA-8963888	Chylomicron assembly	2	10	2.42	1.05	0.0074	9606.ENSP00000236850,9606.ENSP00000350425	APOA1,APOA4
Reactome	HSA-8963901	Chylomicron remodeling	2	10	2.42	1.05	0.0074	9606.ENSP00000236850,9606.ENSP00000350425	APOA1,APOA4
Reactome	HSA-140875	Common Pathway of Fibrin Clot Formation	2	22	2.08	0.82	0.0211	9606.ENSP00000336829,9606.ENSP00000356671	FGG,SERPINC1
Reactome	HSA-6802948	Signaling by high-kinase activity BRAF mutants	2	36	1.86	0.64	0.0474	9606.ENSP00000336829,9606.ENSP00000363371	FGG,CNKSR1
Reactome	HSA-5674135	MAP2K and MAPK activation	2	40	1.82	0.63	0.0497	9606.ENSP00000336829,9606.ENSP00000363371	FGG,CNKSR1
Reactome	HSA-9656223	Signaling by RAF1 mutants	2	41	1.81	0.62	0.0497	9606.ENSP00000336829,9606.ENSP00000363371	FGG,CNKSR1
WikiPathways	WP5115	Network map of SARS-CoV-2 signaling pathway	5	218	1.48	1.32	0.00038	9606.ENSP00000236850,9606.ENSP00000302621,9606.ENSP00000336829,9606.ENSP00000385834,9606.ENSP00000415769	APOA1,LRG1,FGG,TF,ITIH3
WikiPathways	WP558	Complement and coagulation cascades	3	58	1.83	1.07	0.0049	9606.ENSP00000321853,9606.ENSP00000356671,9606.ENSP00000416066	SERPINF2,SERPINC1,SERPINA1
WikiPathways	WP5108	Familial  hyperlipidemia type 1	2	18	2.16	0.9	0.0147	9606.ENSP00000236850,9606.ENSP00000350425	APOA1,APOA4
WikiPathways	WP5109	Familial hyperlipidemia type 2	2	16	2.22	0.9	0.0147	9606.ENSP00000236850,9606.ENSP00000350425	APOA1,APOA4
WikiPathways	WP5110	Familial hyperlipidemia type 3	2	13	2.31	0.9	0.0147	9606.ENSP00000236850,9606.ENSP00000350425	APOA1,APOA4
WikiPathways	WP5112	Familial hyperlipidemia type 5	2	15	2.24	0.9	0.0147	9606.ENSP00000236850,9606.ENSP00000350425	APOA1,APOA4
WikiPathways	WP272	Blood clotting cascade	2	22	2.08	0.87	0.0165	9606.ENSP00000321853,9606.ENSP00000336829	SERPINF2,FGG
WikiPathways	WP5111	Familial hyperlipidemia type 4	2	22	2.08	0.87	0.0165	9606.ENSP00000236850,9606.ENSP00000350425	APOA1,APOA4
WikiPathways	WP430	Statin inhibition of cholesterol production	2	29	1.96	0.8	0.0215	9606.ENSP00000236850,9606.ENSP00000350425	APOA1,APOA4
WikiPathways	WP5333	Cholesterol metabolism	2	36	1.86	0.73	0.0292	9606.ENSP00000236850,9606.ENSP00000350425	APOA1,APOA4
Monarch	HP:0011025	Abnormal cardiovascular system physiology	9	1169	1.0	0.89	0.00041	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000254722,9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000342850,9606.ENSP00000356671,9606.ENSP00000385834,9606.ENSP00000416066	APOA1,TTR,SERPINF1,SERPINF2,FGG,SERPINA6,SERPINC1,TF,SERPINA1
DISEASES	DOID:0050636	Familial visceral amyloidosis	4	21	2.4	2.35	1.25e-05	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000350425,9606.ENSP00000416066	APOA1,TTR,APOA4,SERPINA1
DISEASES	DOID:409	Liver disease	4	97	1.73	1.27	0.0013	9606.ENSP00000237014,9606.ENSP00000356671,9606.ENSP00000379138,9606.ENSP00000416066	TTR,SERPINC1,AFP,SERPINA1
DISEASES	DOID:11695	Portal vein thrombosis	2	4	2.82	1.05	0.0081	9606.ENSP00000356671,9606.ENSP00000379138	SERPINC1,AFP
DISEASES	DOID:1247	Blood coagulation disease	3	89	1.65	0.72	0.0282	9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000356671	SERPINF2,FGG,SERPINC1
DISEASES	DOID:77	Gastrointestinal system disease	5	576	1.06	0.57	0.0295	9606.ENSP00000237014,9606.ENSP00000302621,9606.ENSP00000356671,9606.ENSP00000379138,9606.ENSP00000416066	TTR,LRG1,SERPINC1,AFP,SERPINA1
DISEASES	DOID:630	Genetic disease	10	3778	0.54	0.34	0.0401	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000254722,9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000342850,9606.ENSP00000350425,9606.ENSP00000356671,9606.ENSP00000379138,9606.ENSP00000416066	APOA1,TTR,SERPINF1,SERPINF2,FGG,SERPINA6,APOA4,SERPINC1,AFP,SERPINA1
DISEASES	DOID:7	Disease of anatomical entity	11	4798	0.48	0.31	0.0413	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000254722,9606.ENSP00000302621,9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000342850,9606.ENSP00000350425,9606.ENSP00000356671,9606.ENSP00000379138,9606.ENSP00000416066	APOA1,TTR,SERPINF1,LRG1,SERPINF2,FGG,SERPINA6,APOA4,SERPINC1,AFP,SERPINA1
TISSUES	BTO:0000237	Cerebrospinal fluid	6	45	2.24	3.89	1.82e-09	9606.ENSP00000237014,9606.ENSP00000254722,9606.ENSP00000302621,9606.ENSP00000356671,9606.ENSP00000385834,9606.ENSP00000416066	TTR,SERPINF1,LRG1,SERPINC1,TF,SERPINA1
TISSUES	BTO:0004850	Bone marrow cell	8	198	1.72	3.04	1.82e-09	9606.ENSP00000237014,9606.ENSP00000254722,9606.ENSP00000302621,9606.ENSP00000321853,9606.ENSP00000342850,9606.ENSP00000351190,9606.ENSP00000356671,9606.ENSP00000416066	TTR,SERPINF1,LRG1,SERPINF2,SERPINA6,ITIH2,SERPINC1,SERPINA1
TISSUES	BTO:0000392	Plasma cell	7	171	1.73	2.85	1.15e-08	9606.ENSP00000237014,9606.ENSP00000254722,9606.ENSP00000302621,9606.ENSP00000321853,9606.ENSP00000351190,9606.ENSP00000356671,9606.ENSP00000416066	TTR,SERPINF1,LRG1,SERPINF2,ITIH2,SERPINC1,SERPINA1
TISSUES	BTO:0000759	Liver	13	2125	0.9	1.08	1.15e-08	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000254722,9606.ENSP00000302621,9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000342850,9606.ENSP00000351190,9606.ENSP00000356671,9606.ENSP00000379138,9606.ENSP00000385834,9606.ENSP00000415769,9606.ENSP00000416066	APOA1,TTR,SERPINF1,LRG1,SERPINF2,FGG,SERPINA6,ITIH2,SERPINC1,AFP,TF,ITIH3,SERPINA1
TISSUES	BTO:0001486	Skeletal system	11	1307	1.04	1.31	4.22e-08	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000254722,9606.ENSP00000302621,9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000342850,9606.ENSP00000351190,9606.ENSP00000356671,9606.ENSP00000385834,9606.ENSP00000416066	APOA1,TTR,SERPINF1,LRG1,SERPINF2,FGG,SERPINA6,ITIH2,SERPINC1,TF,SERPINA1
TISSUES	BTO:0001491	Viscus	14	5378	0.53	0.49	3.19e-05	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000254722,9606.ENSP00000302621,9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000342850,9606.ENSP00000350425,9606.ENSP00000351190,9606.ENSP00000356671,9606.ENSP00000379138,9606.ENSP00000385834,9606.ENSP00000415769,9606.ENSP00000416066	APOA1,TTR,SERPINF1,LRG1,SERPINF2,FGG,SERPINA6,APOA4,ITIH2,SERPINC1,AFP,TF,ITIH3,SERPINA1
TISSUES	BTO:0003914	Interstitial cell of Cajal	5	193	1.53	1.6	5.44e-05	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000379138,9606.ENSP00000385834,9606.ENSP00000416066	APOA1,TTR,AFP,TF,SERPINA1
TISSUES	BTO:0000121	Bile	3	20	2.29	1.9	0.00011	9606.ENSP00000356671,9606.ENSP00000385834,9606.ENSP00000416066	SERPINC1,TF,SERPINA1
TISSUES	BTO:0001239	Serum	3	25	2.2	1.77	0.00019	9606.ENSP00000236850,9606.ENSP00000351190,9606.ENSP00000379138	APOA1,ITIH2,AFP
TISSUES	BTO:0000132	Blood platelet	5	363	1.26	1.06	0.00081	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000336829,9606.ENSP00000356671,9606.ENSP00000416066	APOA1,TTR,FGG,SERPINC1,SERPINA1
TISSUES	BTO:0001702	Left atrium	3	60	1.82	1.25	0.0018	9606.ENSP00000236850,9606.ENSP00000385834,9606.ENSP00000416066	APOA1,TF,SERPINA1
TISSUES	BTO:0001703	Right atrium	3	61	1.81	1.24	0.0018	9606.ENSP00000236850,9606.ENSP00000385834,9606.ENSP00000416066	APOA1,TF,SERPINA1
TISSUES	BTO:0005288	CL-48 cell	4	200	1.42	1.08	0.0018	9606.ENSP00000336829,9606.ENSP00000356671,9606.ENSP00000385834,9606.ENSP00000416066	FGG,SERPINC1,TF,SERPINA1
TISSUES	BTO:0001629	Left ventricle	3	78	1.7	1.12	0.0031	9606.ENSP00000236850,9606.ENSP00000385834,9606.ENSP00000416066	APOA1,TF,SERPINA1
TISSUES	BTO:0000234	Vein	2	23	2.06	0.89	0.0144	9606.ENSP00000356671,9606.ENSP00000379138	SERPINC1,AFP
TISSUES	BTO:0000511	Gastrointestinal tract	7	1816	0.7	0.46	0.0163	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000302621,9606.ENSP00000350425,9606.ENSP00000379138,9606.ENSP00000385834,9606.ENSP00000416066	APOA1,TTR,LRG1,APOA4,AFP,TF,SERPINA1
TISSUES	BTO:0000255	Brain cell line	3	188	1.32	0.64	0.0308	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000385834	APOA1,TTR,TF
COMPARTMENTS	GOCC:0005576	Extracellular region	14	2079	0.95	1.21	3.90e-10	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000254722,9606.ENSP00000302621,9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000342850,9606.ENSP00000350425,9606.ENSP00000351190,9606.ENSP00000356671,9606.ENSP00000379138,9606.ENSP00000385834,9606.ENSP00000415769,9606.ENSP00000416066	APOA1,TTR,SERPINF1,LRG1,SERPINF2,FGG,SERPINA6,APOA4,ITIH2,SERPINC1,AFP,TF,ITIH3,SERPINA1
COMPARTMENTS	GOCC:0005615	Extracellular space	12	1027	1.19	1.77	3.90e-10	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000254722,9606.ENSP00000302621,9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000350425,9606.ENSP00000351190,9606.ENSP00000356671,9606.ENSP00000379138,9606.ENSP00000385834,9606.ENSP00000416066	APOA1,TTR,SERPINF1,LRG1,SERPINF2,FGG,APOA4,ITIH2,SERPINC1,AFP,TF,SERPINA1
COMPARTMENTS	GOCC:0072562	Blood microparticle	7	118	1.89	3.39	1.65e-09	9606.ENSP00000236850,9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000350425,9606.ENSP00000351190,9606.ENSP00000356671,9606.ENSP00000385834	APOA1,SERPINF2,FGG,APOA4,ITIH2,SERPINC1,TF
COMPARTMENTS	GOCC:0034774	Secretory granule lumen	8	241	1.64	2.84	1.99e-09	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000302621,9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000385834,9606.ENSP00000415769,9606.ENSP00000416066	APOA1,TTR,LRG1,SERPINF2,FGG,TF,ITIH3,SERPINA1
COMPARTMENTS	GOCC:1903561	Extracellular vesicle	9	500	1.37	2.12	6.81e-09	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000254722,9606.ENSP00000302621,9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000356671,9606.ENSP00000385834,9606.ENSP00000416066	APOA1,TTR,SERPINF1,LRG1,SERPINF2,FGG,SERPINC1,TF,SERPINA1
COMPARTMENTS	GOCC:0065010	Extracellular membrane-bounded organelle	8	473	1.35	1.86	1.68e-07	9606.ENSP00000236850,9606.ENSP00000237014,9606.ENSP00000254722,9606.ENSP00000302621,9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000356671,9606.ENSP00000416066	APOA1,TTR,SERPINF1,LRG1,SERPINF2,FGG,SERPINC1,SERPINA1
