Mouse Gene,Human Ortholog Gene Symbol,Type,Identity (%),Positivity (%)
ENSMUSG00000031502,ENSG00000187498,ortholog_one2one,90.713,94.2481
ENSMUSG00000090877,ENSG00000204389,ortholog_many2many,95.1638,98.2839
ENSMUSG00000090877,ENSG00000204388,ortholog_many2many,95.1638,98.2839
ENSMUSG00000029467,ENSG00000174437,ortholog_one2one,98.7524,99.5202
ENSMUSG00000029467,ENSG00000174437,ortholog_one2one,98.7524,99.5202
ENSMUSG00000031167,ENSG00000102317,ortholog_one2one,94.9045,96.8153
ENSMUSG00000068745,ENSG00000221986,ortholog_one2one,83.3333,90.9604
ENSMUSG00000031740,ENSG00000087245,ortholog_one2one,95.9091,97.7273
ENSMUSG00000058297,ENSG00000107742,ortholog_one2one,93.6321,95.5189
ENSMUSG00000032575,ENSG00000145050,ortholog_one2one,96.1538,96.7033
ENSMUSG00000032575,ENSG00000145050,ortholog_one2one,96.1538,96.7033
ENSMUSG00000032549,ENSG00000154917,ortholog_one2one,100,100
ENSMUSG00000015312,ENSG00000099860,ortholog_one2one,93.125,96.25
ENSMUSG00000015312,ENSG00000099860,ortholog_one2one,93.125,96.25
ENSMUSG00000020469,ENSG00000106631,ortholog_one2one,95.4286,99.4286
ENSMUSG00000035504,not found,,,
ENSMUSG00000005882,ENSG00000101019,ortholog_one2one,87.6254,90.9699
ENSMUSG00000023272,ENSG00000184164,ortholog_one2one,74.221,82.4363
ENSMUSG00000019868,ENSG00000009844,ortholog_one2one,91.5309,95.7655
ENSMUSG00000019961,ENSG00000120802,ortholog_one2one,51.1013,65.1982
ENSMUSG00000021611,ENSG00000164362,ortholog_one2one,60.7774,71.1131
ENSMUSG00000033543,ENSG00000140307,ortholog_one2one,99.0826,100
ENSMUSG00000032115,ENSG00000149428,ortholog_one2one,91.992,95.4955
ENSMUSG00000032115,ENSG00000149428,ortholog_one2one,91.992,95.4955
ENSMUSG00000021270,ENSG00000080824,ortholog_one2one,99.1803,99.8634
ENSMUSG00000021270,ENSG00000080824,ortholog_one2one,99.1803,99.8634
ENSMUSG00000014226,ENSG00000116161,ortholog_one2one,93.4211,96.9298
ENSMUSG00000039137,ENSG00000095397,ortholog_one2one,88.4234,91.9515
ENSMUSG00000048330,ENSG00000166405,ortholog_one2one,86.1789,89.4309
ENSMUSG00000044338,ENSG00000134817,ortholog_one2one,91.0526,93.9474
ENSMUSG00000026121,ENSG00000168758,ortholog_one2one,87.7551,92.9172
ENSMUSG00000026121,ENSG00000168758,ortholog_one2one,87.7551,92.9172
ENSMUSG00000029657,ENSG00000120694,ortholog_one2one,93.4732,96.8531
ENSMUSG00000022537,ENSG00000145014,ortholog_one2one,77.8037,85.2804
ENSMUSG00000024588,ENSG00000066926,ortholog_one2one,87.9433,92.435
ENSMUSG00000025980,ENSG00000144381,ortholog_one2one,97.5567,98.2548
ENSMUSG00000007850,ENSG00000169045,ortholog_one2one,96.882,97.3274
ENSMUSG00000058835,ENSG00000136754,ortholog_one2one,98.3368,99.3763
ENSMUSG00000039298,ENSG00000136861,ortholog_one2one,67.9873,77.813
ENSMUSG00000029484,ENSG00000138772,ortholog_one2one,89.7833,95.356
ENSMUSG00000029484,ENSG00000138772,ortholog_one2one,89.7833,95.356
ENSMUSG00000026414,ENSG00000118194,ortholog_one2one,88.9262,92.953
ENSMUSG00000026414,ENSG00000118194,ortholog_one2one,88.9262,92.953
ENSMUSG00000018819,ENSG00000130592,ortholog_one2one,65.4867,73.1563
ENSMUSG00000070436,ENSG00000149257,ortholog_one2one,94.7368,96.1722
ENSMUSG00000070436,ENSG00000149257,ortholog_one2one,94.7368,96.1722
ENSMUSG00000020653,ENSG00000172059,ortholog_one2one,75.1953,79.8828
ENSMUSG00000095325,ENSG00000223547,ortholog_one2many,23.8739,32.7327
ENSMUSG00000031480,ENSG00000136114,ortholog_one2one,78.6385,85.2113
ENSMUSG00000061780,ENSG00000197766,ortholog_one2one,66.0079,79.4466
ENSMUSG00000024027,ENSG00000112164,ortholog_one2one,92.0086,94.6004
ENSMUSG00000021270,ENSG00000080824,ortholog_one2one,99.1803,99.8634
ENSMUSG00000021270,ENSG00000080824,ortholog_one2one,99.1803,99.8634
ENSMUSG00000024766,not found,,,
ENSMUSG00000026390,ENSG00000019169,ortholog_one2one,67.6923,77.8846
ENSMUSG00000026288,ENSG00000168918,ortholog_one2one,87.8049,92.2624
ENSMUSG00000026288,ENSG00000168918,ortholog_one2one,87.8049,92.2624
ENSMUSG00000035686,ENSG00000151365,ortholog_one2one,84.9315,89.0411
ENSMUSG00000026880,ENSG00000148175,ortholog_one2one,86.1111,92.7083
ENSMUSG00000035458,ENSG00000129991,ortholog_one2one,92.8571,95.7143
ENSMUSG00000052698,ENSG00000171914,ortholog_one2one,98.7018,99.3312
ENSMUSG00000044475,ENSG00000138303,ortholog_one2one,85.7143,92.7171
ENSMUSG00000027692,ENSG00000154310,ortholog_one2one,98.8235,99.6324
ENSMUSG00000016763,ENSG00000159307,ortholog_one2one,92.0041,95.4453
ENSMUSG00000016763,ENSG00000159307,ortholog_one2one,92.0041,95.4453
ENSMUSG00000055639,ENSG00000276644,ortholog_one2one,95.4674,96.3173
ENSMUSG00000020453,ENSG00000100105,ortholog_one2one,98.9811,99.4178
ENSMUSG00000068566,ENSG00000179820,ortholog_one2one,83.8509,90.0621
ENSMUSG00000026414,ENSG00000118194,ortholog_one2one,88.9262,92.953
ENSMUSG00000026414,ENSG00000118194,ortholog_one2one,88.9262,92.953
ENSMUSG00000027875,ENSG00000134240,ortholog_one2one,89.3701,95.0787
ENSMUSG00000061455,ENSG00000136874,ortholog_one2one,92.3841,94.702
ENSMUSG00000070867,ENSG00000269113,ortholog_one2one,89.7486,91.8762
ENSMUSG00000025784,ENSG00000163815,ortholog_one2one,79.2079,86.6337
ENSMUSG00000028773,ENSG00000121769,ortholog_one2one,85.7143,94.7368
ENSMUSG00000040752,ENSG00000197616,ortholog_one2one,96.9572,98.7107
ENSMUSG00000021843,ENSG00000126777,ortholog_one2one,81.6507,89.5357
ENSMUSG00000075012,ENSG00000179431,ortholog_one2one,89.7025,91.9908
ENSMUSG00000032575,ENSG00000145050,ortholog_one2one,96.1538,96.7033
ENSMUSG00000032575,ENSG00000145050,ortholog_one2one,96.1538,96.7033
ENSMUSG00000073879,not found,,,
ENSMUSG00000059878,ENSG00000165512,ortholog_one2one,71.875,77.6786
ENSMUSG00000031918,ENSG00000087053,ortholog_one2one,97.3561,98.7558
ENSMUSG00000029484,ENSG00000138772,ortholog_one2one,89.7833,95.356
ENSMUSG00000029484,ENSG00000138772,ortholog_one2one,89.7833,95.356
ENSMUSG00000027652,ENSG00000170471,ortholog_one2one,97.3896,99.0629
ENSMUSG00000006127,ENSG00000132376,ortholog_one2one,75.4464,85.9375
ENSMUSG00000033910,ENSG00000164116,ortholog_one2one,89.4203,94.6377
ENSMUSG00000104346,ENSG00000254245,ortholog_one2one,84.8712,90.8798
ENSMUSG00000029231,ENSG00000134853,ortholog_one2one,91.8274,96.2351
ENSMUSG00000040731,ENSG00000106682,ortholog_one2one,98.7903,99.1936
ENSMUSG00000033327,ENSG00000168477,ortholog_one2one,58.3883,64.3732
ENSMUSG00000025533,ENSG00000126522,ortholog_one2one,93.9655,95.6897
ENSMUSG00000030513,ENSG00000140479,ortholog_one2one,90.7121,93.9112
ENSMUSG00000008136,ENSG00000115641,ortholog_one2one,92.1147,96.7742
ENSMUSG00000015994,ENSG00000168522,ortholog_one2one,92.0844,96.0422
ENSMUSG00000015994,ENSG00000168522,ortholog_one2one,92.0844,96.0422
ENSMUSG00000039167,ENSG00000162618,ortholog_one2one,78.9855,88.2609
ENSMUSG00000062203,ENSG00000103342,ortholog_one2one,94.9765,96.0754
ENSMUSG00000028544,ENSG00000117834,ortholog_one2one,85.4626,92.511
ENSMUSG00000009013,ENSG00000088986,ortholog_one2many,100,100
ENSMUSG00000035948,ENSG00000111058,ortholog_one2one,90.0875,95.3353
ENSMUSG00000037364,ENSG00000087087,ortholog_one2one,96.9178,97.831
ENSMUSG00000057335,ENSG00000143702,ortholog_one2one,89.2045,92.8662
ENSMUSG00000028128,ENSG00000117525,ortholog_one2one,53.2203,65.0847
ENSMUSG00000089774,ENSG00000198743,ortholog_one2one,93.8719,97.2145
ENSMUSG00000030516,ENSG00000104067,ortholog_one2one,89.8756,93.2692
ENSMUSG00000059743,ENSG00000160752,ortholog_one2one,71.1217,78.5203
ENSMUSG00000066361,ENSG00000196136,ortholog_one2many,58.6288,74.2317
ENSMUSG00000045672,ENSG00000196739,ortholog_one2one,80.4301,85.5914
ENSMUSG00000027955,ENSG00000164125,ortholog_one2one,83.4297,89.0173
ENSMUSG00000025150,not found,,,
ENSMUSG00000025150,not found,,,
ENSMUSG00000031109,ENSG00000165675,ortholog_one2one,94.4923,97.2461
ENSMUSG00000069895,ENSG00000224470,ortholog_one2one,93.4688,95.791
ENSMUSG00000054611,ENSG00000173120,ortholog_one2one,97.3322,98.9673
ENSMUSG00000033590,ENSG00000128833,ortholog_one2one,89.2652,95.0057
ENSMUSG00000039934,ENSG00000186088,ortholog_one2one,74.9415,84.6604
ENSMUSG00000019578,ENSG00000167671,ortholog_one2one,80.9524,88.2086
ENSMUSG00000026193,ENSG00000115414,ortholog_one2one,92.0065,96.3262
ENSMUSG00000072946,ENSG00000140043,ortholog_one2one,86.6097,93.4473
ENSMUSG00000051351,ENSG00000125945,ortholog_one2one,91.0638,92.5532
ENSMUSG00000049422,ENSG00000250479,ortholog_one2one,84.507,89.4366
ENSMUSG00000028901,ENSG00000162419,ortholog_one2one,95.0266,97.6909
ENSMUSG00000047554,ENSG00000166471,ortholog_one2one,90.378,93.8144
ENSMUSG00000014602,ENSG00000130294,ortholog_one2one,97.3758,98.6041
ENSMUSG00000027710,ENSG00000177646,ortholog_one2one,85.6683,91.7874
ENSMUSG00000038039,ENSG00000135968,ortholog_one2one,78.0285,88.658
ENSMUSG00000029482,ENSG00000081760,ortholog_one2one,89.7321,95.2381
ENSMUSG00000061186,ENSG00000198879,ortholog_one2one,73.4899,83.7808
ENSMUSG00000091971,ENSG00000204389,ortholog_many2many,95.1638,98.2839
ENSMUSG00000091971,ENSG00000204388,ortholog_many2many,95.1638,98.2839
ENSMUSG00000034201,ENSG00000185340,ortholog_one2one,86.7841,88.8399
ENSMUSG00000024900,ENSG00000110090,ortholog_one2one,86.5459,94.5666
ENSMUSG00000040498,ENSG00000216588,ortholog_one2one,47.3958,59.8958
ENSMUSG00000045193,ENSG00000099622,ortholog_one2one,53.5354,54.5455
ENSMUSG00000030785,ENSG00000156885,ortholog_one2one,78.3505,86.5979
ENSMUSG00000038393,ENSG00000265972,ortholog_one2one,96.4194,98.977
ENSMUSG00000038393,ENSG00000265972,ortholog_one2one,96.4194,98.977
ENSMUSG00000040054,ENSG00000076108,ortholog_one2one,83.6574,89.175
ENSMUSG00000020427,ENSG00000146674,ortholog_one2one,81.7869,87.6289
ENSMUSG00000061904,ENSG00000075415,ortholog_one2one,88.3657,93.9058
ENSMUSG00000031112,ENSG00000134602,ortholog_one2one,98.0769,99.2788
ENSMUSG00000031765,ENSG00000205362,ortholog_one2one,81.9672,93.4426
ENSMUSG00000052974,ENSG00000197446,ortholog_one2one,81.6701,90.4277
ENSMUSG00000037563,ENSG00000105193,ortholog_one2one,100,100
ENSMUSG00000029467,ENSG00000174437,ortholog_one2one,98.7524,99.5202
ENSMUSG00000029467,ENSG00000174437,ortholog_one2one,98.7524,99.5202
ENSMUSG00000023994,ENSG00000001167,ortholog_one2one,99.7118,99.7118
ENSMUSG00000002265,ENSG00000198300,ortholog_one2one,66.2468,76.5743
ENSMUSG00000032178,ENSG00000129351,ortholog_one2one,92.9844,95.7684
ENSMUSG00000030890,ENSG00000166333,ortholog_one2one,99.5575,99.7788
ENSMUSG00000048832,ENSG00000167987,ortholog_one2one,81.6901,85.3521
ENSMUSG00000020810,ENSG00000161544,ortholog_one2one,95.2632,98.4211
ENSMUSG00000033684,ENSG00000116260,ortholog_one2one,72.0214,80.4552
ENSMUSG00000030410,ENSG00000185800,ortholog_one2one,90.8012,93.1751
ENSMUSG00000035451,ENSG00000129514,ortholog_one2one,94.7034,96.3983
ENSMUSG00000073435,ENSG00000103024,ortholog_one2one,88.1657,92.8994
ENSMUSG00000037974,ENSG00000215182,ortholog_one2one,31.4291,36.8589
ENSMUSG00000028410,ENSG00000086061,ortholog_one2one,99.4962,100
ENSMUSG00000028410,ENSG00000086061,ortholog_one2one,99.4962,100
ENSMUSG00000023951,ENSG00000112715,ortholog_one2one,83.7975,87.8481
ENSMUSG00000016763,ENSG00000159307,ortholog_one2one,92.0041,95.4453
ENSMUSG00000016763,ENSG00000159307,ortholog_one2one,92.0041,95.4453
ENSMUSG00000040385,ENSG00000172531,ortholog_one2one,99.697,100
ENSMUSG00000025511,ENSG00000214063,ortholog_one2one,92.437,96.2185
ENSMUSG00000059834,ENSG00000151466,ortholog_one2one,75.436,87.064
ENSMUSG00000033685,ENSG00000175567,ortholog_one2one,96.1165,96.7638
ENSMUSG00000038256,ENSG00000116128,ortholog_one2one,95.3015,97.4755
ENSMUSG00000007877,ENSG00000173991,ortholog_one2one,90.4192,97.6048
ENSMUSG00000040703,ENSG00000167600,ortholog_one2one,77.7778,87.6984
ENSMUSG00000042558,ENSG00000116863,ortholog_one2one,91.4601,95.5923
ENSMUSG00000018654,ENSG00000185811,ortholog_one2one,92.4855,95.9538
ENSMUSG00000027861,ENSG00000118729,ortholog_one2one,90.2256,95.99
ENSMUSG00000038174,ENSG00000155744,ortholog_one2one,95.3925,97.2696
ENSMUSG00000021891,ENSG00000206562,ortholog_one2one,85.5634,91.9014
ENSMUSG00000063626,ENSG00000156687,ortholog_one2one,96.4323,97.5866
ENSMUSG00000049804,ENSG00000196440,ortholog_one2one,58.69,67.5109
ENSMUSG00000040093,ENSG00000104081,ortholog_one2one,87.5,91.3043
ENSMUSG00000006010,ENSG00000157181,ortholog_one2one,85.2423,93.1718
ENSMUSG00000020232,ENSG00000064961,ortholog_one2one,92.429,94.6372
ENSMUSG00000028820,ENSG00000116560,ortholog_one2one,93.2107,94.2009
ENSMUSG00000018796,ENSG00000151726,ortholog_one2one,84.8138,94.6991
ENSMUSG00000032115,ENSG00000149428,ortholog_one2one,91.992,95.4955
ENSMUSG00000032115,ENSG00000149428,ortholog_one2one,91.992,95.4955
ENSMUSG00000028618,ENSG00000116209,ortholog_one2one,94.1176,97.5232
ENSMUSG00000029468,ENSG00000089041,ortholog_one2one,80.8403,88.0672
ENSMUSG00000056071,ENSG00000163220,ortholog_one2many,57.8947,72.807
ENSMUSG00000004268,ENSG00000126749,ortholog_one2one,88.9344,94.2623
ENSMUSG00000025150,not found,,,
ENSMUSG00000025150,not found,,,
ENSMUSG00000028917,ENSG00000116786,ortholog_one2one,88.7144,92.6398
ENSMUSG00000018398,ENSG00000164402,ortholog_one2one,97.5155,98.5507
ENSMUSG00000002289,ENSG00000167772,ortholog_one2one,76.1084,84.2365
ENSMUSG00000028116,ENSG00000172399,ortholog_one2one,88.2576,95.8333
ENSMUSG00000015994,ENSG00000168522,ortholog_one2one,92.0844,96.0422
ENSMUSG00000015994,ENSG00000168522,ortholog_one2one,92.0844,96.0422
ENSMUSG00000025464,ENSG00000148832,ortholog_one2one,80.4305,89.0411
ENSMUSG00000023169,ENSG00000111371,ortholog_one2one,93.0185,96.5092
ENSMUSG00000032420,ENSG00000135318,ortholog_one2one,86.5854,93.9024
ENSMUSG00000027483,ENSG00000198183,ortholog_one2many,73.0469,84.7656
ENSMUSG00000040481,ENSG00000171634,ortholog_one2one,82.363,89.1096
ENSMUSG00000024165,ENSG00000206053,ortholog_one2one,79.4737,86.8421
ENSMUSG00000002668,ENSG00000205744,ortholog_one2one,69.7878,77.0287
ENSMUSG00000012705,ENSG00000104918,ortholog_one2one,55.5556,70.3704
ENSMUSG00000034673,ENSG00000204304,ortholog_one2one,97.907,98.6047
ENSMUSG00000026584,ENSG00000000457,ortholog_one2one,82.7035,88.2267
ENSMUSG00000020424,ENSG00000239282,ortholog_one2one,92.0973,94.8328
ENSMUSG00000030483,not found,,,
ENSMUSG00000049606,ENSG00000122482,ortholog_one2one,84.7777,91.4092
ENSMUSG00000056917,ENSG00000213445,ortholog_one2one,89.9232,92.9942
ENSMUSG00000031762,not found,,,
ENSMUSG00000001419,ENSG00000116604,ortholog_one2one,95.9693,96.929
ENSMUSG00000027074,ENSG00000134802,ortholog_one2one,75.1527,84.3177
ENSMUSG00000001707,ENSG00000124802,ortholog_one2one,85.6322,90.2299
ENSMUSG00000070436,ENSG00000149257,ortholog_one2one,94.7368,96.1722
ENSMUSG00000070436,ENSG00000149257,ortholog_one2one,94.7368,96.1722
ENSMUSG00000042197,ENSG00000112200,ortholog_one2one,78.9821,87.6532
ENSMUSG00000037017,ENSG00000166529,ortholog_one2one,82.0296,88.5835
ENSMUSG00000030116,ENSG00000197614,ortholog_one2one,76.3006,83.815
ENSMUSG00000022159,ENSG00000129472,ortholog_one2one,94.9074,97.6852
ENSMUSG00000026121,ENSG00000168758,ortholog_one2one,87.7551,92.9172
ENSMUSG00000026121,ENSG00000168758,ortholog_one2one,87.7551,92.9172
ENSMUSG00000071533,ENSG00000081154,ortholog_one2one,87.0787,91.573
ENSMUSG00000071533,ENSG00000081154,ortholog_one2one,87.0787,91.573
ENSMUSG00000019278,ENSG00000015413,ortholog_one2one,72.0195,82.9684
ENSMUSG00000038393,ENSG00000265972,ortholog_one2one,96.4194,98.977
ENSMUSG00000038393,ENSG00000265972,ortholog_one2one,96.4194,98.977
ENSMUSG00000023913,ENSG00000146070,ortholog_one2one,67.5737,80.0453
ENSMUSG00000032366,ENSG00000140416,ortholog_one2one,91.5493,95.4225
ENSMUSG00000036867,ENSG00000137834,ortholog_one2one,93.5484,94.5564
ENSMUSG00000018697,ENSG00000275700,ortholog_one2one,77.6786,81.9643
ENSMUSG00000003814,ENSG00000179218,ortholog_one2one,94.2446,97.6019
ENSMUSG00000029385,ENSG00000138764,ortholog_one2one,88.9535,94.4767
ENSMUSG00000038481,ENSG00000155111,ortholog_one2one,96.2151,97.012
ENSMUSG00000025265,ENSG00000102302,ortholog_one2one,94.7971,96.0458
ENSMUSG00000037791,ENSG00000109118,ortholog_one2one,95.9163,97.4104
ENSMUSG00000070720,ENSG00000253304,ortholog_one2one,84.3648,85.9935
ENSMUSG00000021477,not found,,,
ENSMUSG00000026566,ENSG00000197965,ortholog_one2one,83.2714,91.0781
ENSMUSG00000024803,ENSG00000148677,ortholog_one2one,90.2821,94.9843
ENSMUSG00000015968,ENSG00000157388,ortholog_one2one,96.3443,98.1953
ENSMUSG00000028042,ENSG00000160685,ortholog_one2one,91.6512,94.0631
ENSMUSG00000036078,ENSG00000147955,ortholog_one2one,90.1345,93.722
ENSMUSG00000118664,ENSG00000104723,ortholog_one2one,98.2759,98.5632
ENSMUSG00000040809,ENSG00000134216,ortholog_one2many,56.5126,67.6471
ENSMUSG00000055447,ENSG00000196776,ortholog_one2one,71.8266,83.2817
ENSMUSG00000037106,ENSG00000214814,ortholog_one2one,88.3145,93.3764
ENSMUSG00000028249,ENSG00000137575,ortholog_one2one,88.5906,93.9597
ENSMUSG00000056220,ENSG00000116711,ortholog_one2one,94.3925,97.7303
ENSMUSG00000038209,ENSG00000179914,ortholog_one2one,81.1502,88.4984
ENSMUSG00000028255,ENSG00000016490,ortholog_one2one,75.4923,86.6521
ENSMUSG00000018920,ENSG00000161921,ortholog_one2one,46.4567,60.2362
ENSMUSG00000015165,ENSG00000104824,ortholog_one2one,96.4346,97.7929
ENSMUSG00000050912,ENSG00000152558,ortholog_one2one,50.4808,61.5385
ENSMUSG00000031226,ENSG00000102390,ortholog_one2one,69.9571,75.9657
ENSMUSG00000044629,ENSG00000119865,ortholog_one2one,67.6829,76.2195
ENSMUSG00000031965,ENSG00000164532,ortholog_one2one,97.3154,97.9866
ENSMUSG00000000094,ENSG00000121075,ortholog_one2one,93.5897,95.4212
ENSMUSG00000020311,ENSG00000068912,ortholog_one2one,96.4803,98.5507
ENSMUSG00000028134,ENSG00000117569,ortholog_one2one,99.6234,99.6234
ENSMUSG00000026786,ENSG00000077420,ortholog_one2one,80.9309,85.8859
ENSMUSG00000041343,ENSG00000137494,ortholog_one2one,78.1784,86.5275
ENSMUSG00000020173,ENSG00000106078,ortholog_one2one,66.931,77.3989
ENSMUSG00000026864,ENSG00000044574,ortholog_one2one,98.6239,99.2355
ENSMUSG00000026864,ENSG00000044574,ortholog_one2one,98.6239,99.2355
ENSMUSG00000029701,ENSG00000106344,ortholog_one2one,80.3689,85.639
ENSMUSG00000062210,ENSG00000145779,ortholog_one2one,93.4343,98.4848
ENSMUSG00000121504,not found,,,
ENSMUSG00000047789,ENSG00000177058,ortholog_one2one,91.0873,95.3654
ENSMUSG00000026094,ENSG00000081320,ortholog_one2one,91.3979,95.1613
ENSMUSG00000060671,ENSG00000143515,ortholog_one2one,97.0588,98.9076
ENSMUSG00000006276,ENSG00000127527,ortholog_one2one,92.5275,95.6044
ENSMUSG00000058586,ENSG00000183569,ortholog_one2one,62.7389,78.3439
ENSMUSG00000026411,ENSG00000116857,ortholog_one2one,97.2678,98.9071
ENSMUSG00000005575,ENSG00000130725,ortholog_one2one,100,100
ENSMUSG00000041840,ENSG00000152240,ortholog_one2one,83.0935,91.7266
ENSMUSG00000050212,ENSG00000142694,ortholog_one2one,89.697,93.3333
ENSMUSG00000028937,ENSG00000097021,ortholog_one2one,85.9459,89.1892
ENSMUSG00000004642,ENSG00000163950,ortholog_one2one,88.1481,92.5926
ENSMUSG00000062590,ENSG00000135931,ortholog_one2one,85.2078,89.6088
ENSMUSG00000032786,ENSG00000023330,ortholog_one2one,91.7188,96.7188
ENSMUSG00000071533,ENSG00000081154,ortholog_one2one,87.0787,91.573
ENSMUSG00000071533,ENSG00000081154,ortholog_one2one,87.0787,91.573
ENSMUSG00000028211,ENSG00000164938,ortholog_one2one,86.6667,92.0833
ENSMUSG00000078588,ENSG00000159214,ortholog_one2one,63.5179,72.6384
ENSMUSG00000030830,ENSG00000005844,ortholog_one2one,69.5726,80.5983
ENSMUSG00000078440,ENSG00000129932,ortholog_one2one,84.106,91.3907
ENSMUSG00000026074,ENSG00000071054,ortholog_one2one,90.9682,91.9798
ENSMUSG00000026288,ENSG00000168918,ortholog_one2one,87.8049,92.2624
ENSMUSG00000026288,ENSG00000168918,ortholog_one2one,87.8049,92.2624
ENSMUSG00000002020,ENSG00000119681,ortholog_one2one,79.9012,85.8869
ENSMUSG00000031520,ENSG00000150630,ortholog_one2one,85.4415,92.1241
ENSMUSG00000073725,ENSG00000168216,ortholog_one2one,92.7778,96.8519
ENSMUSG00000066842,ENSG00000143341,ortholog_one2one,87.3114,93.4871
ENSMUSG00000028599,ENSG00000028137,ortholog_one2one,62.039,72.2343
ENSMUSG00000041548,ENSG00000152137,ortholog_one2one,94.3878,96.9388
ENSMUSG00000022517,ENSG00000102858,ortholog_one2one,85.2431,89.0625
ENSMUSG00000020781,ENSG00000182173,ortholog_one2one,80.6084,85.9316
ENSMUSG00000030678,ENSG00000103495,ortholog_one2one,89.0985,90.1468
ENSMUSG00000025934,ENSG00000182793,ortholog_one2one,72.5225,83.7838
ENSMUSG00000020611,ENSG00000120063,ortholog_one2one,96.817,98.4085
ENSMUSG00000021124,ENSG00000100568,ortholog_one2one,92.6724,96.9828
ENSMUSG00000015312,ENSG00000099860,ortholog_one2one,93.125,96.25
ENSMUSG00000015312,ENSG00000099860,ortholog_one2one,93.125,96.25
ENSMUSG00000018196,not found,,,
ENSMUSG00000025823,ENSG00000155660,ortholog_one2one,87.7519,94.1085
ENSMUSG00000039458,ENSG00000150712,ortholog_one2one,89.1566,94.1098
ENSMUSG00000041794,ENSG00000170011,ortholog_one2one,79.8603,86.3795
ENSMUSG00000028036,ENSG00000122420,ortholog_one2one,88.5794,94.9861
