Mouse Gene,Human Ortholog Gene Symbol,Type,Identity (%),Positivity (%)
ENSMUSG00000021482,ENSG00000158122,ortholog_one2one,88.4956,93.3628
ENSMUSG00000042699,ENSG00000135829,ortholog_one2one,91.7323,95.1969
ENSMUSG00000027180,ENSG00000110429,ortholog_one2one,95.3291,97.6645
ENSMUSG00000028973,ENSG00000197150,ortholog_one2one,84.2618,89.8329
ENSMUSG00000066196,ENSG00000137098,ortholog_one2one,56.9072,63.9175
ENSMUSG00000022791,ENSG00000061938,ortholog_one2one,93.0806,94.4076
ENSMUSG00000017774,ENSG00000197879,ortholog_one2one,96.7074,98.8711
ENSMUSG00000026193,ENSG00000115414,ortholog_one2one,92.0065,96.3262
ENSMUSG00000019905,ENSG00000173612,ortholog_one2one,80.1296,87.473
ENSMUSG00000035202,ENSG00000011376,ortholog_one2one,86.4895,93.0233
ENSMUSG00000019312,ENSG00000141738,ortholog_one2one,90.7895,93.609
ENSMUSG00000034675,ENSG00000113758,ortholog_one2one,89.6403,92.0863
ENSMUSG00000026203,ENSG00000135924,ortholog_one2one,85.1852,89.8148
ENSMUSG00000009216,ENSG00000196990,ortholog_one2one,90.3614,92.7711
ENSMUSG00000030536,ENSG00000140575,ortholog_one2one,95.9566,98.0084
ENSMUSG00000024603,ENSG00000132912,ortholog_one2one,96.7391,98.4783
ENSMUSG00000053877,ENSG00000080603,ortholog_one2one,86.7802,89.8762
ENSMUSG00000055322,ENSG00000079308,ortholog_one2one,88.0914,91.6803
ENSMUSG00000021572,ENSG00000112877,ortholog_one2one,67.2334,77.7434
ENSMUSG00000055322,ENSG00000079308,ortholog_one2one,88.0914,91.6803
ENSMUSG00000069833,ENSG00000124942,ortholog_one2one,57.9966,66.4177
ENSMUSG00000002289,ENSG00000167772,ortholog_one2one,76.1084,84.2365
ENSMUSG00000118661,ENSG00000184956,ortholog_one2one,56.2116,68.5527
ENSMUSG00000022443,ENSG00000100345,ortholog_one2one,97.0918,98.5204
ENSMUSG00000024299,ENSG00000142303,ortholog_one2one,94.107,96.0109
ENSMUSG00000038855,ENSG00000143772,ortholog_one2one,77.4841,82.241
ENSMUSG00000002289,ENSG00000167772,ortholog_one2one,76.1084,84.2365
ENSMUSG00000030527,ENSG00000140577,ortholog_one2one,88.853,93.6995
ENSMUSG00000007817,ENSG00000108175,ortholog_one2one,98.0319,99.2502
ENSMUSG00000020661,ENSG00000119772,ortholog_one2one,95.943,96.8202
ENSMUSG00000026822,ENSG00000148346,ortholog_one2one,57.5758,73.7374
ENSMUSG00000018001,ENSG00000008256,ortholog_one2one,98.9975,99.2481
ENSMUSG00000021557,ENSG00000135049,ortholog_one2one,90.2936,94.2904
ENSMUSG00000022623,ENSG00000251322,ortholog_one2one,95.3066,96.7459
ENSMUSG00000066687,ENSG00000109906,ortholog_one2one,96.7311,97.6226
ENSMUSG00000029675,ENSG00000049540,ortholog_one2one,72.9282,77.0718
ENSMUSG00000031586,ENSG00000157110,ortholog_one2one,90.3061,92.3469
ENSMUSG00000029203,ENSG00000078140,ortholog_one2one,100,100
ENSMUSG00000029381,ENSG00000138771,ortholog_one2one,69.4389,75.9018
ENSMUSG00000068922,ENSG00000125459,ortholog_one2one,66.4912,75.2632
ENSMUSG00000055322,ENSG00000079308,ortholog_one2one,88.0914,91.6803
ENSMUSG00000029675,ENSG00000049540,ortholog_one2one,72.9282,77.0718
ENSMUSG00000070942,ENSG00000115598,ortholog_one2one,65.2174,77.0435
ENSMUSG00000047557,ENSG00000079257,ortholog_one2one,85.1351,91.4414
ENSMUSG00000038895,ENSG00000161914,ortholog_one2one,92.1951,95.1219
ENSMUSG00000038260,ENSG00000130529,ortholog_one2one,82.6194,88.715
ENSMUSG00000009585,ENSG00000100298,ortholog_one2one,44.8087,59.5628
ENSMUSG00000057738,ENSG00000197694,ortholog_one2one,98.4255,99.2733
ENSMUSG00000021559,ENSG00000196730,ortholog_one2one,95.1049,98.3916
ENSMUSG00000022677,ENSG00000133393,ortholog_one2one,78.1609,83.908
ENSMUSG00000057110,ENSG00000119397,ortholog_one2one,80.8602,90.5806
ENSMUSG00000038736,ENSG00000120526,ortholog_one2one,90.0515,94.3396
ENSMUSG00000061665,ENSG00000198087,ortholog_one2one,86.2285,90.2973
ENSMUSG00000039219,ENSG00000054267,ortholog_one2one,89.5579,95.2744
ENSMUSG00000020454,ENSG00000184708,ortholog_one2one,89.9492,94.8223
ENSMUSG00000027253,ENSG00000134569,ortholog_one2one,96.8504,98.3727
ENSMUSG00000024392,ENSG00000204463,ortholog_one2one,91.5663,92.8571
ENSMUSG00000032548,ENSG00000174640,ortholog_one2one,83.2037,89.8911
ENSMUSG00000059981,ENSG00000149930,ortholog_one2one,92.2267,94.8178
ENSMUSG00000038534,ENSG00000006025,ortholog_one2one,92.2803,95.2494
ENSMUSG00000057751,ENSG00000162591,ortholog_one2one,78.1311,84.3608
ENSMUSG00000037974,ENSG00000215182,ortholog_one2one,31.4291,36.8589
ENSMUSG00000037846,ENSG00000182010,ortholog_one2one,67.8161,79.3103
ENSMUSG00000033444,ENSG00000100014,ortholog_one2one,95.1656,97.2247
ENSMUSG00000001555,ENSG00000141756,ortholog_one2one,89.0034,95.0172
ENSMUSG00000055235,ENSG00000187260,ortholog_one2one,87.766,91.4894
ENSMUSG00000074476,ENSG00000161888,ortholog_one2one,73.0964,83.2487
ENSMUSG00000024299,ENSG00000142303,ortholog_one2one,94.107,96.0109
ENSMUSG00000024241,ENSG00000115904,ortholog_one2one,96.7742,98.1245
ENSMUSG00000020827,ENSG00000141503,ortholog_one2one,97.4474,98.7988
ENSMUSG00000032855,ENSG00000008710,ortholog_one2one,78.1083,85.6379
ENSMUSG00000047368,ENSG00000107362,ortholog_one2one,99.6528,100
ENSMUSG00000035673,ENSG00000064932,ortholog_one2one,82.1376,87.1889
ENSMUSG00000029032,ENSG00000130762,ortholog_one2one,81.6643,90.409
ENSMUSG00000042079,ENSG00000169813,ortholog_one2one,98.0723,99.0361
ENSMUSG00000052512,ENSG00000166833,ortholog_one2one,92.8366,95.3479
ENSMUSG00000029231,ENSG00000134853,ortholog_one2one,91.8274,96.2351
ENSMUSG00000029675,ENSG00000049540,ortholog_one2one,72.9282,77.0718
ENSMUSG00000027239,ENSG00000110492,ortholog_one2one,86.014,91.6084
ENSMUSG00000035877,ENSG00000174306,ortholog_one2one,85.3557,89.9582
ENSMUSG00000031375,ENSG00000182492,ortholog_one2one,95.9239,97.8261
ENSMUSG00000032216,ENSG00000069869,ortholog_one2one,68.4444,73.6667
ENSMUSG00000039713,ENSG00000171680,ortholog_one2one,85.0895,88.5686
ENSMUSG00000019558,ENSG00000130821,ortholog_one2many,98.8976,99.0551
ENSMUSG00000019558,ENSG00000273554,ortholog_one2many,94.4882,96.063
ENSMUSG00000074899,ENSG00000137877,ortholog_one2one,62.847,74.061
ENSMUSG00000055489,ENSG00000171714,ortholog_one2one,80.1752,90.2519
ENSMUSG00000075254,ENSG00000173706,ortholog_one2one,61.4048,70.601
ENSMUSG00000046828,ENSG00000250878,ortholog_one2one,91.1215,93.9252
ENSMUSG00000045983,ENSG00000114867,ortholog_one2one,91.2445,93.9962
ENSMUSG00000000131,ENSG00000169180,ortholog_one2one,96.8889,97.7778
ENSMUSG00000058145,ENSG00000140470,ortholog_one2one,89.863,93.3333
ENSMUSG00000039683,ENSG00000146555,ortholog_one2one,89.7876,93.9901
ENSMUSG00000004040,ENSG00000168610,ortholog_one2one,99.8701,100
ENSMUSG00000038860,ENSG00000136895,ortholog_one2one,91.6091,94.9654
ENSMUSG00000028076,ENSG00000158473,ortholog_one2many,60.2985,73.1343
ENSMUSG00000000957,ENSG00000157227,ortholog_one2one,96.5636,97.5945
ENSMUSG00000002020,ENSG00000119681,ortholog_one2one,79.9012,85.8869
ENSMUSG00000015968,ENSG00000157388,ortholog_one2one,96.3443,98.1953
ENSMUSG00000027210,ENSG00000134138,ortholog_one2one,99.5807,99.7904
ENSMUSG00000034801,ENSG00000100485,ortholog_one2one,95.045,97.973
ENSMUSG00000028059,ENSG00000116584,ortholog_one2one,87.5254,92.4949
ENSMUSG00000064030,ENSG00000170473,ortholog_one2one,89.7059,92.6471
ENSMUSG00000039323,ENSG00000115457,ortholog_one2one,81.8462,84.3077
ENSMUSG00000030067,ENSG00000114861,ortholog_one2one,97.1935,98.6706
ENSMUSG00000048100,ENSG00000197780,ortholog_one2one,100,100
ENSMUSG00000026193,ENSG00000115414,ortholog_one2one,92.0065,96.3262
ENSMUSG00000004328,ENSG00000124440,ortholog_one2one,82.3617,87.7429
ENSMUSG00000042436,ENSG00000166482,ortholog_one2one,94.5098,97.2549
ENSMUSG00000036040,ENSG00000197859,ortholog_one2one,88.4332,92.429
ENSMUSG00000094081,not found,,,
ENSMUSG00000037287,ENSG00000154114,ortholog_one2one,97.4057,99.5283
ENSMUSG00000045193,ENSG00000099622,ortholog_one2one,53.5354,54.5455
ENSMUSG00000029675,ENSG00000049540,ortholog_one2one,72.9282,77.0718
ENSMUSG00000024866,ENSG00000132744,ortholog_one2one,68.652,81.8182
ENSMUSG00000052229,ENSG00000144230,ortholog_one2one,90.2655,92.9204
ENSMUSG00000020886,ENSG00000132535,ortholog_one2one,98.4807,99.0331
ENSMUSG00000042436,ENSG00000166482,ortholog_one2one,94.5098,97.2549
ENSMUSG00000027378,ENSG00000144061,ortholog_one2one,76.3663,86.8538
ENSMUSG00000029484,ENSG00000138772,ortholog_one2one,89.7833,95.356
ENSMUSG00000003123,ENSG00000079435,ortholog_one2one,73.6989,81.1338
ENSMUSG00000069045,ENSG00000067048,ortholog_one2one,88.9394,93.9394
ENSMUSG00000058297,ENSG00000107742,ortholog_one2one,93.6321,95.5189
ENSMUSG00000030846,ENSG00000151923,ortholog_one2one,99.2,99.4667
ENSMUSG00000062609,ENSG00000157551,ortholog_one2one,96.2667,98.4
ENSMUSG00000032609,ENSG00000185909,ortholog_one2one,97.7401,98.3051
ENSMUSG00000049804,ENSG00000196440,ortholog_one2one,58.69,67.5109
ENSMUSG00000026193,ENSG00000115414,ortholog_one2one,92.0065,96.3262
ENSMUSG00000118346,ENSG00000185475,ortholog_one2one,80.8219,87.2146
ENSMUSG00000006024,ENSG00000105402,ortholog_one2one,98.3051,99.661
ENSMUSG00000021719,ENSG00000186479,ortholog_one2one,94.5525,97.2763
ENSMUSG00000033808,ENSG00000103978,ortholog_one2one,89.1892,92.973
ENSMUSG00000001552,ENSG00000173801,ortholog_one2one,98.3893,99.3289
ENSMUSG00000072949,ENSG00000184227,ortholog_many2many,76.4846,86.2233
ENSMUSG00000072949,ENSG00000119673,ortholog_many2many,66.4596,75.1553
ENSMUSG00000074738,ENSG00000228594,ortholog_one2one,82.3009,83.1858
ENSMUSG00000042626,ENSG00000160691,ortholog_one2one,94.3493,96.5753
ENSMUSG00000019432,ENSG00000198563,ortholog_one2one,99.5327,99.5327
ENSMUSG00000047409,ENSG00000144677,ortholog_one2one,96.3768,97.8261
ENSMUSG00000021388,ENSG00000106819,ortholog_one2one,89.2105,93.9474
ENSMUSG00000030795,ENSG00000089280,ortholog_one2one,95.057,95.2471
ENSMUSG00000000568,ENSG00000138668,ortholog_one2one,95.493,96.6197
ENSMUSG00000074405,ENSG00000261221,ortholog_one2one,88.5741,89.8017
ENSMUSG00000005493,ENSG00000057468,ortholog_one2one,85.1496,90.5983
ENSMUSG00000038872,ENSG00000140836,ortholog_one2one,94.815,96.3003
ENSMUSG00000030790,ENSG00000148926,ortholog_one2one,65.9459,71.8919
ENSMUSG00000022536,ENSG00000140632,ortholog_one2one,98.5533,99.4575
ENSMUSG00000032878,ENSG00000055813,ortholog_one2one,90.4159,92.4051
ENSMUSG00000024900,ENSG00000110090,ortholog_one2one,86.5459,94.5666
ENSMUSG00000056598,ENSG00000171962,ortholog_one2one,80.8795,92.1606
ENSMUSG00000001482,ENSG00000140995,ortholog_one2one,87.1397,89.357
ENSMUSG00000029385,ENSG00000138764,ortholog_one2one,88.9535,94.4767
ENSMUSG00000028788,ENSG00000184007,ortholog_one2one,100,100
ENSMUSG00000020053,ENSG00000017427,ortholog_one2one,70.5882,73.8562
ENSMUSG00000121504,not found,,,
ENSMUSG00000035948,ENSG00000111058,ortholog_one2one,90.0875,95.3353
ENSMUSG00000030795,ENSG00000089280,ortholog_one2one,95.057,95.2471
ENSMUSG00000026014,ENSG00000173166,ortholog_one2one,91.84,94.24
ENSMUSG00000121829,not found,,,
ENSMUSG00000034243,ENSG00000173230,ortholog_one2one,75.1532,85.6005
ENSMUSG00000025702,ENSG00000165406,ortholog_one2one,82.0244,87.6091
ENSMUSG00000021830,ENSG00000087301,ortholog_one2one,75.2727,86.5455
ENSMUSG00000050855,not found,,,
ENSMUSG00000038520,ENSG00000104946,ortholog_one2one,88.7346,92.4383
ENSMUSG00000053477,ENSG00000196628,ortholog_one2one,97.9136,98.8077
ENSMUSG00000026479,ENSG00000058085,ortholog_one2one,84.5767,92.2045
ENSMUSG00000031949,ENSG00000065457,ortholog_one2one,77.0916,85.6574
ENSMUSG00000022708,ENSG00000181722,ortholog_one2one,97.7058,97.9757
ENSMUSG00000055254,ENSG00000148053,ortholog_one2one,92.1241,95.3461
ENSMUSG00000038393,ENSG00000265972,ortholog_one2one,96.4194,98.977
ENSMUSG00000051351,ENSG00000125945,ortholog_one2one,91.0638,92.5532
ENSMUSG00000024456,ENSG00000131504,ortholog_one2one,90.2516,93.3176
ENSMUSG00000028107,ENSG00000143374,ortholog_one2one,84.1226,89.2758
ENSMUSG00000044033,ENSG00000163492,ortholog_one2one,72.9412,84.3791
ENSMUSG00000027692,ENSG00000154310,ortholog_one2one,98.8235,99.6324
ENSMUSG00000055493,ENSG00000112425,ortholog_one2one,88.5196,93.6556
ENSMUSG00000054252,ENSG00000068078,ortholog_one2one,87.7171,90.9429
ENSMUSG00000075012,ENSG00000179431,ortholog_one2one,89.7025,91.9908
ENSMUSG00000029484,ENSG00000138772,ortholog_one2one,89.7833,95.356
ENSMUSG00000020653,ENSG00000172059,ortholog_one2one,75.1953,79.8828
ENSMUSG00000001016,ENSG00000143621,ortholog_one2one,100,100
ENSMUSG00000029513,ENSG00000111725,ortholog_one2one,96.6667,97.7778
ENSMUSG00000052921,ENSG00000198844,ortholog_one2one,85.2556,89.7741
ENSMUSG00000058586,ENSG00000183569,ortholog_one2one,62.7389,78.3439
ENSMUSG00000045667,ENSG00000188176,ortholog_one2one,83.9479,91.3232
ENSMUSG00000026193,ENSG00000115414,ortholog_one2one,92.0065,96.3262
ENSMUSG00000024713,ENSG00000099139,ortholog_one2one,81.2401,88.6592
ENSMUSG00000000957,ENSG00000157227,ortholog_one2one,96.5636,97.5945
ENSMUSG00000029093,ENSG00000184985,ortholog_one2one,86.0224,91.8896
ENSMUSG00000042834,ENSG00000134986,ortholog_one2one,76.4706,79.4118
ENSMUSG00000038393,ENSG00000265972,ortholog_one2one,96.4194,98.977
ENSMUSG00000046743,ENSG00000196159,ortholog_one2one,91.3707,96.0265
ENSMUSG00000059136,not found,,,
ENSMUSG00000038252,ENSG00000010292,ortholog_one2one,86.01,91.2919
ENSMUSG00000030811,ENSG00000099364,ortholog_one2one,97.3294,98.8131
ENSMUSG00000022951,ENSG00000159200,ortholog_one2one,92.4603,93.6508
ENSMUSG00000028403,ENSG00000175893,ortholog_one2one,97.7358,98.8679
ENSMUSG00000034674,ENSG00000139372,ortholog_one2one,88.2927,91.9512
ENSMUSG00000018263,ENSG00000089225,ortholog_one2one,96.139,97.8764
ENSMUSG00000021891,ENSG00000206562,ortholog_one2one,85.5634,91.9014
ENSMUSG00000028698,ENSG00000117461,ortholog_one2one,95.8785,98.2646
ENSMUSG00000090115,ENSG00000164663,ortholog_one2one,89.9709,93.75
ENSMUSG00000050556,ENSG00000158445,ortholog_one2one,93.7063,96.62
ENSMUSG00000021795,ENSG00000133661,ortholog_one2one,74.4,85.8667
ENSMUSG00000020646,ENSG00000143797,ortholog_one2one,86.5385,91.9231
ENSMUSG00000030978,ENSG00000167325,ortholog_one2one,97.601,98.7374
ENSMUSG00000015568,ENSG00000175445,ortholog_one2one,92.4211,95.1579
ENSMUSG00000096002,not found,,,
ENSMUSG00000020709,ENSG00000184060,ortholog_one2one,84.5144,93.1758
ENSMUSG00000021495,ENSG00000146067,ortholog_one2one,85.2798,89.2944
ENSMUSG00000067158,ENSG00000081052,ortholog_one2one,78.1657,83.8462
ENSMUSG00000002020,ENSG00000119681,ortholog_one2one,79.9012,85.8869
ENSMUSG00000074457,ENSG00000188643,ortholog_one2one,84.466,93.2039
ENSMUSG00000055322,ENSG00000079308,ortholog_one2one,88.0914,91.6803
ENSMUSG00000038143,ENSG00000173320,ortholog_one2one,84.4492,86.8251
ENSMUSG00000015647,ENSG00000130702,ortholog_one2one,79.4858,86.9824
ENSMUSG00000046876,ENSG00000124788,ortholog_one2one,86.9939,89.6933
ENSMUSG00000031502,ENSG00000187498,ortholog_one2one,90.713,94.2481
ENSMUSG00000051331,ENSG00000151067,ortholog_one2one,94.9953,96.5856
ENSMUSG00000044338,ENSG00000134817,ortholog_one2one,91.0526,93.9474
ENSMUSG00000036644,ENSG00000197226,ortholog_one2one,91.5653,94.6472
ENSMUSG00000027291,ENSG00000166887,ortholog_one2one,97.2571,98.8571
ENSMUSG00000106948,not found,,,
ENSMUSG00000036395,ENSG00000149328,ortholog_one2one,79.2453,88.6792
ENSMUSG00000022788,ENSG00000139132,ortholog_one2one,71.4286,76.8549
ENSMUSG00000053846,ENSG00000101670,ortholog_one2one,79.8,88.4
ENSMUSG00000034158,ENSG00000163428,ortholog_one2one,93.2615,95.4178
ENSMUSG00000023039,ENSG00000135480,ortholog_one2one,80.8102,88.6994
ENSMUSG00000031955,ENSG00000050820,ortholog_one2one,90.6897,93.2184
ENSMUSG00000003378,ENSG00000105737,ortholog_one2one,98.8775,99.1837
ENSMUSG00000079105,ENSG00000112936,ortholog_one2one,73.9027,84.3416
ENSMUSG00000117148,not found,,,
ENSMUSG00000065954,ENSG00000147526,ortholog_one2one,74.1615,81.4907
ENSMUSG00000056870,ENSG00000144366,ortholog_one2one,86.8421,90.4605
ENSMUSG00000038156,ENSG00000262655,ortholog_one2one,96.2825,98.513
ENSMUSG00000055013,ENSG00000157985,ortholog_one2one,87.1645,89.4983
ENSMUSG00000018932,ENSG00000034152,ortholog_one2one,96.5418,98.8473
ENSMUSG00000052557,ENSG00000261609,ortholog_one2one,98.1575,99.33
ENSMUSG00000032285,ENSG00000140403,ortholog_one2one,93.199,98.2368
ENSMUSG00000031696,ENSG00000069329,ortholog_one2one,99.3719,99.8744
ENSMUSG00000036452,ENSG00000145819,ortholog_one2one,96.9697,98.6825
ENSMUSG00000030921,ENSG00000132256,ortholog_one2many,46.6531,68.1542
ENSMUSG00000020484,ENSG00000100219,ortholog_one2one,84.5745,88.0319
ENSMUSG00000027187,ENSG00000121691,ortholog_one2one,89.3738,95.0664
ENSMUSG00000052974,ENSG00000197446,ortholog_one2one,81.6701,90.4277
ENSMUSG00000024019,ENSG00000137200,ortholog_one2one,89.9401,95.0898
ENSMUSG00000029071,ENSG00000107404,ortholog_one2one,94.964,96.9784
ENSMUSG00000027035,ENSG00000172292,ortholog_one2one,95.3125,97.9167
ENSMUSG00000032264,ENSG00000086827,ortholog_one2one,86.1361,92.5546
ENSMUSG00000040713,ENSG00000143162,ortholog_one2one,76.8182,87.2727
ENSMUSG00000001962,ENSG00000071859,ortholog_one2one,98.2301,99.41
ENSMUSG00000037286,ENSG00000118007,ortholog_one2one,99.3641,99.7615
ENSMUSG00000073062,not found,,,
ENSMUSG00000028788,ENSG00000184007,ortholog_one2one,100,100
ENSMUSG00000064294,not found,,,
ENSMUSG00000069516,not found,,,
ENSMUSG00000028608,ENSG00000162384,ortholog_one2one,93.75,96.875
ENSMUSG00000024653,ENSG00000149021,ortholog_one2one,54.9451,79.1209
ENSMUSG00000021595,ENSG00000037474,ortholog_one2one,86.9622,90.2216
ENSMUSG00000050315,ENSG00000172403,ortholog_one2one,79.4607,85.8049
ENSMUSG00000024646,ENSG00000166347,ortholog_one2one,87.3134,94.7761
ENSMUSG00000036622,ENSG00000159363,ortholog_one2one,85.4237,90.2542
ENSMUSG00000018796,ENSG00000151726,ortholog_one2one,84.8138,94.6991
ENSMUSG00000024232,ENSG00000095739,ortholog_one2one,93.0769,96.9231
ENSMUSG00000022663,ENSG00000144848,ortholog_one2one,97.4522,99.3631
ENSMUSG00000034422,ENSG00000173193,ortholog_one2one,63.4092,78.0122
ENSMUSG00000019843,ENSG00000010810,ortholog_one2one,99.4413,99.6276
ENSMUSG00000034563,ENSG00000260916,ortholog_one2one,69.6406,81.6605
ENSMUSG00000020706,ENSG00000108592,ortholog_one2one,87.6033,92.562
ENSMUSG00000031232,ENSG00000102158,ortholog_one2one,93.7313,95.8209
ENSMUSG00000044340,ENSG00000081913,ortholog_one2one,85.2068,88.1188
ENSMUSG00000056999,ENSG00000119912,ortholog_one2one,95.1914,97.6448
ENSMUSG00000004771,ENSG00000103769,ortholog_one2one,100,100
ENSMUSG00000028107,ENSG00000143374,ortholog_one2one,84.1226,89.2758
ENSMUSG00000008035,ENSG00000165175,ortholog_one2one,87.9781,90.7104
ENSMUSG00000023832,ENSG00000120437,ortholog_one2many,87.6574,94.2066
ENSMUSG00000024165,ENSG00000206053,ortholog_one2one,79.4737,86.8421
ENSMUSG00000036908,ENSG00000110057,ortholog_one2one,90.7873,94.1374
ENSMUSG00000067212,not found,,,
ENSMUSG00000044468,ENSG00000183508,ortholog_one2one,95.9079,97.6982
ENSMUSG00000022125,ENSG00000102805,ortholog_one2one,70.6704,79.8883
ENSMUSG00000025150,not found,,,
ENSMUSG00000015839,ENSG00000116044,ortholog_one2one,80.9917,88.0992
ENSMUSG00000031231,ENSG00000131174,ortholog_one2one,78.75,88.75
ENSMUSG00000025980,ENSG00000144381,ortholog_one2one,97.5567,98.2548
ENSMUSG00000030612,ENSG00000259494,ortholog_one2one,79.5699,87.4552
ENSMUSG00000006442,ENSG00000116649,ortholog_one2one,93.3775,96.0265
ENSMUSG00000028036,ENSG00000122420,ortholog_one2one,88.5794,94.9861
ENSMUSG00000018899,ENSG00000125347,ortholog_one2one,85.5385,93.2308
ENSMUSG00000022351,ENSG00000104549,ortholog_one2one,84.1463,91.8118
ENSMUSG00000021171,ENSG00000117868,ortholog_one2one,90.3002,93.9954
ENSMUSG00000047842,ENSG00000165023,ortholog_one2one,98.4925,99.4975
ENSMUSG00000073079,ENSG00000100883,ortholog_one2many,99.8016,100
ENSMUSG00000046805,ENSG00000197629,ortholog_one2many,75.6983,86.5922
ENSMUSG00000027009,ENSG00000115232,ortholog_one2one,84.8837,92.5388
ENSMUSG00000028820,ENSG00000116560,ortholog_one2one,93.2107,94.2009
ENSMUSG00000020917,ENSG00000131473,ortholog_one2one,98.0018,99.1826
ENSMUSG00000027315,ENSG00000166145,ortholog_one2one,79.7271,87.3294
ENSMUSG00000027952,ENSG00000163344,ortholog_one2one,83.3333,93.75
ENSMUSG00000026104,ENSG00000115415,ortholog_one2one,93.4667,96.2667
ENSMUSG00000006818,ENSG00000291237,ortholog_one2one,90.0901,92.3423
ENSMUSG00000029064,ENSG00000078369,ortholog_one2one,100,100
ENSMUSG00000035517,ENSG00000196116,ortholog_one2one,83.8798,91.8033
ENSMUSG00000006304,ENSG00000163466,ortholog_one2one,99.3333,99.6667
ENSMUSG00000034647,ENSG00000101745,ortholog_one2one,81.3288,90.0097
ENSMUSG00000032869,ENSG00000125818,ortholog_one2one,82.6568,90.0369
ENSMUSG00000026380,ENSG00000115112,ortholog_one2one,92.9019,96.4509
ENSMUSG00000030103,ENSG00000134107,ortholog_one2one,90.2913,92.9612
ENSMUSG00000021670,ENSG00000113161,ortholog_one2one,93.4685,95.8333
ENSMUSG00000026094,ENSG00000081320,ortholog_one2one,91.3979,95.1613
ENSMUSG00000058135,ENSG00000134184,ortholog_one2many,77.9817,92.2018
ENSMUSG00000021591,ENSG00000173221,ortholog_one2one,89.6226,96.2264
ENSMUSG00000005483,ENSG00000132002,ortholog_one2one,85.5882,87.3529
ENSMUSG00000023046,ENSG00000167779,ortholog_one2one,67.5,75.8333
ENSMUSG00000006517,ENSG00000167508,ortholog_one2one,84,89
ENSMUSG00000056492,ENSG00000069122,ortholog_one2one,72.0654,81.7979
ENSMUSG00000048970,ENSG00000171155,ortholog_one2one,93.0818,97.1698
ENSMUSG00000026430,ENSG00000266094,ortholog_one2one,85.1675,88.5167
ENSMUSG00000060073,ENSG00000100567,ortholog_one2one,98.8235,99.2157
ENSMUSG00000041548,ENSG00000152137,ortholog_one2one,94.3878,96.9388
ENSMUSG00000028713,ENSG00000142973,ortholog_one2one,84.9609,91.4062
ENSMUSG00000032518,ENSG00000288920,ortholog_one2many,98.3051,98.983
ENSMUSG00000032518,ENSG00000168028,ortholog_one2many,99.322,99.661
ENSMUSG00000028108,ENSG00000143369,ortholog_one2one,69.0741,78.7037
ENSMUSG00000053012,ENSG00000172086,ortholog_one2one,73.7452,86.1004
ENSMUSG00000024966,ENSG00000168439,ortholog_one2one,97.4217,98.895
ENSMUSG00000033327,ENSG00000168477,ortholog_one2one,58.3883,64.3732
ENSMUSG00000002897,ENSG00000177663,ortholog_one2one,68.2448,77.2517
ENSMUSG00000049422,ENSG00000250479,ortholog_one2one,84.507,89.4366
ENSMUSG00000008682,ENSG00000147403,ortholog_one2many,99.5327,100
