Mouse Gene,Human Ortholog Gene Symbol,Type,Identity (%),Positivity (%)
ERG,ENSG00000157554,ortholog_one2one,96.4509,98.1211
FMO1,ENSG00000010932,ortholog_one2one,83.0827,90.9774
PDGFC,ENSG00000145431,ortholog_one2one,86.9565,94.7826
GFPT2,ENSG00000131459,ortholog_one2one,97.8006,99.2669
SCN1B,ENSG00000105711,ortholog_one2one,96.3303,98.1651
TMEFF1,ENSG00000241697,ortholog_one2one,92.8947,95
HSD11B2,ENSG00000176387,ortholog_one2one,82.4691,88.1481
SULF2,ENSG00000196562,ortholog_one2one,93.908,96.092
MS4A7,ENSG00000166927,ortholog_one2one,50.4167,63.3333
PDE7B,ENSG00000171408,ortholog_one2one,87.1111,91.1111
PRCP,ENSG00000137509,ortholog_one2one,77.0161,87.5
TBXAS1,ENSG00000059377,ortholog_one2one,81.6135,90.2439
PDGFRA,ENSG00000134853,ortholog_one2one,91.8274,96.2351
SPON2,ENSG00000159674,ortholog_one2one,85.1964,90.6344
CLEC2D,ENSG00000069493,ortholog_one2many,37.6963,49.2147
RENBP,ENSG00000102032,ortholog_one2one,83.3724,90.1639
TREM2,ENSG00000095970,ortholog_one2one,55.6522,65.2174
ECM2,ENSG00000152583,ortholog_one2one,64.759,73.7952
CTSH,ENSG00000103811,ortholog_one2one,82.9851,90.1493
ADAMTS5,ENSG00000154736,ortholog_one2one,90,92.2581
KCNK3,ENSG00000171303,ortholog_one2one,91.3706,93.1472
SEMA3C,ENSG00000075223,ortholog_one2one,97.0706,98.4021
HOXA5,ENSG00000106004,ortholog_one2one,97.4074,97.7778
ETV1,ENSG00000006468,ortholog_one2one,97.9036,98.7421
ATF3,ENSG00000162772,ortholog_one2one,95.0276,98.895
CHST8,ENSG00000124302,ortholog_one2one,85.3774,90.0943
PDLIM3,ENSG00000154553,ortholog_one2one,92.3077,96.978
CTSD,ENSG00000117984,ortholog_one2one,80.5825,88.835
SLC37A2,ENSG00000134955,ortholog_one2one,87.2255,92.2156
TMEM100,ENSG00000166292,ortholog_one2one,85.0746,89.5522
SEMA3G,ENSG00000010319,ortholog_one2one,86.8286,90.4092
AMOT,ENSG00000126016,ortholog_one2one,85.8856,89.1144
RGS3,ENSG00000138835,ortholog_one2one,69.5212,73.6648
COX4I2,ENSG00000131055,ortholog_one2one,74.269,83.6257
CD80,ENSG00000121594,ortholog_one2one,40.9722,57.2917
AOX1,ENSG00000138356,ortholog_one2one,83.0344,90.9566
CD28,ENSG00000178562,ortholog_one2one,67.7273,76.8182
KCNQ5,ENSG00000185760,ortholog_one2one,95.6009,97.103
CD248,ENSG00000174807,ortholog_one2one,78.5997,84.1479
BST1,ENSG00000109743,ortholog_one2one,69.8113,80.5031
RASGRP1,ENSG00000172575,ortholog_one2one,90.2133,93.0991
GDF15,ENSG00000130513,ortholog_one2one,56.8182,70.4545
CBFA2T3,ENSG00000129993,ortholog_one2one,83.7672,87.902
SORBS2,ENSG00000154556,ortholog_one2one,84,87.6154
ETS1,ENSG00000134954,ortholog_one2one,93.6082,95.4639
SCUBE1,ENSG00000159307,ortholog_one2one,92.0041,95.4453
THSD1,ENSG00000136114,ortholog_one2one,78.6385,85.2113
ARL15,ENSG00000185305,ortholog_one2one,97.0588,99.0196
PLAUR,ENSG00000011422,ortholog_one2one,61.194,72.2388
FANCC,ENSG00000158169,ortholog_one2one,66.8459,78.3154
TMEM43,ENSG00000170876,ortholog_one2one,93,97
MX2,ENSG00000157601,ortholog_one2many,51.5106,62.0846
ATP1B2,ENSG00000129244,ortholog_one2one,97.2414,98.9655
NCALD,ENSG00000104490,ortholog_one2one,100,100
TTYH3,ENSG00000136295,ortholog_one2one,94.8375,96.3671
CFB,ENSG00000243649,ortholog_one2one,80.7592,88.6126
ADAMTS7,ENSG00000136378,ortholog_one2one,72.0641,80.1305
MAP4K2,ENSG00000168067,ortholog_one2one,93.6585,95.7317
ACE,ENSG00000159640,ortholog_one2one,83.3078,92.9556
EGFLAM,ENSG00000164318,ortholog_one2one,88.3053,93.0624
NOSTRIN,ENSG00000163072,ortholog_one2one,82.4111,91.502
EMID1,ENSG00000186998,ortholog_one2one,79.9097,85.3273
PTPRB,ENSG00000127329,ortholog_one2one,83.702,90.6998
GLP1R,ENSG00000112164,ortholog_one2one,92.0086,94.6004
SFXN1,ENSG00000164466,ortholog_one2one,94.7205,96.8944
ANKRD44,ENSG00000065413,ortholog_one2one,94.3605,96.0725
LEPR,ENSG00000116678,ortholog_one2one,75.3648,85.3219
MARCO,ENSG00000019169,ortholog_one2one,67.6923,77.8846
CASP4,not found,,,
ELN,ENSG00000049540,ortholog_one2one,72.9282,77.0718
HS3ST1,ENSG00000002587,ortholog_one2one,88.2736,92.5081
RPS27L,ENSG00000185088,ortholog_one2one,90.4762,90.4762
CHAD,ENSG00000136457,ortholog_one2one,93.0362,95.2646
A4GALT,ENSG00000128274,ortholog_one2one,77.3371,85.2691
MAT1A,ENSG00000151224,ortholog_one2one,96.4557,98.7342
FAM129A,ENSG00000135842,ortholog_one2one,72.306,80.4957
CRLF1,ENSG00000006016,ortholog_one2one,95.0237,96.2085
RECK,ENSG00000122707,ortholog_one2one,93.4089,96.3955
THBS2,ENSG00000186340,ortholog_one2one,88.5666,93.43
ADHFE1,ENSG00000147576,ortholog_one2one,89.2934,94.0043
GPIHBP1,ENSG00000277494,ortholog_one2one,54.3478,69.0217
HOXA3,ENSG00000105997,ortholog_one2one,93.6795,95.4853
LOXL4,ENSG00000138131,ortholog_one2one,86.7725,92.4603
SLC38A5,ENSG00000017483,ortholog_one2one,87.5,93.6441
HLF,ENSG00000108924,ortholog_one2one,97.6271,98.6441
NRXN1,ENSG00000179915,ortholog_one2one,99.2701,99.6019
CHST2,ENSG00000175040,ortholog_one2one,94.9057,95.6604
NRG1,ENSG00000157168,ortholog_one2one,87.1875,90.7812
SLC36A2,ENSG00000186335,ortholog_one2one,81.5735,89.8551
TTC9,ENSG00000133985,ortholog_one2one,88.7387,90.0901
ASPN,ENSG00000106819,ortholog_one2one,89.2105,93.9474
SCNN1B,ENSG00000168447,ortholog_one2one,83.9062,90.7812
PCDH18,ENSG00000189184,ortholog_one2one,92.5991,96.652
CAMK4,ENSG00000152495,ortholog_one2one,80.1268,84.3552
CCNG1,ENSG00000113328,ortholog_one2one,92.2034,95.5932
STEAP4,ENSG00000127954,ortholog_one2one,82.3529,90.1961
TRIM36,ENSG00000152503,ortholog_one2one,91.6201,96.5084
PRRT2,ENSG00000167371,ortholog_one2one,79.1176,85.2941
SPECC1L,ENSG00000100014,ortholog_one2one,95.1656,97.2247
ANGPTL2,ENSG00000136859,ortholog_one2one,95.3347,96.9574
GPR64,ENSG00000173698,ortholog_one2one,80.7276,88.4956
CLEC1A,ENSG00000150048,ortholog_one2one,66.0714,78.5714
GCOM1,ENSG00000263155,ortholog_one2one,89.9142,95.9227
HSPB8,ENSG00000152137,ortholog_one2one,94.3878,96.9388
PCOLCE2,ENSG00000163710,ortholog_one2one,86.0241,92.2892
SMARCA2,ENSG00000080503,ortholog_one2one,97.2956,98.3648
DAB1,ENSG00000173406,ortholog_one2one,96.2162,97.4775
PMAIP1,ENSG00000141682,ortholog_one2one,64.8148,74.0741
ATP1A2,ENSG00000018625,ortholog_one2one,98.2353,98.9216
NTN3,ENSG00000162068,ortholog_one2one,87.4138,91.8966
HAVCR1,ENSG00000113249,ortholog_one2many,35.989,45.8791
ICAM1,ENSG00000090339,ortholog_one2one,53.0075,67.4812
SH3PXD2A,ENSG00000107957,ortholog_one2one,91.1739,93.8217
A2LD1,ENSG00000134864,ortholog_one2one,68.6274,80.3922
APC2,ENSG00000115266,ortholog_one2one,81.2419,85.6274
KCNQ4,ENSG00000117013,ortholog_one2one,96.8345,98.2734
EG:26577,error - retries exceeded,,,
USHBP1,ENSG00000130307,ortholog_one2one,58.606,68.8478
MIF,ENSG00000240972,ortholog_one2one,74.7826,80.8696
ADAM33,ENSG00000149451,ortholog_one2one,69.3727,77.2448
GRIA1,ENSG00000155511,ortholog_one2one,97.9029,98.8962
CCND1,ENSG00000110092,ortholog_one2one,93.8983,95.9322
TMEM54,ENSG00000121900,ortholog_one2one,74.7748,85.1351
TLR7,ENSG00000196664,ortholog_one2one,80.8389,89.3232
PODXL2,ENSG00000114631,ortholog_one2one,77.0248,82.4793
CDC34,ENSG00000099804,ortholog_one2many,99.1525,99.5763
NUP210,ENSG00000132182,ortholog_one2one,84.4197,91.8389
LTBP2,ENSG00000168056,ortholog_one2one,90.5602,92.0184
CCDC85A,ENSG00000055813,ortholog_one2one,90.4159,92.4051
APLN,ENSG00000171388,ortholog_one2one,83.1169,89.6104
COL18A1,ENSG00000182871,ortholog_one2one,76.475,84.1673
AIF1,ENSG00000204472,ortholog_one2one,89.1156,94.5578
THSD7B,ENSG00000144229,ortholog_one2one,85.6787,92.0922
VSNL1,ENSG00000163032,ortholog_one2one,100,100
MNDA,ENSG00000163563,ortholog_one2many,40.7862,57.4939
GRIA3,ENSG00000125675,ortholog_one2one,98.8814,99.3289
NTN1,ENSG00000065320,ortholog_one2one,99.1722,100
VWF,ENSG00000110799,ortholog_one2one,83.363,91.0416
MMRN2,ENSG00000173269,ortholog_one2one,66.1749,77.2392
ABI3BP,ENSG00000154175,ortholog_one2one,69.037,75.7559
CMA1,ENSG00000092009,ortholog_one2one,74.0891,81.3765
PLCD4,ENSG00000115556,ortholog_one2one,75.5906,85.4331
GCLC,ENSG00000001084,ortholog_one2one,94.1915,97.0173
ASS1,ENSG00000130707,ortholog_one2one,96.8447,98.7864
SLC16A7,ENSG00000118596,ortholog_one2one,72.3849,85.5648
RGS8,ENSG00000135824,ortholog_one2one,98.3333,100
HMCN1,ENSG00000143341,ortholog_one2one,87.3114,93.4871
MYBL1,ENSG00000185697,ortholog_one2one,91.8883,95.8777
HP,ENSG00000091513,ortholog_one2one,73.0659,83.0946
